"Time","Angle, Ch 1+2 (rad) Run #7","Angle, Ch 3+4 (rad) Run #7","Angle, Ch 1+2 (rad) Run #8","Angle, Ch 3+4 (rad) Run #8","Angle, Ch 1+2 (rad) Run #9","Angle, Ch 3+4 (rad) Run #9","mean_Ch1_Ch2","sd_Ch1_Ch2","mean_Ch3_Ch4","sd_Ch3_Ch4"
4.65,0.279,1.344,0.105,1.117,-1.1,0.419,-0.238666666666667,0.750992898324167,0.96,0.482071571449717
4.7,-0.157,1.1,-0.384,0.89,-1.501,0.244,-0.680666666666667,0.719438901737551,0.744666666666667,0.446122554163465
4.75,-0.559,0.873,-0.855,0.663,-1.815,0.105,-1.07633333333333,0.656601350389514,0.547,0.396923166368505
4.8,-0.942,0.663,-1.292,0.489,-2.042,0,-1.42533333333333,0.561990510002912,0.384,0.343745545425683
4.85,-1.257,0.471,-1.641,0.314,-2.147,-0.07,-1.68166666666667,0.446391457504882,0.238333333333333,0.27832415154516
4.9,-1.518,0.314,-1.92,0.192,-2.164,-0.087,-1.86733333333333,0.326204434876863,0.139666666666667,0.205558588566212
4.95,-1.693,0.175,-2.112,0.087,-2.059,-0.087,-1.95466666666667,0.2281541876305,0.0583333333333333,0.13333166665625
5,-1.798,0.087,-2.182,0.017,-1.868,-0.052,-1.94933333333333,0.204512428310197,0.0173333333333333,0.0695005995177979
5.05,-1.815,0.017,-2.164,0,-1.606,0.035,-1.86166666666667,0.2819119247803,0.0173333333333333,0.0175023807904334
5.1,-1.745,0,-2.042,0,-1.274,0.14,-1.687,0.387271222788371,0.0466666666666667,0.0808290376865476
5.15,-1.606,0,-1.85,0.052,-0.89,0.297,-1.44866666666667,0.498964260577181,0.116333333333333,0.15860748195887
5.2,-1.414,0.052,-1.571,0.122,-0.454,0.471,-1.14633333333333,0.604695240045209,0.215,0.224448212289606
5.25,-1.169,0.14,-1.239,0.244,-0.017,0.681,-0.808333333333333,0.686207937387301,0.355,0.287073161406635
5.3,-0.89,0.262,-0.873,0.401,0.436,0.908,-0.442333333333333,0.760706469890544,0.523666666666667,0.34002107777803
5.35,-0.576,0.401,-0.471,0.576,0.873,1.134,-0.058,0.807977103635988,0.703666666666667,0.382813705780414
5.4,-0.244,0.593,-0.035,0.785,1.292,1.396,0.337666666666667,0.833057220923829,0.924666666666667,0.419323661785658
5.45,0.105,0.803,0.384,1.012,1.658,1.641,0.715666666666667,0.827921695170101,1.152,0.436189179141345
5.5,0.436,1.03,0.785,1.257,1.972,1.885,1.06433333333333,0.805198319256401,1.39066666666667,0.442895397733295
5.55,0.75,1.274,1.169,1.501,2.234,2.094,1.38433333333333,0.765075377550038,1.623,0.423394614987012
5.6,1.047,1.518,1.501,1.745,2.409,2.286,1.65233333333333,0.693496455169984,1.84966666666667,0.394553333952881
5.65,1.309,1.763,1.798,1.99,2.513,2.426,1.87333333333333,0.605524841219031,2.05966666666667,0.336945594025702
5.7,1.518,2.007,2.025,2.217,2.548,2.531,2.03033333333333,0.515020711557636,2.25166666666667,0.263714492080609
5.75,1.693,2.217,2.182,2.391,2.496,2.583,2.12366666666667,0.404665705655092,2.397,0.183073755628708
5.8,1.815,2.391,2.269,2.531,2.391,2.566,2.15833333333333,0.303528142572206,2.496,0.0926012958872606
5.85,1.885,2.531,2.286,2.635,2.217,2.513,2.12933333333333,0.214392941426096,2.55966666666667,0.0658584340334123
5.9,1.902,2.635,2.234,2.67,1.99,2.409,2.042,0.172,2.57133333333333,0.141669803886832
5.95,1.85,2.67,2.112,2.653,1.728,2.251,1.89666666666667,0.196207373289929,2.52466666666667,0.237154661209375
6,1.78,2.653,1.955,2.583,1.449,2.059,1.728,0.256976652635993,2.43166666666667,0.324631072655304
6.05,1.658,2.583,1.745,2.478,1.134,1.85,1.51233333333333,0.330521305415148,2.30366666666667,0.39637902736312
6.1,1.518,2.478,1.501,2.321,0.82,1.623,1.27966666666667,0.398173747669699,2.14066666666667,0.455133313803037
6.15,1.361,2.321,1.239,2.129,0.489,1.379,1.02966666666667,0.472187815740022,1.943,0.497783085289165
6.2,1.187,2.129,0.942,1.92,0.175,1.152,0.768,0.52796117281482,1.73366666666667,0.514463150607829
6.25,0.995,1.92,0.663,1.693,-0.105,0.908,0.517666666666667,0.564217452170113,1.507,0.531020715226817
6.3,0.803,1.693,0.367,1.449,-0.384,0.698,0.262,0.600425682328796,1.28,0.518581719693242
6.35,0.593,1.449,0.087,1.204,-0.611,0.489,0.023,0.604546110731018,1.04733333333333,0.498806909869273
6.4,0.384,1.204,-0.192,0.977,-0.82,0.314,-0.209333333333333,0.602187124848525,0.831666666666667,0.462456844833476
6.45,0.175,0.977,-0.436,0.75,-0.96,0.175,-0.407,0.568055455039382,0.634,0.413392065719699
6.5,-0.035,0.768,-0.663,0.559,-1.065,0.052,-0.587666666666667,0.519115915122368,0.459666666666667,0.368190620919835
6.55,-0.209,0.559,-0.838,0.384,-1.117,-0.035,-0.721333333333333,0.46510679777158,0.302666666666667,0.305238158383472
6.6,-0.384,0.384,-0.995,0.244,-1.117,-0.087,-0.832,0.392745464645997,0.180333333333333,0.241868421529834
6.65,-0.541,0.244,-1.1,0.122,-1.065,-0.087,-0.902,0.313124575848016,0.093,0.167394743047684
6.7,-0.681,0.122,-1.134,0.035,-0.977,-0.07,-0.930666666666667,0.230026810031642,0.029,0.0961405221537724
6.75,-0.785,0.052,-1.134,0,-0.855,-0.017,-0.924666666666667,0.18463567730353,0.0116666666666667,0.0359490380028914
6.8,-0.855,0,-1.082,0,-0.698,0.087,-0.878333333333333,0.193060439586502,0.029,0.0502294734194974
6.85,-0.908,0,-0.995,0.017,-0.524,0.209,-0.809,0.250621228151168,0.0753333333333333,0.116070380947653
6.9,-0.908,0.017,-0.89,0.087,-0.332,0.384,-0.71,0.327481297175885,0.162666666666667,0.194849514583263
6.95,-0.873,0.087,-0.75,0.192,-0.122,0.576,-0.581666666666667,0.402805577584687,0.285,0.257423775125764
7,-0.82,0.192,-0.593,0.332,0.087,0.785,-0.442,0.471977753713033,0.436333333333333,0.309961825606531
7.05,-0.733,0.332,-0.401,0.506,0.314,1.012,-0.273333333333333,0.535047972927039,0.616666666666667,0.353249675630896
7.1,-0.628,0.489,-0.227,0.698,0.524,1.257,-0.110333333333333,0.58479426581776,0.814666666666667,0.397069683221136
7.15,-0.489,0.698,-0.035,0.908,0.733,1.501,0.0696666666666667,0.617687083670473,1.03566666666667,0.41644487430311
7.2,-0.332,0.908,0.175,1.152,0.925,1.745,0.256,0.632402561664641,1.26833333333333,0.430455959806963
7.25,-0.157,1.152,0.367,1.396,1.1,1.972,0.436666666666667,0.631389209072608,1.50666666666667,0.421052649122807
7.3,0.035,1.396,0.559,1.641,1.274,2.182,0.622666666666667,0.621948818901791,1.73966666666667,0.402181965450135
7.35,0.244,1.641,0.733,1.868,1.414,2.339,0.797,0.587619775024633,1.94933333333333,0.35603698309773
7.4,0.454,1.885,0.908,2.094,1.536,2.478,0.966,0.543326789326645,2.15233333333333,0.30077289328218
7.45,0.663,2.112,1.065,2.304,1.623,2.548,1.117,0.482107871746563,2.32133333333333,0.218516208399591
7.5,0.873,2.304,1.204,2.461,1.693,2.583,1.25666666666667,0.412529190886334,2.44933333333333,0.139865411497387
7.55,1.082,2.478,1.309,2.583,1.728,2.548,1.373,0.327720917855422,2.53633333333333,0.0534633831078181
7.6,1.274,2.583,1.379,2.653,1.728,2.478,1.46033333333333,0.237676951624118,2.57133333333333,0.0880814017448253
7.65,1.449,2.653,1.414,2.67,1.693,2.356,1.51866666666667,0.151987938117909,2.55966666666667,0.176585201342959
7.7,1.606,2.67,1.414,2.635,1.623,2.199,1.54766666666667,0.116070380947653,2.50133333333333,0.262412525107574
7.75,1.71,2.618,1.396,2.548,1.536,2.007,1.54733333333333,0.157306494886045,2.391,0.334390490295403
7.8,1.798,2.531,1.361,2.409,1.414,1.798,1.52433333333333,0.238479209436239,2.246,0.392745464645997
7.85,1.815,2.391,1.292,2.251,1.274,1.571,1.46033333333333,0.307282172169707,2.071,0.438634243989226
7.9,1.78,2.217,1.222,2.059,1.134,1.326,1.37866666666667,0.350338883558953,1.86733333333333,0.475418061639788
7.95,1.693,2.007,1.117,1.833,0.96,1.1,1.25666666666667,0.385943432815398,1.64666666666667,0.481354685583649
8,1.571,1.78,1.03,1.588,0.768,0.873,1.123,0.409498473745629,1.41366666666667,0.477971059095981
8.05,1.396,1.536,0.925,1.361,0.576,0.663,0.965666666666667,0.411509821672987,1.18666666666667,0.461872637567255
8.1,1.187,1.292,0.82,1.117,0.367,0.471,0.791333333333333,0.410750938323132,0.96,0.432431497465205
8.15,0.942,1.065,0.681,0.908,0.14,0.297,0.587666666666667,0.409065194478011,0.756666666666667,0.40574910145721
8.2,0.663,0.838,0.541,0.698,-0.07,0.157,0.378,0.392745464645997,0.564333333333333,0.359639171021919
8.25,0.367,0.628,0.384,0.506,-0.297,0.035,0.151333333333333,0.388361086275818,0.389666666666667,0.313149059288597
8.3,0.07,0.436,0.209,0.332,-0.489,-0.035,-0.07,0.36946041736565,0.244333333333333,0.24743551348449
8.35,-0.244,0.279,0.017,0.209,-0.663,-0.087,-0.296666666666667,0.343045672372256,0.133666666666667,0.194281582589121
8.4,-0.541,0.157,-0.157,0.105,-0.82,-0.087,-0.506,0.332882862280412,0.0583333333333333,0.128519777985076
8.45,-0.82,0.07,-0.349,0.035,-0.925,-0.07,-0.698,0.306768642465295,0.0116666666666667,0.0728583099813147
8.5,-1.065,0.017,-0.524,0,-0.995,0,-0.861333333333333,0.294228369355053,0.00566666666666667,0.00981495457622364
8.55,-1.274,0,-0.698,0,-1.012,0.087,-0.994666666666667,0.288390938368967,0.029,0.0502294734194974
8.6,-1.431,0.017,-0.838,0.035,-0.977,0.227,-1.082,0.310130617643599,0.093,0.116395876215612
8.65,-1.518,0.07,-0.942,0.105,-0.908,0.384,-1.12266666666667,0.34279050939799,0.186333333333333,0.172076533360401
8.7,-1.536,0.175,-1.012,0.227,-0.785,0.576,-1.111,0.385163601603267,0.326,0.21806191781235
8.75,-1.484,0.297,-1.03,0.367,-0.628,0.785,-1.04733333333333,0.428263158972767,0.483,0.263871180692398
8.8,-1.361,0.471,-1.012,0.541,-0.436,1.012,-0.936333333333333,0.46711918536208,0.674666666666667,0.294228369355053
8.85,-1.187,0.663,-0.925,0.733,-0.192,1.257,-0.768,0.515745092075533,0.884333333333333,0.324631072655304
8.9,-0.96,0.873,-0.803,0.96,0.052,1.501,-0.570333333333333,0.544643308352662,1.11133333333333,0.340253336990739
8.95,-0.681,1.117,-0.646,1.187,0.332,1.745,-0.331666666666667,0.575018550425404,1.34966666666667,0.344153066720803
9,-0.367,1.361,-0.436,1.431,0.628,1.972,-0.0583333333333333,0.5953825101003,1.588,0.334390490295403
9.05,-0.017,1.623,-0.209,1.676,0.942,2.182,0.238666666666667,0.616623331810704,1.827,0.308579001229831
9.1,0.349,1.868,0.07,1.902,1.239,2.339,0.552666666666667,0.610532827400242,2.03633333333333,0.262667724194149
9.15,0.733,2.094,0.349,2.129,1.518,2.478,0.866666666666667,0.595852610410774,2.23366666666667,0.212321297408747
9.2,1.1,2.286,0.663,2.321,1.78,2.548,1.181,0.562888088344388,2.385,0.142242750254626
9.25,1.449,2.461,0.96,2.478,2.007,2.583,1.472,0.523878802777894,2.50733333333333,0.0660782364575005
9.3,1.78,2.583,1.274,2.601,2.182,2.548,1.74533333333333,0.454991575013575,2.57733333333333,0.0269505720409295
9.35,2.059,2.653,1.553,2.653,2.286,2.478,1.966,0.375245253134533,2.59466666666667,0.101036297108184
9.4,2.269,2.67,1.798,2.67,2.339,2.356,2.13533333333333,0.294228369355053,2.56533333333333,0.181287984525543
9.45,2.426,2.635,2.007,2.618,2.321,2.199,2.25133333333333,0.218014525509961,2.484,0.246963560065043
9.5,2.496,2.531,2.164,2.531,2.234,2.007,2.298,0.175008571218669,2.35633333333333,0.302531541055364
9.55,2.496,2.391,2.251,2.391,2.094,1.798,2.28033333333333,0.20259894701931,2.19333333333333,0.342368709629448
9.6,2.391,2.217,2.251,2.217,1.868,1.553,2.17,0.270745267733344,1.99566666666667,0.383360578741912
9.65,2.217,2.007,2.199,2.007,1.606,1.326,2.00733333333333,0.347681367538344,1.78,0.393175533318135
9.7,1.972,1.78,2.059,1.78,1.292,1.1,1.77433333333333,0.419971824451752,1.55333333333333,0.392598183048946
9.75,1.676,1.553,1.85,1.553,0.942,0.873,1.48933333333333,0.481922538727266,1.32633333333333,0.392598183048946
9.8,1.309,1.309,1.571,1.309,0.576,0.663,1.152,0.515745092075533,1.09366666666667,0.372968273896498
9.85,0.908,1.065,1.239,1.065,0.192,0.454,0.779666666666667,0.535167575001824,0.861333333333333,0.352761014474861
9.9,0.471,0.838,0.873,0.855,-0.192,0.297,0.384,0.53780386759487,0.663333333333333,0.317367820254879
9.95,0.035,0.628,0.489,0.646,-0.559,0.14,-0.0116666666666667,0.525556213295337,0.471333333333333,0.287084192064512
10,-0.419,0.436,0.07,0.454,-0.908,0.035,-0.419,0.489,0.308333333333333,0.236884641404489
10.05,-0.838,0.279,-0.349,0.297,-1.204,-0.035,-0.797,0.42897202706004,0.180333333333333,0.186701187284209
10.1,-1.204,0.157,-0.75,0.175,-1.431,-0.087,-1.12833333333333,0.346748227584992,0.0816666666666667,0.146346620505338
10.15,-1.536,0.07,-1.134,0.07,-1.606,-0.087,-1.42533333333333,0.254718144884367,0.0176666666666667,0.0906439922627713
10.2,-1.798,0.017,-1.449,0.017,-1.693,-0.07,-1.64666666666667,0.179053995580477,-0.012,0.0502294734194974
10.25,-1.972,0,-1.71,0,-1.71,0,-1.79733333333333,0.151265770527682,0,0
10.3,-2.059,0.017,-1.902,0,-1.623,0.087,-1.86133333333333,0.220826477881013,0.0346666666666667,0.0461121820491433
10.35,-2.042,0.07,-1.99,0.052,-1.484,0.209,-1.83866666666667,0.308248817245636,0.110333333333333,0.0859205058954691
10.4,-1.937,0.157,-1.99,0.14,-1.274,0.367,-1.73366666666667,0.398964075241535,0.221333333333333,0.126437072622445
10.45,-1.763,0.297,-1.902,0.262,-0.995,0.559,-1.55333333333333,0.488500085295114,0.372666666666667,0.162315536327652
10.5,-1.501,0.454,-1.728,0.419,-0.681,0.768,-1.30333333333333,0.550777934682693,0.547,0.192190010146209
10.55,-1.187,0.646,-1.484,0.593,-0.314,0.995,-0.995,0.608171850713267,0.744666666666667,0.2184086384128
10.6,-0.803,0.873,-1.187,0.803,0.07,1.239,-0.64,0.644157589414267,0.971666666666667,0.23414810128065
10.65,-0.401,1.1,-0.82,1.047,0.471,1.484,-0.25,0.658612936404987,1.21033333333333,0.238479209436239
10.7,0.035,1.344,-0.419,1.274,0.873,1.728,0.163,0.655441835710843,1.44866666666667,0.244428585344131
10.75,0.489,1.606,0.035,1.536,1.274,1.955,0.599333333333333,0.626825600413172,1.699,0.224448212289606
10.8,0.942,1.85,0.489,1.78,1.641,2.147,1.024,0.580361094492041,1.92566666666667,0.194849514583263
10.85,1.361,2.077,0.942,2.007,1.955,2.321,1.41933333333333,0.509013097408439,2.135,0.164839315698652
10.9,1.745,2.286,1.361,2.217,2.234,2.461,1.78,0.437551139868244,2.32133333333333,0.125778906551668
10.95,2.077,2.443,1.763,2.391,2.443,2.548,2.09433333333333,0.340331211224203,2.46066666666667,0.0799770800500577
11,2.356,2.583,2.112,2.531,2.583,2.583,2.35033333333333,0.235551126792748,2.56566666666667,0.0300222139978606
11.05,2.566,2.653,2.409,2.635,2.653,2.566,2.54266666666667,0.123662174222085,2.618,0.0459238500128202
11.1,2.67,2.67,2.618,2.67,2.618,2.496,2.63533333333333,0.0300222139978606,2.612,0.100458946838995
11.15,2.705,2.635,2.74,2.653,2.531,2.374,2.65866666666667,0.111938971468088,2.554,0.156144164156077
11.2,2.635,2.548,2.775,2.583,2.356,2.217,2.58866666666667,0.213308071420969,2.44933333333333,0.201966168784114
11.25,2.496,2.409,2.705,2.478,2.112,2.025,2.43766666666667,0.300772893282179,2.304,0.244071710773699
11.3,2.269,2.234,2.548,2.321,1.833,1.815,2.21666666666667,0.360361392678702,2.12333333333333,0.270544512665353
11.35,1.972,2.042,2.321,2.129,1.484,1.571,1.92566666666667,0.42041923520854,1.914,0.300214923013497
11.4,1.623,1.815,2.007,1.92,1.1,1.326,1.57666666666667,0.455271713741732,1.687,0.317012618045402
11.45,1.239,1.588,1.641,1.676,0.716,1.1,1.19866666666667,0.46381713350558,1.45466666666667,0.310285889678105
