"time","mean_Ch1_Ch2_Trial_1_modified","mean_Ch3_Ch4_Trial_1_modified","mean_Ch1_Ch2_Trial_2_modified","mean_Ch3_Ch4_Trial_2_modified","mean_Ch1_Ch2_Trial_3_modified","mean_Ch3_Ch4_Trial_3_modified","mean_Ch1_Ch2_Trial_4_modified","mean_Ch3_Ch4_Trial_4_modified","mean_Ch1_Ch2_Trial_5_modified","mean_Ch3_Ch4_Trial_5_modified","mean_Ch1_Ch2_Trial_6_modified","mean_Ch3_Ch4_Trial_6_modified","mean_Ch1_Ch2_Trial_7_modified","mean_Ch3_Ch4_Trial_7_modified","mean_Ch1_Ch2_Trial_8_modified","mean_Ch3_Ch4_Trial_8_modified","mean_Ch1_Ch2_Trial_9_modified","mean_Ch3_Ch4_Trial_9_modified","mean_Ch1_Ch2_Trial_10_modified","mean_Ch3_Ch4_Trial_10_modified"
19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.85,NA,NA,NA,NA,2.19333333333333,2.589,3.77,NA,NA,NA,0.0233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61833333333333,NA,NA,0.320333333333333,NA,NA
20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995,NA,NA,NA,NA,NA,NA
20.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.3,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA,NA,0.593333333333333,NA,NA,NA,NA,NA,NA,NA,NA
20.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.4,NA,NA,NA,0.442333333333333,NA,NA,NA,NA,NA,NA,NA,NA,1.64633333333333,NA,NA,NA,0.744666666666667,NA,NA,NA
20.45,NA,NA,NA,0.442333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.6,NA,NA,NA,NA,NA,NA,NA,1.00666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0173333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.75,NA,NA,NA,NA,NA,NA,NA,NA,0.791333333333333,NA,0.0173333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.95,NA,NA,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0289999999999999,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907666666666667,NA,NA,NA,NA
21.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.15,NA,NA,NA,NA,NA,NA,3.77566666666667,NA,NA,NA,NA,0.616666666666667,NA,NA,NA,NA,NA,NA,NA,NA
21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94366666666667,NA,NA,NA,NA,NA
21.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.6,NA,NA,NA,NA,NA,2.57166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.65,NA,NA,NA,NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,1.00633333333333,NA,NA,NA,NA,NA,NA
21.7,NA,NA,NA,NA,NA,NA,NA,NA,0.878333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.378333333333333,NA,NA
21.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA
21.9,NA,NA,NA,NA,NA,NA,NA,0.878666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.971666666666667,NA,NA,NA
21.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628333333333333,NA,NA,NA,NA,NA,NA,NA,NA
22.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983333333333333,NA,NA,NA,NA
22.4,0.221,0.709666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.0116666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.45,0.221,0.709666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.5,NA,NA,NA,NA,NA,NA,3.53133333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.7,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.75,NA,NA,NA,NA,NA,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628333333333333,NA,NA,3.287,NA,NA,NA,NA,NA
22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.95,NA,NA,NA,0.407333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012,NA,NA,NA,NA,NA,NA
23.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.2,NA,NA,NA,NA,NA,NA,NA,0.692333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430666666666667,NA,NA
23.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,1.03533333333333,NA,NA,NA,NA,NA,NA,NA
23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.35,NA,NA,NA,NA,NA,2.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16966666666667,NA,NA,NA
23.45,NA,NA,NA,NA,1.92566666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.55,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.6,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989,NA,NA,NA,NA
23.7,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,0.639666666666667,NA,NA,NA,NA,NA,NA,NA,NA
23.75,NA,NA,NA,NA,NA,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.8,NA,NA,NA,NA,NA,NA,3.07733333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0523333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.537,NA,NA,NA,NA,NA
24.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.45,NA,NA,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657666666666667,NA,1.03,NA,NA,NA,NA,NA,NA
24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA,0.425,NA,NA
24.75,NA,NA,NA,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902,1.297,NA,NA,NA
24.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,0.0756666666666667,0.296666666666667,NA,NA,NA,NA,NA,NA,0.0463333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
