"Time","Angle, Ch 1+2 (rad) Run #10","Angle, Ch 3+4 (rad) Run #10","Angle, Ch 1+2 (rad) Run #11","Angle, Ch 3+4 (rad) Run #11","Angle, Ch 1+2 (rad) Run #12","Angle, Ch 3+4 (rad) Run #12","mean_Ch1_Ch2","sd_Ch1_Ch2","mean_Ch3_Ch4","sd_Ch3_Ch4"
0,-0.087,0.244,0.07,0.297,0.14,0.209,0.041,0.1162454300177,0.25,0.0443057558337514
0.05,-0.157,0.541,0.157,0.593,0.314,0.332,0.104666666666667,0.239821461369356,0.488666666666667,0.138146057972471
0.1,-0.192,0.873,0.279,0.838,0.506,0.349,0.197666666666667,0.35603698309773,0.686666666666667,0.292951076689152
0.15,-0.192,1.204,0.419,1.03,0.716,0.297,0.314333333333333,0.462960401474395,0.843666666666667,0.481354685583649
0.2,-0.157,1.553,0.559,1.134,0.908,0.14,0.436666666666667,0.54293676734343,0.942333333333333,0.725737096566886
0.25,-0.07,1.85,0.716,1.169,1.1,-0.087,0.582,0.596399195170483,0.977333333333333,0.982621154531762
0.3,0.052,2.094,0.873,1.1,1.257,-0.349,0.727333333333333,0.615565052072755,0.948333333333333,1.22854154725566
0.35,0.227,2.251,1.03,0.942,1.361,-0.663,0.872666666666667,0.583141778072308,0.843333333333333,1.45950345437527
0.4,0.436,2.321,1.152,0.716,1.414,-0.977,1.00066666666667,0.506258168658377,0.686666666666667,1.64919566253775
0.45,0.663,2.269,1.274,0.454,1.379,-1.274,1.10533333333333,0.386652729633884,0.483,1.77167801815115
0.5,0.925,2.129,1.344,0.157,1.292,-1.571,1.187,0.228383449487917,0.238333333333333,1.85134041530274
0.55,1.187,1.902,1.379,-0.157,1.134,-1.833,1.23333333333333,0.128904357309337,-0.0293333333333334,1.87076998407964
0.6,1.414,1.606,1.379,-0.454,0.925,-2.025,1.23933333333333,0.272782575201081,-0.291,1.82097968138033
0.65,1.623,1.292,1.309,-0.733,0.646,-2.182,1.19266666666667,0.498780846999294,-0.541,1.74494040012833
0.7,1.78,0.96,1.204,-0.995,0.332,-2.286,1.10533333333333,0.729024919555795,-0.773666666666667,1.63427975981266
0.75,1.885,0.628,1.047,-1.204,-0.017,-2.304,0.971666666666667,0.953235193083708,-0.96,1.48115090385821
0.8,1.885,0.332,0.855,-1.361,-0.384,-2.286,0.785333333333333,1.13610313498966,-1.105,1.32764189448812
0.85,1.798,0.07,0.628,-1.449,-0.733,-2.182,0.564333333333333,1.26670056972172,-1.187,1.14863353598961
0.9,1.641,-0.122,0.367,-1.501,-1.082,-2.025,0.308666666666667,1.3624369098543,-1.216,0.98299084431138
0.95,1.414,-0.262,0.087,-1.484,-1.361,-1.815,0.0466666666666666,1.38793960003068,-1.187,0.817990831244458
1,1.1,-0.349,-0.192,-1.414,-1.588,-1.553,-0.226666666666667,1.34433527564121,-1.10533333333333,0.658680752211064
1.05,0.75,-0.349,-0.471,-1.274,-1.745,-1.257,-0.488666666666667,1.24759381744754,-0.96,0.529209788269265
1.1,0.349,-0.279,-0.716,-1.082,-1.78,-0.925,-0.715666666666667,1.06450003914201,-0.762,0.4255925281299
1.15,-0.052,-0.14,-0.925,-0.855,-1.728,-0.593,-0.901666666666667,0.838243600234045,-0.529333333333333,0.361726876708565
1.2,-0.471,0.07,-1.082,-0.576,-1.571,-0.297,-1.04133333333333,0.551126422278349,-0.267666666666667,0.32399742797333
1.25,-0.855,0.332,-1.152,-0.279,-1.309,-0.017,-1.10533333333333,0.230569584579869,0.012,0.306530585749612
1.3,-1.169,0.628,-1.152,0.052,-0.942,0.192,-1.08766666666667,0.126437072622445,0.290666666666667,0.300408610617827
1.35,-1.414,0.96,-1.065,0.349,-0.506,0.314,-0.995,0.458029475034085,0.541,0.36328638840452
1.4,-1.553,1.309,-0.89,0.646,-0.017,0.349,-0.82,0.770388862847848,0.768,0.491490589940438
1.45,-1.571,1.641,-0.646,0.873,0.524,0.297,-0.564333333333333,1.04988491432791,0.937,0.674281840182575
1.5,-1.466,1.92,-0.314,1.047,1.065,0.14,-0.238333333333333,1.26719545979826,1.03566666666667,0.890054118204805
1.55,-1.257,2.147,0.07,1.152,1.588,-0.07,0.133666666666667,1.42356816954206,1.07633333333333,1.11043519997041
1.6,-0.942,2.269,0.506,1.152,2.059,-0.349,0.541,1.50080611672528,1.024,1.31368527433324
1.65,-0.524,2.304,0.977,1.082,2.443,-0.663,0.965333333333333,1.48353440584751,0.907666666666667,1.49116274542162
1.7,-0.035,2.234,1.449,0.925,2.723,-0.977,1.379,1.38033184415922,0.727333333333333,1.61460036335105
1.75,0.506,2.077,1.885,0.698,2.862,-1.292,1.751,1.18370224296484,0.494333333333333,1.69370904624535
1.8,1.065,1.833,2.269,0.419,2.845,-1.588,2.05966666666667,0.908276022656843,0.221333333333333,1.71904459899484
1.85,1.623,1.536,2.583,0.122,2.688,-1.833,2.298,0.586919926395416,-0.0583333333333333,1.69172407127561
1.9,2.129,1.204,2.793,-0.175,2.391,-2.042,2.43766666666667,0.334450793590527,-0.337666666666667,1.62910230904426
1.95,2.548,0.873,2.88,-0.471,1.972,-2.199,2.46666666666667,0.459431532802586,-0.599,1.53999480518604
2,2.862,0.559,2.827,-0.75,1.431,-2.286,2.37333333333333,0.816272217665978,-0.825666666666667,1.42400854398186
2.05,3.037,0.262,2.653,-0.995,0.803,-2.304,2.16433333333333,1.19448119840093,-1.01233333333333,1.28308781201184
2.1,3.054,0.017,2.356,-1.204,0.122,-2.269,1.844,1.5315887176393,-1.152,1.14388679509819
2.15,2.932,-0.157,1.955,-1.361,-0.593,-2.164,1.43133333333333,1.81991107841381,-1.22733333333333,1.01015460862847
2.2,2.653,-0.297,1.449,-1.466,-1.274,-2.007,0.942666666666667,2.01186787173843,-1.25666666666667,0.87400819980898
2.25,2.251,-0.349,0.855,-1.501,-1.885,-1.78,0.407,2.10407984639367,-1.21,0.758584866709058
2.3,1.728,-0.332,0.244,-1.484,-2.409,-1.518,-0.145666666666667,2.09584644793776,-1.11133333333333,0.675136529402263
2.35,1.117,-0.244,-0.401,-1.414,-2.81,-1.222,-0.698,1.98027498090543,-0.96,0.62746155260701
2.4,0.454,-0.087,-1.012,-1.274,-3.054,-0.89,-1.204,1.7618637858813,-0.750333333333333,0.605699870673037
2.45,-0.227,0.122,-1.571,-1.082,-3.124,-0.576,-1.64066666666667,1.44975595647451,-0.512,0.604546110731018
2.5,-0.89,0.401,-2.059,-0.855,-3.019,-0.262,-1.98933333333333,1.06620839113812,-0.238666666666667,0.628325022049364
2.55,-1.501,0.698,-2.409,-0.576,-2.74,0,-2.21666666666667,0.641501623796334,0.0406666666666667,0.637972831187452
2.6,-2.007,1.047,-2.618,-0.279,-2.286,0.192,-2.30366666666667,0.305882875188091,0.32,0.672203094310046
2.65,-2.374,1.379,-2.688,0.035,-1.693,0.314,-2.25166666666667,0.50865541708836,0.576,0.70927216214934
