"mean_Ch1_Ch2_Trial_1","mean_Ch3_Ch4_Trial_1","sd_Ch1_Ch2_Trial_1","sd_Ch3_Ch4_Trial_1","mean_Ch1_Ch2_Trial_2","mean_Ch3_Ch4_Trial_2","sd_Ch1_Ch2_Trial_2","sd_Ch3_Ch4_Trial_2","mean_Ch1_Ch2_Trial_3","mean_Ch3_Ch4_Trial_3","sd_Ch1_Ch2_Trial_3","sd_Ch3_Ch4_Trial_3","mean_Ch1_Ch2_Trial_4","mean_Ch3_Ch4_Trial_4","sd_Ch1_Ch2_Trial_4","sd_Ch3_Ch4_Trial_4","mean_Ch1_Ch2_Trial_5","mean_Ch3_Ch4_Trial_5","sd_Ch1_Ch2_Trial_5","sd_Ch3_Ch4_Trial_5","mean_Ch1_Ch2_Trial_6","mean_Ch3_Ch4_Trial_6","sd_Ch1_Ch2_Trial_6","sd_Ch3_Ch4_Trial_6","mean_Ch1_Ch2_Trial_7","mean_Ch3_Ch4_Trial_7","sd_Ch1_Ch2_Trial_7","sd_Ch3_Ch4_Trial_7","mean_Ch1_Ch2_Trial_8","mean_Ch3_Ch4_Trial_8","sd_Ch1_Ch2_Trial_8","sd_Ch3_Ch4_Trial_8","mean_Ch1_Ch2_Trial_9","mean_Ch3_Ch4_Trial_9","sd_Ch1_Ch2_Trial_9","sd_Ch3_Ch4_Trial_9","mean_Ch1_Ch2_Trial_10","mean_Ch3_Ch4_Trial_10","sd_Ch1_Ch2_Trial_10","sd_Ch3_Ch4_Trial_10","time"
-0.198,-0.442,0.186389377379721,0.703308609360073,0.314333333333333,0.430666666666667,0.909503344322237,1.87192343148253,0.0873333333333333,2.065,0.239821461369356,0.164839315698652,1.187,0.238333333333333,0.228383449487917,1.85134041530274,1.32066666666667,-1.03,0.118753245569683,1.54311373527683,-0.238333333333333,0.279333333333333,1.36006262110733,1.8209866373297,0.174666666666667,1.565,2.13502256038041,0.831954926663699,0.448,0.0700000000000001,1.10938541544406,2.44368799154066,-0.448,-0.151333333333333,1.57810931180321,1.85879243955137,-0.104666666666667,-0.733,1.35664303828728,2.20554913796995,0.5
-0.215333333333333,-0.471333333333333,0.216961594143603,0.788885500775197,0.337666666666667,0.447666666666667,1.02750879963791,2.01300380857398,0.256,2.26333333333333,0.254363912534778,0.128904357309337,1.23333333333333,-0.0293333333333334,0.128904357309337,1.87076998407964,1.30333333333333,-1.26233333333333,0.0875518893761484,1.38173091929411,-0.25,0.273333333333333,1.35296600105102,1.66633199973275,0.337666666666667,1.472,2.10770214530738,1.05931864894374,0.465333333333333,-0.023,1.25776958674208,2.40125654606083,-0.442,-0.116333333333333,1.66590545950243,1.8279043556306,-0.168333333333333,-0.762333333333333,1.52371464957627,2.08878441523613,0.55
-0.233,-0.494666666666667,0.246963560065043,0.87095885857676,0.354666666666667,0.447666666666667,1.13332710782604,2.12834074652846,0.442,2.42,0.270340526003779,0.0824196578493262,1.23933333333333,-0.291,0.272782575201081,1.82097968138033,1.22166666666667,-1.40766666666667,0.290296974378538,1.18927933360222,-0.25,0.232666666666667,1.31002633561314,1.46760258017398,0.494666666666667,1.344,2.00040554221721,1.27544149219006,0.465666666666667,-0.116333333333333,1.41436428593674,2.30624572266993,-0.424666666666667,-0.0873333333333334,1.73801217870685,1.77177434605351,-0.238333333333333,-0.768,1.65346010938678,1.92158242081884,0.6
-0.244333333333333,-0.517666666666667,0.287084192064512,0.952890514872162,0.366666666666667,0.442,1.24647716919859,2.24339296602267,0.645666666666667,2.531,0.272782575201081,0.0349999999999999,1.19266666666667,-0.541,0.498780846999294,1.74494040012833,1.07066666666667,-1.44866666666667,0.496705479467796,0.982691372371475,-0.238333333333333,0.162666666666667,1.24221589642595,1.22045292139162,0.64,1.175,1.82459063902016,1.45793244013569,0.453666666666667,-0.215333333333333,1.56559711718352,2.14548044347492,-0.395666666666667,-0.0406666666666666,1.77872491783674,1.7248873393162,-0.302666666666667,-0.756333333333333,1.75509097579964,1.72811814796713,0.65
-0.261666666666667,-0.529333333333333,0.317670164373889,1.03881005642674,0.372333333333333,0.425,1.339817276099,2.32259165588788,0.861,2.60066666666667,0.266887616797783,0.03450120770833,1.10533333333333,-0.773666666666667,0.729024919555795,1.63427975981266,0.866666666666667,-1.40233333333333,0.657104507162547,0.760706469890544,-0.215333333333333,0.0813333333333333,1.13143728652247,0.901866028483906,0.768,0.977333333333333,1.57660235950604,1.59257788925168,0.419,-0.291,1.70836881263971,1.95346179896101,-0.360333333333333,0.00566666666666667,1.76902524949005,1.68791745453779,-0.372333333333333,-0.715666666666667,1.79631771503076,1.53769383601981,0.7
-0.279333333333333,-0.541,0.347681367538344,1.12670803671581,0.372333333333333,0.395666666666667,1.44508488793335,2.39481572011989,1.088,2.612,0.268,0.0861568337394081,0.971666666666667,-0.96,0.953235193083708,1.48115090385821,0.616666666666667,-1.25066666666667,0.797862352372471,0.539871589670482,-0.192,-0.00566666666666666,0.996845023060255,0.512290282294456,0.872666666666667,0.768,1.27058149417239,1.67805512424354,0.372666666666667,-0.349333333333333,1.82257217506834,1.73947156726787,-0.302666666666667,0.064,1.72843551610505,1.66684342396039,-0.430333333333333,-0.651333333333333,1.79382728637217,1.3624369098543,0.75
-0.291,-0.552666666666667,0.388083753847027,1.21341226849465,0.366333333333333,0.366666666666667,1.51963493423037,2.4425159842534,1.29166666666667,2.57166666666667,0.260292783867193,0.140873465682269,0.785333333333333,-1.105,1.13610313498966,1.32764189448812,0.337333333333333,-1.00666666666667,0.888074508886126,0.346655929320895,-0.163,-0.0756666666666667,0.856805695592647,0.0563589685261657,0.942666666666667,0.552666666666667,0.931842440186823,1.71161161871884,0.308333333333333,-0.401333333333333,1.9004758176134,1.51963493423037,-0.244333333333333,0.122333333333333,1.64641954960858,1.65289876681342,-0.477333333333333,-0.57,1.73596438135502,1.21496460853804,0.8
-0.296666666666667,-0.558333333333333,0.423197747315996,1.29528542543076,0.354666666666667,0.325666666666667,1.59386992359268,2.48307155219767,1.47766666666667,2.47266666666667,0.241868421529834,0.192764969155014,0.564333333333333,-1.187,1.26670056972172,1.14863353598961,0.058,-0.692333333333333,0.932881557326545,0.186358078261537,-0.151333333333333,-0.133666666666667,0.701706728864227,0.432943799278074,0.965666666666667,0.337333333333333,0.603029297242956,1.68354071329841,0.238333333333333,-0.407333333333333,1.93552637112836,1.30708237434881,-0.168666666666667,0.174666666666667,1.55011816753863,1.64641954960858,-0.518,-0.459666666666667,1.61658250640046,1.11329660618064,0.85
-0.314333333333333,-0.558333333333333,0.453219961313856,1.38772271485817,0.343,0.284666666666667,1.65777652293667,2.49377672082593,1.62333333333333,2.33266666666667,0.218516208399591,0.238479209436238,0.308666666666667,-1.216,1.3624369098543,0.98299084431138,-0.209333333333333,-0.337333333333333,0.907692312038244,0.0893159187006064,-0.139666666666667,-0.128,0.55114275222789,0.900706944571874,0.936666666666667,0.139333333333333,0.397069683221136,1.61104634735731,0.157,-0.407333333333333,1.9046718877539,1.12684973857801,-0.0873333333333333,0.221,1.4191392931398,1.62713275426438,-0.535,-0.355,1.46642422238587,1.06505070301841,0.9
-0.325666666666667,-0.564333333333333,0.478707983360768,1.46988514290516,0.319666666666667,0.238333333333333,1.70303298069454,2.48902417291061,1.728,2.15833333333333,0.192,0.268336231868403,0.0466666666666666,-1.187,1.38793960003068,0.817990831244458,-0.448,0.029,0.826363116311468,0.0561515805654658,-0.128333333333333,-0.0986666666666667,0.404665705655092,1.29343509049868,0.861,-0.0233333333333334,0.505240536774317,1.49374707810035,0.058,-0.372333333333333,1.81085918834127,0.975092474247101,-1.84675770046698e-17,0.267666666666667,1.29152274467003,1.59726213669934,-0.529666666666667,-0.238666666666667,1.26525504675276,1.03396195932604,0.95
-0.331666666666667,-0.552666666666667,0.51442816148937,1.5522903508472,0.296666666666667,0.174333333333333,1.73792472027224,2.47010472112689,1.77433333333333,1.94333333333333,0.169694824120635,0.294228369355053,-0.226666666666667,-1.10533333333333,1.34433527564121,0.658680752211064,-0.622333333333333,0.366666666666667,0.690569571682197,0.0695005995177979,-0.122333333333333,-0.0466666666666666,0.274811450513499,1.57291459823264,0.727333333333333,-0.163,0.762321673136304,1.34058308209525,-0.0406666666666666,-0.326,1.67633449327195,0.843144115795159,0.0753333333333333,0.296666666666667,1.1841796034949,1.53933892737543,-0.506,-0.133666666666667,1.08010138413021,1.01015856841059,1
-0.337333333333333,-0.552666666666667,0.534047126509762,1.63068462105133,0.285,0.110333333333333,1.74153926168777,2.42026988853172,1.757,1.722,0.146604911241063,0.314532987141254,-0.488666666666667,-0.96,1.24759381744754,0.529209788269265,-0.733,0.628333333333333,0.499507757697516,0.196505301031126,-0.122,0.012,0.136231420751602,1.74216417136847,0.547,-0.267333333333333,0.997755982192039,1.15984884072595,-0.127666666666667,-0.273333333333333,1.48849935617498,0.734841706310504,0.157333333333333,0.308333333333333,1.1208431350253,1.4745366503866,-0.448,-0.0463333333333333,0.91230970618535,0.967218865269559,1.05
-0.355,-0.541,0.54967535873459,1.71315527609146,0.256,0.0466666666666666,1.73708405093133,2.35608665658403,1.687,1.48333333333333,0.118924345699272,0.320222318605892,-0.715666666666667,-0.762,1.06450003914201,0.4255925281299,-0.756333333333333,0.791,0.280806576371233,0.420546073575774,-0.128,0.0813333333333333,0.0443057558337514,1.82546167676381,0.32,-0.32,1.18678009757495,0.967125638167038,-0.203666666666667,-0.209333333333333,1.29766187172673,0.600658250033522,0.227,0.320333333333333,1.10325382392267,1.38263383921172,-0.378333333333333,0.029,0.848331499670579,0.891846959965666,1.1
-0.366666666666667,-0.529666666666667,0.559791330169853,1.79522264171699,0.221333333333333,-0.0113333333333334,1.69685601431982,2.27844252359662,1.55366666666667,1.245,0.114526561693492,0.31050120772712,-0.901666666666667,-0.529333333333333,0.838243600234045,0.361726876708565,-0.686666666666667,0.838,0.0704367328411343,0.700901562275331,-0.128,0.151333333333333,0.148738024728043,1.8803091057944,0.0583333333333333,-0.331333333333333,1.2729753859888,0.752234892392884,-0.267666666666667,-0.139666666666667,1.09884727479907,0.427773694064202,0.296666666666667,0.296666666666667,1.1460023269319,1.26559248312138,-0.279333333333333,0.064,0.901002959669575,0.767820291474509,1.15
-0.372333333333333,-0.506333333333333,0.565156025654273,1.86782074443276,0.180333333333333,-0.0813333333333334,1.64170348520472,2.17862556060773,1.37866666666667,1.01233333333333,0.120666206260632,0.304549393913916,-1.04133333333333,-0.267666666666667,0.551126422278349,0.32399742797333,-0.552666666666667,0.750333333333333,0.212871635812133,1.00486732125855,-0.139666666666667,0.221,0.288118609835139,1.91100706435115,-0.215333333333333,-0.296666666666667,1.27764992597086,0.532359214566005,-0.314,-0.0756666666666667,0.971596109502297,0.225491315427742,0.337333333333333,0.273333333333333,1.22920719707189,1.13254771790567,-0.168666666666667,0.0813333333333333,1.05890619666396,0.602535752742801,1.2
-0.384,-0.494666666666667,0.575210396289914,1.93642591733671,0.134,-0.134,1.56655003111934,2.06530118868895,1.15733333333333,0.791333333333333,0.158295083099044,0.294228369355053,-1.10533333333333,0.012,0.230569584579869,0.306530585749612,-0.331666666666667,0.552666666666667,0.415761149379464,1.28369635558154,-0.139666666666667,0.273666666666667,0.428692586048946,1.91180708580477,-0.494333333333333,-0.209333333333333,1.17112524237732,0.317367820254879,-0.331666666666667,-0.0173333333333333,0.945299070841251,0.0875004761891804,0.366333333333333,0.232666666666667,1.30871934857453,0.973629464084429,-0.0406666666666667,0.0696666666666667,1.25096136364531,0.393286579142148,1.25
-0.383666666666667,-0.471333333333333,0.590047738181694,2.00908694021273,0.0813333333333333,-0.198,1.47811039281014,1.93883573311408,0.913333333333333,0.581666666666667,0.196207373289929,0.264443440707712,-1.08766666666667,0.290666666666667,0.126437072622445,0.300408610617827,-0.058,0.273666666666667,0.591079520876844,1.49378791444212,-0.139666666666667,0.296333333333333,0.551887971723731,1.86154487814109,-0.768,-0.0813333333333333,0.971299644805865,0.130592240708755,-0.325666666666667,0.0406666666666667,1.04719498343591,0.324914347687715,0.378333333333333,0.18,1.38904655549529,0.791682385808855,0.0873333333333333,0.0293333333333333,1.42511484917298,0.148581066537205,1.3
-0.395666666666667,-0.454,0.600430123605847,2.07152504208856,0.0289999999999999,-0.244333333333333,1.37000985397916,1.82333220597162,0.634,0.407333333333333,0.263871180692398,0.23414810128065,-0.995,0.541,0.458029475034085,0.36328638840452,0.25,-0.0696666666666666,0.718753782598742,1.62424946770296,-0.128,0.296333333333333,0.654981679133088,1.75470006933759,-1.00033333333333,0.0753333333333333,0.686207937387301,0.116070380947653,-0.290666666666667,0.093,1.22392374490135,0.622472489351939,0.360666666666667,0.116,1.45733878468026,0.586919926395416,0.209666666666667,-0.029,1.57190023008247,0.146604911241063,1.35
-0.395666666666667,-0.430666666666667,0.614838461169544,2.1312382159987,-0.029,-0.291,1.269145775709,1.67824044761172,0.331666666666667,0.255666666666667,0.317670164373889,0.20832026625687,-0.82,0.768,0.770388862847848,0.491490589940438,0.57,-0.424333333333333,0.783533024192344,1.65854223139881,-0.116333333333333,0.261666666666667,0.730315913378131,1.60275304814352,-1.19233333333333,0.267666666666667,0.36663924139859,0.262183777784464,-0.232666666666667,0.133666666666667,1.4143695886625,0.918137970750221,0.343333333333333,0.064,1.48175380321204,0.357769478854751,0.326,-0.0933333333333333,1.6658640400705,0.462456844833476,1.4
-0.395333333333333,-0.407,0.629953437432747,2.1899296792363,-0.0873333333333333,-0.331666666666667,1.16572824162981,1.55038264094169,0.0173333333333333,0.133666666666667,0.362709709455555,0.161741563406978,-0.564333333333333,0.937,1.04988491432791,0.674281840182575,0.872666666666667,-0.762,0.786819123644903,1.61714779782183,-0.093,0.198,0.755806192088951,1.41349495931185,-1.33233333333333,0.477,0.326696087110534,0.385163601603267,-0.157,0.162666666666667,1.58552294212351,1.19414418448248,0.297,-0.006,1.47368212311882,0.106381389349829,0.419,-0.169,1.67861818171971,0.798906127151369,1.45
-0.389666666666667,-0.378333333333333,0.655292555530225,2.24284425079704,-0.145333333333333,-0.360666666666667,1.06031379003262,1.40786872020559,-0.302333333333333,0.0466666666666667,0.390123484724175,0.116070380947653,-0.238333333333333,1.03566666666667,1.26719545979826,0.890054118204805,1.14,-1.059,0.745853202714851,1.50993907161845,-0.0756666666666667,0.110333333333333,0.745106927449566,1.21150085981535,-1.39633333333333,0.698333333333333,0.728467112046476,0.461494673136466,-0.064,0.186,1.71358921565234,1.45381532527347,0.238333333333333,-0.0583333333333333,1.43818160652031,0.172650900181069,0.488666666666667,-0.250333333333333,1.62906793392213,1.12517835623217,1.5
-0.384,-0.349,0.695638555573223,2.28245021851518,-0.203666666666667,-0.389666666666667,0.950209099795057,1.27452906335373,-0.611,2.31296463463574e-18,0.399358235172383,0.0758221603490695,0.133666666666667,1.07633333333333,1.42356816954206,1.11043519997041,1.35533333333333,-1.28566666666667,0.629953437432747,1.35641340797462,-0.064,0.0113333333333333,0.702256363445715,0.933146469389095,-1.39033333333333,0.913333333333333,1.20605859448591,0.504664575072724,0.0466666666666667,0.198,1.7678434131261,1.68277835736023,0.157,-0.099,1.37883320238526,0.44935398073234,0.512,-0.325666666666667,1.50475346818009,1.446216558242,1.55
-0.372333333333333,-0.32,0.730810737012897,2.32259165588788,-0.25,-0.395333333333333,0.841092147151547,1.14906150111007,-0.901333333333333,-0.0173333333333333,0.380095163522681,0.0300222139978605,0.541,1.024,1.50080611672528,1.31368527433324,1.48933333333333,-1.41933333333333,0.475294996116447,1.15413878426008,-0.0583333333333333,-0.087,0.653532962698389,0.567629280428697,-1.30333333333333,1.11133333333333,1.70055559548441,0.496705479467796,0.168666666666667,0.180333333333333,1.7718138540302,1.89222153389431,0.0583333333333333,-0.134,1.31359671639866,0.726900268262435,0.512,-0.401333333333333,1.31964237579732,1.72316868974959,1.6
-0.349,-0.285,0.78712959542886,2.35588985311283,-0.297,-0.407333333333333,0.72572928837136,1.04287359412986,-1.152,0.0116666666666667,0.3487362900531,0.0202072594216369,0.965333333333333,0.907666666666667,1.48353440584751,1.49116274542162,1.53,-1.45466666666667,0.287073161406635,0.941985314818301,-0.0523333333333333,-0.163,0.583088615335039,0.131935590346199,-1.14633333333333,1.27966666666667,2.16680463663278,0.459431532802586,0.302666666666667,0.157,1.74310336277954,2.06256805948313,-0.0523333333333333,-0.163,1.30590402914354,0.989706522156947,0.465333333333333,-0.477,1.15190552274626,1.97347434743905,1.65
-0.331666666666667,-0.250333333333333,0.833368065942854,2.38867292305442,-0.337,-0.407,0.612725876718129,0.938920656924748,-1.34966666666667,0.07,0.290145365865687,0.0606217782649107,1.379,0.727333333333333,1.38033184415922,1.61460036335105,1.501,-1.39033333333333,0.108807168881467,0.736376488851548,-0.058,-0.191666666666667,0.533091924530845,0.358314573152326,-0.907333333333333,1.41966666666667,2.57782414709253,0.404517407948451,0.424666666666667,0.122,1.69675877287649,2.21046081168611,-0.174666666666667,-0.174666666666667,1.35984349589698,1.23230123481774,0.389666666666667,-0.547,1.07284217540761,2.1467317019134,1.7
-0.302333333333333,-0.221,0.899353286163637,2.41249310879845,-0.360666666666667,-0.401333333333333,0.491781794430552,0.855526933143156,-1.48366666666667,0.168666666666667,0.218516208399591,0.112509258878251,1.751,0.494333333333333,1.18370224296484,1.69370904624535,1.39033333333333,-1.22766666666667,0.148581066537205,0.525225983109493,-0.0816666666666667,-0.180333333333333,0.507611399924522,0.838243600234045,-0.611,1.51266666666667,2.91413983878605,0.422438555689858,0.535333333333333,0.0700000000000001,1.69297558556919,2.32084101135774,-0.291,-0.180333333333333,1.51088980405587,1.44808712905451,0.285,-0.611,1.17678842618374,2.25650814312734,1.75
-0.279333333333333,-0.192,0.955322633110581,2.42342092918255,-0.378,-0.389666666666667,0.387271222788371,0.793242922019058,-1.559,0.302333333333333,0.142242750254626,0.14836553957484,2.05966666666667,0.221333333333333,0.908276022656843,1.71904459899484,1.21566666666667,-0.977333333333333,0.334111258914352,0.348861481584501,-0.093,-0.128,0.512863529606074,1.24751232458842,-0.250333333333333,1.55933333333333,3.1493328394016,0.533651884034277,0.634333333333333,0.0176666666666668,1.75132530768368,2.39118847716639,-0.395333333333333,-0.180333333333333,1.72884537577348,1.62560798882551,0.157,-0.669333333333333,1.49329802785646,2.29258202325093,1.8
-0.244333333333333,-0.151,1.01721253105402,2.43676896730076,-0.378333333333333,-0.366333333333333,0.28236560224881,0.746132919347038,-1.54166666666667,0.465666666666667,0.106491001184764,0.188287900124605,2.298,-0.0583333333333333,0.586919926395416,1.69172407127561,0.989,-0.657666666666667,0.481729177027923,0.209743494138277,-0.122,-0.0463333333333333,0.549081961095063,1.56839482699138,0.133666666666667,1.55333333333333,3.26508044821767,0.710480353939033,0.703666666666667,-0.0350000000000001,1.87989423461357,2.41324615404231,-0.494666666666667,-0.174666666666667,1.99911413714508,1.76238881445989,5.55111512312578e-17,-0.715666666666667,1.90451358619465,2.25131746613696,1.85
-0.221,-0.110666666666667,1.07291052749053,2.43856932100224,-0.372333333333333,-0.343333333333333,0.206887247875101,0.702977477116681,-1.45466666666667,0.663333333333333,0.148581066537205,0.2281541876305,2.43766666666667,-0.337666666666667,0.334450793590527,1.62910230904426,0.727333333333333,-0.296666666666667,0.601001109261317,0.136551577557102,-0.145666666666667,0.0523333333333334,0.588161825804203,1.77251976951834,0.529666666666667,1.49533333333333,3.28290486205941,0.937285619933077,0.745,-0.0930000000000001,2.08309409293003,2.38395700464585,-0.564333333333333,-0.157,2.28085429901459,1.84155070524816,-0.157,-0.756333333333333,2.33978546025058,2.1518179136101,1.9
