"Time","Angle, Ch 1+2 (rad) Run #13","Angle, Ch 3+4 (rad) Run #13","Angle, Ch 1+2 (rad) Run #14","Angle, Ch 3+4 (rad) Run #14","Angle, Ch 1+2 (rad) Run #15","Angle, Ch 3+4 (rad) Run #15","mean_Ch1_Ch2","sd_Ch1_Ch2","mean_Ch3_Ch4","sd_Ch3_Ch4"
0,0.105,0.332,0.105,0.314,-0.122,0.367,0.0293333333333333,0.131058511106045,0.337666666666667,0.0269505720409295
0.05,0.227,0.541,0.244,0.506,-0.192,0.785,0.093,0.246963560065043,0.610666666666667,0.151987938117909
0.1,0.401,0.611,0.419,0.524,-0.227,1.204,0.197666666666667,0.367882227531221,0.779666666666667,0.370049095841799
0.15,0.593,0.506,0.611,0.401,-0.209,1.588,0.331666666666667,0.468317556080629,0.831666666666667,0.657104507162547
0.2,0.803,0.279,0.82,0.122,-0.122,1.868,0.500333333333333,0.539023499796932,0.756333333333333,0.965926670784762
0.25,1.012,-0.052,1.03,-0.244,0,2.025,0.680666666666667,0.58954332608667,0.576333333333333,1.25824971024568
0.3,1.204,-0.454,1.204,-0.646,0.192,2.007,0.866666666666667,0.584278472419901,0.302333333333333,1.47940269478372
0.35,1.344,-0.873,1.344,-1.065,0.419,1.833,1.03566666666667,0.534048999000404,-0.035,1.62058137716068
0.4,1.449,-1.257,1.414,-1.449,0.681,1.536,1.18133333333333,0.433654624480511,-0.39,1.67072529160242
0.45,1.466,-1.588,1.431,-1.763,0.942,1.169,1.27966666666667,0.292951076689152,-0.727333333333333,1.64460218087334
0.5,1.414,-1.85,1.361,-1.99,1.187,0.75,1.32066666666667,0.118753245569683,-1.03,1.54311373527683
0.55,1.292,-2.007,1.222,-2.112,1.396,0.332,1.30333333333333,0.0875518893761484,-1.26233333333333,1.38173091929411
0.6,1.1,-2.059,1.012,-2.129,1.553,-0.035,1.22166666666667,0.290296974378538,-1.40766666666667,1.18927933360222
0.65,0.838,-2.007,0.733,-2.025,1.641,-0.314,1.07066666666667,0.496705479467796,-1.44866666666667,0.982691372371475
0.7,0.541,-1.85,0.436,-1.833,1.623,-0.524,0.866666666666667,0.657104507162547,-1.40233333333333,0.760706469890544
0.75,0.209,-1.588,0.105,-1.536,1.536,-0.628,0.616666666666667,0.797862352372471,-1.25066666666667,0.539871589670482
0.8,-0.122,-1.257,-0.227,-1.152,1.361,-0.611,0.337333333333333,0.888074508886126,-1.00666666666667,0.346655929320895
0.85,-0.436,-0.855,-0.524,-0.733,1.134,-0.489,0.058,0.932881557326545,-0.692333333333333,0.186358078261537
0.9,-0.698,-0.436,-0.768,-0.314,0.838,-0.262,-0.209333333333333,0.907692312038244,-0.337333333333333,0.0893159187006064
0.95,-0.908,-0.035,-0.942,0.07,0.506,0.052,-0.448,0.826363116311468,0.029,0.0561515805654658
1,-1.03,0.297,-1.012,0.367,0.175,0.436,-0.622333333333333,0.690569571682197,0.366666666666667,0.0695005995177979
