"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
2,400;-0,087;0,000;-0,006;0,006;2,400;1,030;0,000;-0,006;0,006;2,400;3,403;0,000;-0,006;0,006;2,400;1,728;0,000;-0,006;0,006;2,400;0,087;0,000;-0,006;0,006;2,400;-4,625;-0,017;-0,006;0,006;2,400;-3,822;-0,017;-0,006;0,006;2,400;-3,491;-0,017;-0,006;0,006;2,400;-3,892;-0,017;-0,006;0,006;2,400;1,501;0,000;-0,006;0,006
2,450;-0,890;0,000;-0,006;0,006;2,450;0,052;0,000;-0,006;0,006;2,450;4,032;0,000;-0,006;0,006;2,450;0,681;0,000;-0,006;0,006;2,450;-0,855;0,000;-0,006;0,006;2,450;-4,084;-0,017;-0,006;0,006;2,450;-3,176;-0,017;-0,006;0,006;2,450;-3,578;-0,017;-0,006;0,006;2,450;-3,491;-0,017;-0,006;0,006;2,450;0,454;0,000;-0,006;0,006
2,500;-1,641;-0,017;-0,006;0,006;2,500;-0,890;0,000;-0,006;0,006;2,500;4,468;0,000;-0,006;0,006;2,500;-0,401;0,000;-0,006;0,006;2,500;-1,745;0,000;-0,006;0,006;2,500;-3,351;-0,017;-0,006;0,006;2,500;-2,391;-0,017;-0,006;0,006;2,500;-3,491;-0,017;-0,006;0,006;2,500;-2,932;-0,017;-0,006;0,006;2,500;-0,611;0,000;-0,006;0,006
2,550;-2,304;-0,017;-0,005;0,006;2,550;-1,798;0,000;-0,006;0,006;2,550;4,677;0,000;-0,006;0,006;2,550;-1,449;-0,017;-0,006;0,006;2,550;-2,548;-0,017;-0,006;0,006;2,550;-2,478;-0,017;-0,006;0,006;2,550;-1,501;-0,017;-0,006;0,006;2,550;-3,229;-0,017;-0,006;0,006;2,550;-2,234;-0,017;-0,006;0,006;2,550;-1,641;0,000;-0,006;0,006
2,600;-2,845;-0,017;-0,005;0,006;2,600;-2,618;-0,017;-0,006;0,006;2,600;4,660;0,000;-0,006;0,006;2,600;-2,426;-0,017;-0,006;0,006;2,600;-3,211;-0,017;-0,006;0,006;2,600;-1,484;-0,017;-0,006;0,006;2,600;-0,559;-0,017;-0,006;0,006;2,600;-2,845;-0,017;-0,006;0,006;2,600;-1,431;-0,017;-0,006;0,006;2,600;-2,601;-0,017;-0,006;0,006
2,650;-3,229;-0,017;-0,006;0,006;2,650;-3,281;-0,017;-0,006;0,006;2,650;4,398;0,000;-0,006;0,006;2,650;-3,281;-0,017;-0,006;0,006;2,650;-3,718;-0,017;-0,006;0,006;2,650;-0,419;-0,017;-0,006;0,006;2,650;0,401;-0,017;-0,006;0,006;2,650;-2,321;-0,017;-0,006;0,006;2,650;-0,593;-0,017;-0,006;0,006;2,650;-3,403;-0,017;-0,006;0,006
2,700;-3,456;-0,017;-0,006;0,006;2,700;-3,787;-0,017;-0,005;0,006;2,700;3,927;0,000;-0,006;0,006;2,700;-3,944;-0,017;-0,006;0,006;2,700;-4,032;-0,017;-0,006;0,006;2,700;0,646;0,000;-0,006;0,006;2,700;1,326;0,000;-0,006;0,006;2,700;-1,693;-0,017;-0,006;0,006;2,700;0,279;-0,017;-0,006;0,006;2,700;-4,049;-0,017;-0,006;0,006
2,750;-3,491;-0,017;-0,006;0,006;2,750;-4,102;-0,017;-0,006;0,006;2,750;3,281;0,000;-0,006;0,006;2,750;-4,433;-0,017;-0,006;0,006;2,750;-4,136;-0,017;-0,006;0,006;2,750;1,658;0,000;-0,006;0,006;2,750;2,182;0,000;-0,006;0,006;2,750;-1,012;-0,017;-0,006;0,006;2,750;1,117;0,000;-0,006;0,006;2,750;-4,485;-0,017;-0,006;0,006
2,800;-3,351;-0,017;-0,006;0,006;2,800;-4,206;-0,017;-0,006;0,006;2,800;2,496;0,000;-0,006;0,006;2,800;-4,695;-0,017;-0,006;0,006;2,800;-4,049;-0,017;-0,006;0,006;2,800;2,583;0,000;-0,006;0,006;2,800;2,897;0,000;-0,006;0,006;2,800;-0,279;-0,017;-0,006;0,006;2,800;1,902;0,000;-0,006;0,006;2,800;-4,695;-0,017;-0,006;0,006
2,850;-3,054;-0,017;-0,006;0,006;2,850;-4,102;-0,017;-0,006;0,006;2,850;1,588;0,000;-0,006;0,006;2,850;-4,730;-0,017;-0,006;0,006;2,850;-3,770;-0,017;-0,006;0,006;2,850;3,351;0,000;-0,006;0,006;2,850;3,473;0,000;-0,006;0,006;2,850;0,471;0,000;-0,006;0,006;2,850;2,583;0,000;-0,006;0,006;2,850;-4,677;-0,017;-0,006;0,006
2,900;-2,618;-0,017;-0,006;0,006;2,900;-3,805;-0,017;-0,006;0,006;2,900;0,611;0,000;-0,006;0,006;2,900;-4,520;-0,017;-0,006;0,006;2,900;-3,334;-0,017;-0,006;0,006;2,900;3,944;0,000;-0,006;0,006;2,900;3,840;0,000;-0,006;0,006;2,900;1,169;0,000;-0,006;0,006;2,900;3,107;0,000;-0,006;0,006;2,900;-4,416;-0,017;-0,006;0,006
2,950;-2,042;-0,017;-0,005;0,006;2,950;-3,334;-0,017;-0,006;0,006;2,950;-0,384;0,000;-0,006;0,006;2,950;-4,102;-0,017;-0,006;0,006;2,950;-2,723;-0,017;-0,006;0,006;2,950;4,328;0,000;-0,006;0,006;2,950;4,032;0,000;-0,006;0,006;2,950;1,798;0,000;-0,006;0,006;2,950;3,438;0,000;-0,006;0,006;2,950;-3,962;-0,017;-0,006;0,006
3,000;-1,379;-0,017;-0,006;0,006;3,000;-2,705;-0,017;-0,006;0,006;3,000;-1,361;0,000;-0,006;0,006;3,000;-3,508;-0,017;-0,006;0,006;3,000;-2,007;-0,017;-0,006;0,006;3,000;4,503;0,000;-0,006;0,006;3,000;3,997;0,000;-0,006;0,006;3,000;2,339;0,000;-0,006;0,006;3,000;3,578;0,000;-0,006;0,006;3,000;-3,334;-0,017;-0,006;0,006
3,050;-0,663;-0,017;-0,006;0,006;3,050;-1,955;-0,017;-0,006;0,006;3,050;-2,251;0,000;-0,006;0,006;3,050;-2,740;-0,017;-0,006;0,006;3,050;-1,187;-0,017;-0,006;0,006;3,050;4,433;0,000;-0,006;0,006;3,050;3,770;0,000;-0,006;0,006;3,050;2,758;0,000;-0,006;0,006;3,050;3,526;0,000;-0,006;0,006;3,050;-2,531;-0,017;-0,006;0,006
3,100;0,087;-0,017;-0,005;0,006;3,100;-1,117;-0,017;-0,006;0,006;3,100;-3,037;-0,017;-0,006;0,006;3,100;-1,868;-0,017;-0,006;0,006;3,100;-0,332;-0,017;-0,006;0,006;3,100;4,154;0,000;-0,006;0,006;3,100;3,351;0,000;-0,006;0,006;3,100;2,985;0,000;-0,006;0,006;3,100;3,316;0,000;-0,006;0,006;3,100;-1,641;-0,017;-0,006;0,006
3,150;0,820;0,000;-0,006;0,006;3,150;-0,244;0,000;-0,006;0,006;3,150;-3,648;-0,017;-0,006;0,006;3,150;-0,890;-0,017;-0,006;0,006;3,150;0,541;0,000;-0,006;0,006;3,150;3,683;0,000;-0,006;0,006;3,150;2,793;0,000;-0,006;0,006;3,150;3,037;0,000;-0,006;0,006;3,150;2,932;0,000;-0,006;0,006;3,150;-0,663;-0,017;-0,006;0,006
3,200;1,501;0,000;-0,006;0,006;3,200;0,646;0,000;-0,006;0,006;3,200;-4,084;-0,017;-0,006;0,006;3,200;0,105;-0,017;-0,006;0,006;3,200;1,361;0,000;-0,006;0,006;3,200;3,054;0,000;-0,006;0,006;3,200;2,077;0,000;-0,006;0,006;3,200;2,862;0,000;-0,006;0,006;3,200;2,409;0,000;-0,006;0,006;3,200;0,332;0,000;-0,006;0,006
3,250;2,112;0,000;-0,006;0,006;3,250;1,484;0,000;-0,006;0,006;3,250;-4,311;-0,017;-0,006;0,006;3,250;1,065;0,000;-0,006;0,006;3,250;2,112;0,000;-0,006;0,006;3,250;2,269;0,000;-0,006;0,006;3,250;1,274;0,000;-0,006;0,006;3,250;2,531;0,000;-0,006;0,006;3,250;1,763;0,000;-0,006;0,006;3,250;1,292;0,000;-0,006;0,006
3,300;2,618;0,000;-0,006;0,006;3,300;2,234;0,000;-0,006;0,006;3,300;-4,328;-0,017;-0,006;0,006;3,300;1,972;0,000;-0,006;0,006;3,300;2,740;0,000;-0,006;0,006;3,300;1,396;0,000;-0,006;0,006;3,300;0,419;0,000;-0,006;0,006;3,300;2,077;0,000;-0,006;0,006;3,300;1,030;0,000;-0,006;0,006;3,300;2,164;0,000;-0,006;0,006
3,350;2,985;0,000;-0,005;0,006;3,350;2,862;0,000;-0,006;0,006;3,350;-4,136;-0,017;-0,006;0,006;3,350;2,775;0,000;-0,006;0,006;3,350;3,211;0,000;-0,006;0,006;3,350;0,454;0,000;-0,006;0,006;3,350;-0,454;0,000;-0,006;0,006;3,350;1,501;0,000;-0,006;0,006;3,350;0,262;0,000;-0,006;0,006;3,350;2,950;0,000;-0,006;0,006
3,400;3,176;0,000;-0,006;0,006;3,400;3,334;0,000;-0,006;0,006;3,400;-3,735;-0,017;-0,006;0,006;3,400;3,421;0,000;-0,006;0,006;3,400;3,491;0,000;-0,006;0,006;3,400;-0,489;0,000;-0,006;0,006;3,400;-1,309;0,000;-0,006;0,006;3,400;0,873;0,000;-0,006;0,006;3,400;-0,506;0,000;-0,006;0,006;3,400;3,560;0,000;-0,006;0,006
3,450;3,211;0,000;-0,005;0,006;3,450;3,595;0,000;-0,006;0,006;3,450;-3,176;-0,017;-0,006;0,006;3,450;3,875;0,000;-0,006;0,006;3,450;3,578;0,000;-0,006;0,006;3,450;-1,396;0,000;-0,006;0,006;3,450;-2,094;-0,017;-0,006;0,006;3,450;0,209;0,000;-0,006;0,006;3,450;-1,257;0,000;-0,006;0,006;3,450;3,979;0,000;-0,006;0,006
3,500;3,089;0,000;-0,005;0,006;3,500;3,683;0,000;-0,006;0,006;3,500;-2,461;-0,017;-0,006;0,006;3,500;4,119;0,000;-0,006;0,006;3,500;3,491;0,000;-0,006;0,006;3,500;-2,234;-0,017;-0,006;0,006;3,500;-2,775;-0,017;-0,006;0,006;3,500;-0,471;0,000;-0,006;0,006;3,500;-1,937;-0,017;-0,006;0,006;3,500;4,206;0,000;-0,006;0,006
3,550;2,810;0,000;-0,006;0,006;3,550;3,578;0,000;-0,006;0,006;3,550;-1,641;-0,017;-0,006;0,006;3,550;4,171;0,000;-0,006;0,006;3,550;3,229;0,000;-0,006;0,006;3,550;-2,950;-0,017;-0,006;0,006;3,550;-3,316;-0,017;-0,006;0,006;3,550;-1,134;0,000;-0,006;0,006;3,550;-2,531;-0,017;-0,006;0,006;3,550;4,206;0,000;-0,006;0,006
3,600;2,391;0,000;-0,006;0,006;3,600;3,299;0,000;-0,006;0,006;3,600;-0,750;-0,017;-0,006;0,006;3,600;4,014;0,000;-0,006;0,006;3,600;2,810;0,000;-0,006;0,006;3,600;-3,508;-0,017;-0,006;0,006;3,600;-3,683;-0,017;-0,006;0,006;3,600;-1,728;-0,017;-0,006;0,006;3,600;-2,985;-0,017;-0,006;0,006;3,600;3,997;0,000;-0,006;0,006
3,650;1,868;0,000;-0,005;0,006;3,650;2,862;0,000;-0,006;0,006;3,650;0,157;0,000;-0,006;0,006;3,650;3,648;0,000;-0,006;0,006;3,650;2,251;0,000;-0,006;0,006;3,650;-3,910;-0,017;-0,006;0,006;3,650;-3,875;-0,017;-0,006;0,006;3,650;-2,234;-0,017;-0,006;0,006;3,650;-3,281;-0,017;-0,006;0,006;3,650;3,595;0,000;-0,006;0,006
3,700;1,257;0,000;-0,006;0,006;3,700;2,286;0,000;-0,006;0,006;3,700;1,047;0,000;-0,006;0,006;3,700;3,124;0,000;-0,006;0,006;3,700;1,588;0,000;-0,006;0,006;3,700;-4,084;-0,017;-0,006;0,006;3,700;-3,875;-0,017;-0,006;0,006;3,700;-2,635;-0,017;-0,006;0,006;3,700;-3,403;-0,017;-0,006;0,006;3,700;3,019;0,000;-0,006;0,006
3,750;0,593;0,000;-0,005;0,006;3,750;1,588;0,000;-0,006;0,006;3,750;1,868;0,000;-0,006;0,006;3,750;2,461;0,000;-0,006;0,006;3,750;0,838;0,000;-0,006;0,006;3,750;-4,084;-0,017;-0,006;0,006;3,750;-3,683;-0,017;-0,006;0,006;3,750;-2,897;-0,017;-0,006;0,006;3,750;-3,351;-0,017;-0,006;0,006;3,750;2,321;0,000;-0,006;0,006
3,800;-0,087;0,000;-0,006;0,006;3,800;0,820;0,000;-0,006;0,006;3,800;2,583;0,000;-0,006;0,006;3,800;1,693;0,000;-0,006;0,006;3,800;0,052;0,000;-0,006;0,006;3,800;-3,875;-0,017;-0,006;0,006;3,800;-3,316;-0,017;-0,006;0,006;3,800;-3,002;-0,017;-0,006;0,006;3,800;-3,142;-0,017;-0,006;0,006;3,800;1,501;0,000;-0,006;0,006
3,850;-0,768;0,000;-0,006;0,006;3,850;0,035;0,000;-0,006;0,006;3,850;3,159;0,000;-0,006;0,006;3,850;0,838;0,000;-0,006;0,006;3,850;-0,716;0,000;-0,006;0,006;3,850;-3,473;-0,017;-0,006;0,006;3,850;-2,810;-0,017;-0,006;0,006;3,850;-2,950;-0,017;-0,006;0,006;3,850;-2,793;-0,017;-0,006;0,006;3,850;0,628;0,000;-0,006;0,006
3,900;-1,396;0,000;-0,006;0,006;3,900;-0,768;0,000;-0,006;0,006;3,900;3,578;0,000;-0,006;0,006;3,900;-0,052;0,000;-0,006;0,006;3,900;-1,466;0,000;-0,006;0,006;3,900;-2,932;-0,017;-0,006;0,006;3,900;-2,182;-0,017;-0,006;0,006;3,900;-2,775;-0,017;-0,006;0,006;3,900;-2,321;-0,017;-0,006;0,006;3,900;-0,262;0,000;-0,006;0,006
3,950;-1,955;-0,017;-0,006;0,006;3,950;-1,518;0,000;-0,006;0,006;3,950;3,805;0,000;-0,006;0,006;3,950;-0,925;0,000;-0,006;0,006;3,950;-2,129;-0,017;-0,006;0,006;3,950;-2,234;-0,017;-0,006;0,006;3,950;-1,466;-0,017;-0,006;0,006;3,950;-2,478;-0,017;-0,006;0,006;3,950;-1,728;-0,017;-0,006;0,006;3,950;-1,152;0,000;-0,006;0,006
4,000;-2,391;-0,017;-0,006;0,006;4,000;-2,182;-0,017;-0,006;0,006;4,000;3,840;0,000;-0,006;0,006;4,000;-1,745;-0,017;-0,006;0,006;4,000;-2,688;-0,017;-0,006;0,006;4,000;-1,449;-0,017;-0,006;0,006;4,000;-0,681;-0,017;-0,006;0,006;4,000;-2,059;-0,017;-0,006;0,006;4,000;-1,082;-0,017;-0,006;0,006;4,000;-1,955;-0,017;-0,006;0,006
4,050;-2,723;-0,017;-0,005;0,006;4,050;-2,740;-0,017;-0,006;0,006;4,050;3,700;0,000;-0,006;0,006;4,050;-2,461;-0,017;-0,006;0,006;4,050;-3,089;-0,017;-0,006;0,006;4,050;-0,611;-0,017;-0,006;0,006;4,050;0,122;-0,017;-0,006;0,006;4,050;-1,553;-0,017;-0,006;0,006;4,050;-0,367;-0,017;-0,006;0,006;4,050;-2,670;-0,017;-0,006;0,006
4,100;-2,897;-0,017;-0,006;0,006;4,100;-3,159;-0,017;-0,006;0,006;4,100;3,368;0,000;-0,006;0,006;4,100;-3,054;-0,017;-0,006;0,006;4,100;-3,351;-0,017;-0,006;0,006;4,100;0,262;-0,017;-0,006;0,006;4,100;0,908;0,000;-0,006;0,006;4,100;-0,977;-0,017;-0,006;0,006;4,100;0,332;-0,017;-0,006;0,006;4,100;-3,229;-0,017;-0,006;0,006
4,150;-2,915;-0,017;-0,006;0,006;4,150;-3,403;-0,017;-0,006;0,006;4,150;2,897;0,000;-0,006;0,006;4,150;-3,491;-0,017;-0,006;0,006;4,150;-3,438;-0,017;-0,006;0,006;4,150;1,100;0,000;-0,006;0,006;4,150;1,623;0,000;-0,006;0,006;4,150;-0,367;0,000;-0,006;0,006;4,150;1,030;0,000;-0,006;0,006;4,150;-3,648;-0,017;-0,006;0,006
4,200;-2,793;-0,017;-0,006;0,006;4,200;-3,473;-0,017;-0,006;0,006;4,200;2,286;0,000;-0,006;0,006;4,200;-3,752;-0,017;-0,006;0,006;4,200;-3,351;-0,017;-0,006;0,006;4,200;1,885;0,000;-0,006;0,006;4,200;2,269;0,000;-0,006;0,006;4,200;0,262;0,000;-0,006;0,006;4,200;1,641;0,000;-0,006;0,006;4,200;-3,857;-0,017;-0,006;0,006
4,250;-2,531;-0,017;-0,006;0,006;4,250;-3,351;-0,017;-0,006;0,006;4,250;1,571;0,000;-0,006;0,006;4,250;-3,822;-0,017;-0,006;0,006;4,250;-3,089;-0,017;-0,006;0,006;4,250;2,548;0,000;-0,006;0,006;4,250;2,775;0,000;-0,006;0,006;4,250;0,855;0,000;-0,006;0,006;4,250;2,182;0,000;-0,006;0,006;4,250;-3,892;-0,017;-0,006;0,006
4,300;-2,164;-0,017;-0,006;0,006;4,300;-3,089;-0,017;-0,006;0,006;4,300;0,785;0,000;-0,006;0,006;4,300;-3,700;-0,017;-0,006;0,006;4,300;-2,705;-0,017;-0,006;0,006;4,300;3,089;0,000;-0,006;0,006;4,300;3,107;0,000;-0,006;0,006;4,300;1,396;0,000;-0,006;0,006;4,300;2,601;0,000;-0,006;0,006;4,300;-3,718;-0,017;-0,006;0,006
4,350;-1,693;-0,017;-0,006;0,006;4,350;-2,670;-0,017;-0,006;0,006;4,350;-0,017;0,000;-0,006;0,006;4,350;-3,403;-0,017;-0,006;0,006;4,350;-2,182;-0,017;-0,006;0,006;4,350;3,421;0,000;-0,006;0,006;4,350;3,281;0,000;-0,006;0,006;4,350;1,868;0,000;-0,006;0,006;4,350;2,897;0,000;-0,006;0,006;4,350;-3,386;-0,017;-0,006;0,006
4,400;-1,134;-0,017;-0,005;0,006;4,400;-2,129;-0,017;-0,006;0,006;4,400;-0,820;0,000;-0,006;0,006;4,400;-2,950;-0,017;-0,006;0,006;4,400;-1,571;-0,017;-0,006;0,006;4,400;3,560;0,000;-0,006;0,006;4,400;3,264;0,000;-0,006;0,006;4,400;2,251;0,000;-0,006;0,006;4,400;3,019;0,000;-0,006;0,006;4,400;-2,897;-0,017;-0,006;0,006
4,450;-0,541;-0,017;-0,006;0,006;4,450;-1,484;-0,017;-0,006;0,006;4,450;-1,571;-0,017;-0,006;0,006;4,450;-2,374;-0,017;-0,006;0,006;4,450;-0,890;-0,017;-0,006;0,006;4,450;3,508;0,000;-0,006;0,006;4,450;3,089;0,000;-0,006;0,006;4,450;2,496;0,000;-0,006;0,006;4,450;3,002;0,000;-0,006;0,006;4,450;-2,269;-0,017;-0,006;0,006
4,500;0,087;0,000;-0,006;0,006;4,500;-0,785;-0,017;-0,006;0,006;4,500;-2,234;-0,017;-0,006;0,006;4,500;-1,676;-0,017;-0,006;0,006;4,500;-0,175;-0,017;-0,006;0,006;4,500;3,281;0,000;-0,006;0,006;4,500;2,758;0,000;-0,006;0,006;4,500;2,618;0,000;-0,006;0,006;4,500;2,827;0,000;-0,006;0,006;4,500;-1,553;-0,017;-0,006;0,006
4,550;0,698;0,000;-0,006;0,006;4,550;-0,052;0,000;-0,006;0,006;4,550;-2,793;-0,017;-0,006;0,006;4,550;-0,925;-0,017;-0,006;0,006;4,550;0,541;0,000;-0,006;0,006;4,550;2,897;0,000;-0,006;0,006;4,550;2,304;0,000;-0,006;0,006;4,550;2,583;0,000;-0,005;0,006;4,550;2,513;0,000;-0,006;0,006;4,550;-0,750;-0,017;-0,006;0,006
4,600;1,274;0,000;-0,006;0,006;4,600;0,663;0,000;-0,006;0,006;4,600;-3,211;-0,017;-0,006;0,006;4,600;-0,122;-0,017;-0,006;0,006;4,600;1,222;0,000;-0,006;0,006;4,600;2,391;0,000;-0,006;0,006;4,600;1,728;0,000;-0,006;0,006;4,600;2,426;0,000;-0,006;0,006;4,600;2,077;0,000;-0,006;0,006;4,600;0,052;-0,017;-0,006;0,006
4,650;1,780;0,000;-0,006;0,006;4,650;1,344;0,000;-0,006;0,006;4,650;-3,456;-0,017;-0,006;0,006;4,650;0,663;0,000;-0,006;0,006;4,650;1,815;0,000;-0,006;0,006;4,650;1,745;0,000;-0,006;0,006;4,650;1,047;0,000;-0,006;0,006;4,650;2,147;0,000;-0,006;0,006;4,650;1,536;0,000;-0,006;0,006;4,650;0,855;0,000;-0,006;0,006
4,700;2,199;0,000;-0,006;0,006;4,700;1,955;0,000;-0,006;0,006;4,700;-3,526;-0,017;-0,006;0,006;4,700;1,414;0,000;-0,006;0,006;4,700;2,339;0,000;-0,006;0,006;4,700;1,047;0,000;-0,006;0,006;4,700;0,349;0,000;-0,006;0,006;4,700;1,763;0,000;-0,006;0,006;4,700;0,925;0,000;-0,006;0,006;4,700;1,606;0,000;-0,006;0,006
4,750;2,496;0,000;-0,006;0,006;4,750;2,461;0,000;-0,006;0,006;4,750;-3,403;-0,017;-0,006;0,006;4,750;2,094;0,000;-0,006;0,006;4,750;2,723;0,000;-0,006;0,006;4,750;0,279;0,000;-0,006;0,006;4,750;-0,384;0,000;-0,006;0,006;4,750;1,309;0,000;-0,005;0,006;4,750;0,279;0,000;-0,006;0,006;4,750;2,269;0,000;-0,006;0,006
4,800;2,670;0,000;-0,006;0,006;4,800;2,827;0,000;-0,006;0,006;4,800;-3,142;-0,017;-0,006;0,006;4,800;2,653;0,000;-0,006;0,006;4,800;2,932;0,000;-0,006;0,006;4,800;-0,489;0,000;-0,006;0,006;4,800;-1,100;0,000;-0,006;0,006;4,800;0,785;0,000;-0,006;0,006;4,800;-0,384;0,000;-0,006;0,006;4,800;2,810;0,000;-0,006;0,006
4,850;2,705;0,000;-0,005;0,006;4,850;3,037;0,000;-0,006;0,006;4,850;-2,723;-0,017;-0,006;0,006;4,850;3,054;0,000;-0,006;0,006;4,850;2,967;0,000;-0,006;0,006;4,850;-1,222;0,000;-0,006;0,006;4,850;-1,745;0,000;-0,006;0,006;4,850;0,209;0,000;-0,006;0,006;4,850;-1,012;0,000;-0,006;0,006;4,850;3,194;0,000;-0,006;0,006
4,900;2,583;0,000;-0,005;0,006;4,900;3,054;0,000;-0,006;0,006;4,900;-2,182;-0,017;-0,006;0,006;4,900;3,264;0,000;-0,006;0,006;4,900;2,810;0,000;-0,006;0,006;4,900;-1,885;0,000;-0,006;0,006;4,900;-2,321;-0,017;-0,006;0,006;4,900;-0,349;0,000;-0,006;0,006;4,900;-1,606;0,000;-0,006;0,006;4,900;3,421;0,000;-0,006;0,006
4,950;2,356;0,000;-0,006;0,006;4,950;2,862;0,000;-0,006;0,006;4,950;-1,553;-0,017;-0,006;0,006;4,950;3,316;0,000;-0,006;0,006;4,950;2,478;0,000;-0,006;0,006;4,950;-2,461;-0,017;-0,006;0,006;4,950;-2,758;-0,017;-0,006;0,006;4,950;-0,908;0,000;-0,006;0,006;4,950;-2,112;-0,017;-0,006;0,006;4,950;3,473;0,000;-0,006;0,006
5,000;2,007;0,000;-0,006;0,006;5,000;2,513;0,000;-0,006;0,006;5,000;-0,838;-0,017;-0,006;0,006;5,000;3,194;0,000;-0,006;0,006;5,000;2,025;0,000;-0,006;0,006;5,000;-2,897;-0,017;-0,006;0,006;5,000;-3,072;-0,017;-0,006;0,006;5,000;-1,414;-0,017;-0,006;0,006;5,000;-2,496;-0,017;-0,006;0,006;5,000;3,334;0,000;-0,006;0,006
5,050;1,553;0,000;-0,006;0,006;5,050;2,042;0,000;-0,006;0,006;5,050;-0,105;-0,017;-0,006;0,006;5,050;2,915;0,000;-0,006;0,006;5,050;1,484;0,000;-0,006;0,006;5,050;-3,194;-0,017;-0,006;0,006;5,050;-3,211;-0,017;-0,006;0,006;5,050;-1,833;-0,017;-0,006;0,006;5,050;-2,758;-0,017;-0,006;0,006;5,050;3,037;0,000;-0,006;0,006
5,100;1,047;0,000;-0,006;0,006;5,100;1,484;0,000;-0,006;0,006;5,100;0,628;0,000;-0,006;0,006;5,100;2,496;0,000;-0,006;0,006;5,100;0,855;0,000;-0,006;0,006;5,100;-3,316;-0,017;-0,006;0,006;5,100;-3,194;-0,017;-0,006;0,006;5,100;-2,164;-0,017;-0,006;0,006;5,100;-2,880;-0,017;-0,006;0,006;5,100;2,601;0,000;-0,006;0,006
5,150;0,489;0,000;-0,006;0,006;5,150;0,855;0,000;-0,006;0,006;5,150;1,326;0,000;-0,006;0,006;5,150;1,955;0,000;-0,006;0,006;5,150;0,209;0,000;-0,006;0,006;5,150;-3,281;-0,017;-0,006;0,006;5,150;-3,037;-0,017;-0,006;0,006;5,150;-2,391;-0,017;-0,006;0,006;5,150;-2,862;-0,017;-0,006;0,006;5,150;2,025;0,000;-0,006;0,006
5,200;-0,087;0,000;-0,006;0,006;5,200;0,175;0,000;-0,006;0,006;5,200;1,937;0,000;-0,006;0,006;5,200;1,326;0,000;-0,006;0,006;5,200;-0,454;0,000;-0,006;0,006;5,200;-3,072;-0,017;-0,006;0,006;5,200;-2,723;-0,017;-0,006;0,006;5,200;-2,496;-0,017;-0,006;0,006;5,200;-2,688;-0,017;-0,006;0,006;5,200;1,361;0,000;-0,006;0,006
5,250;-0,646;0,000;-0,006;0,006;5,250;-0,506;0,000;-0,006;0,006;5,250;2,461;0,000;-0,006;0,006;5,250;0,628;0,000;-0,006;0,006;5,250;-1,100;0,000;-0,006;0,006;5,250;-2,723;-0,017;-0,006;0,006;5,250;-2,304;-0,017;-0,006;0,006;5,250;-2,461;-0,017;-0,006;0,006;5,250;-2,409;-0,017;-0,006;0,006;5,250;0,628;0,000;-0,006;0,006
5,300;-1,169;0,000;-0,006;0,006;5,300;-1,152;0,000;-0,006;0,006;5,300;2,845;0,000;-0,006;0,006;5,300;-0,105;0,000;-0,006;0,006;5,300;-1,676;0,000;-0,006;0,006;5,300;-2,251;-0,017;-0,006;0,006;5,300;-1,780;-0,017;-0,006;0,006;5,300;-2,321;-0,017;-0,006;0,006;5,300;-2,007;-0,017;-0,006;0,006;5,300;-0,140;0,000;-0,006;0,006
