"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
5,350;-1,641;-0,017;-0,006;0,006;5,350;-1,728;-0,017;-0,006;0,006;5,350;3,054;0,000;-0,006;0,006;5,350;-0,803;0,000;-0,006;0,006;5,350;-2,164;-0,017;-0,006;0,006;5,350;-1,676;-0,017;-0,006;0,006;5,350;-1,187;-0,017;-0,006;0,006;5,350;-2,059;-0,017;-0,006;0,006;5,350;-1,518;-0,017;-0,006;0,006;5,350;-0,873;0,000;-0,006;0,006
5,400;-2,007;-0,017;-0,006;0,006;5,400;-2,217;-0,017;-0,006;0,006;5,400;3,072;0,000;-0,006;0,006;5,400;-1,484;0,000;-0,006;0,006;5,400;-2,548;-0,017;-0,006;0,006;5,400;-1,030;-0,017;-0,006;0,006;5,400;-0,541;-0,017;-0,006;0,006;5,400;-1,710;-0,017;-0,006;0,006;5,400;-0,960;-0,017;-0,006;0,006;5,400;-1,571;0,000;-0,006;0,006
5,450;-2,286;-0,017;-0,005;0,006;5,450;-2,601;-0,017;-0,006;0,006;5,450;2,880;0,000;-0,006;0,006;5,450;-2,077;-0,017;-0,006;0,006;5,450;-2,810;-0,017;-0,006;0,006;5,450;-0,332;-0,017;-0,006;0,006;5,450;0,122;0,000;-0,006;0,006;5,450;-1,292;-0,017;-0,006;0,006;5,450;-0,367;-0,017;-0,006;0,006;5,450;-2,199;-0,017;-0,006;0,006
5,500;-2,426;-0,017;-0,006;0,006;5,500;-2,845;-0,017;-0,006;0,006;5,500;2,531;0,000;-0,006;0,006;5,500;-2,566;-0,017;-0,006;0,006;5,500;-2,915;-0,017;-0,006;0,006;5,500;0,367;0,000;-0,006;0,006;5,500;0,768;0,000;-0,006;0,006;5,500;-0,820;-0,017;-0,006;0,006;5,500;0,227;0,000;-0,006;0,006;5,500;-2,705;-0,017;-0,006;0,006
5,550;-2,443;-0,017;-0,005;0,006;5,550;-2,950;-0,017;-0,006;0,006;5,550;2,059;0,000;-0,006;0,006;5,550;-2,915;-0,017;-0,006;0,006;5,550;-2,880;-0,017;-0,006;0,006;5,550;1,030;0,000;-0,006;0,006;5,550;1,361;0,000;-0,006;0,006;5,550;-0,314;-0,017;-0,006;0,006;5,550;0,803;0,000;-0,006;0,006;5,550;-3,072;-0,017;-0,006;0,006
5,600;-2,339;-0,017;-0,006;0,006;5,600;-2,880;-0,017;-0,006;0,006;5,600;1,484;0,000;-0,006;0,006;5,600;-3,107;-0,017;-0,006;0,006;5,600;-2,688;-0,017;-0,006;0,006;5,600;1,641;0,000;-0,006;0,006;5,600;1,868;0,000;-0,006;0,006;5,600;0,192;0,000;-0,006;0,006;5,600;1,344;0,000;-0,006;0,006;5,600;-3,264;-0,017;-0,006;0,006
5,650;-2,129;-0,017;-0,005;0,006;5,650;-2,688;-0,017;-0,006;0,006;5,650;0,855;0,000;-0,006;0,006;5,650;-3,142;-0,017;-0,006;0,006;5,650;-2,391;-0,017;-0,006;0,006;5,650;2,182;0,000;-0,006;0,006;5,650;2,286;0,000;-0,006;0,006;5,650;0,698;0,000;-0,006;0,006;5,650;1,798;0,000;-0,006;0,006;5,650;-3,316;-0,017;-0,006;0,006
5,700;-1,798;-0,017;-0,006;0,006;5,700;-2,374;-0,017;-0,006;0,006;5,700;0,175;0,000;-0,006;0,006;5,700;-3,019;-0,017;-0,006;0,006;5,700;-1,972;-0,017;-0,006;0,006;5,700;2,583;0,000;-0,006;0,006;5,700;2,566;0,000;-0,006;0,006;5,700;1,152;0,000;-0,006;0,006;5,700;2,164;0,000;-0,006;0,006;5,700;-3,176;-0,017;-0,006;0,006
5,750;-1,396;-0,017;-0,005;0,006;5,750;-1,937;-0,017;-0,006;0,006;5,750;-0,506;0,000;-0,006;0,006;5,750;-2,758;-0,017;-0,006;0,006;5,750;-1,484;-0,017;-0,006;0,006;5,750;2,862;0,000;-0,006;0,006;5,750;2,705;0,000;-0,006;0,006;5,750;1,536;0,000;-0,006;0,006;5,750;2,426;0,000;-0,006;0,006;5,750;-2,897;-0,017;-0,006;0,006
5,800;-0,942;-0,017;-0,005;0,006;5,800;-1,431;-0,017;-0,006;0,006;5,800;-1,169;-0,017;-0,006;0,006;5,800;-2,374;-0,017;-0,006;0,006;5,800;-0,908;-0,017;-0,006;0,006;5,800;2,950;0,000;-0,006;0,006;5,800;2,688;0,000;-0,006;0,006;5,800;1,850;0,000;-0,006;0,006;5,800;2,548;0,000;-0,006;0,006;5,800;-2,496;-0,017;-0,006;0,006
5,850;-0,436;0,000;-0,006;0,006;5,850;-0,855;-0,017;-0,006;0,006;5,850;-1,763;-0,017;-0,006;0,006;5,850;-1,868;-0,017;-0,006;0,006;5,850;-0,314;-0,017;-0,006;0,006;5,850;2,862;0,000;-0,006;0,006;5,850;2,513;0,000;-0,006;0,006;5,850;2,059;0,000;-0,006;0,006;5,850;2,531;0,000;-0,006;0,006;5,850;-1,972;-0,017;-0,006;0,006
5,900;0,087;0,000;-0,006;0,006;5,900;-0,244;-0,017;-0,006;0,006;5,900;-2,269;-0,017;-0,006;0,006;5,900;-1,292;-0,017;-0,006;0,006;5,900;0,297;0,000;-0,006;0,006;5,900;2,601;0,000;-0,006;0,006;5,900;2,199;0,000;-0,006;0,006;5,900;2,164;0,000;-0,006;0,006;5,900;2,391;0,000;-0,006;0,006;5,900;-1,361;-0,017;-0,006;0,006
5,950;0,611;0,000;-0,006;0,006;5,950;0,367;0,000;-0,006;0,006;5,950;-2,653;-0,017;-0,006;0,006;5,950;-0,663;-0,017;-0,006;0,006;5,950;0,873;0,000;-0,006;0,006;5,950;2,199;0,000;-0,006;0,006;5,950;1,798;0,000;-0,006;0,006;5,950;2,147;0,000;-0,006;0,006;5,950;2,147;0,000;-0,006;0,006;5,950;-0,698;-0,017;-0,006;0,006
6,000;1,100;0,000;-0,006;0,006;6,000;0,960;0,000;-0,006;0,006;6,000;-2,897;-0,017;-0,006;0,006;6,000;0,000;-0,017;-0,006;0,006;6,000;1,396;0,000;-0,006;0,006;6,000;1,710;0,000;-0,006;0,006;6,000;1,292;0,000;-0,006;0,006;6,000;2,025;0,000;-0,006;0,006;6,000;1,780;0,000;-0,006;0,006;6,000;-0,017;0,000;-0,006;0,006
6,050;1,518;0,000;-0,006;0,006;6,050;1,501;0,000;-0,006;0,006;6,050;-3,002;-0,017;-0,006;0,006;6,050;0,646;0,000;-0,006;0,006;6,050;1,850;0,000;-0,006;0,006;6,050;1,134;0,000;-0,006;0,006;6,050;0,733;0,000;-0,006;0,006;6,050;1,815;0,000;-0,006;0,006;6,050;1,344;0,000;-0,006;0,006;6,050;0,663;0,000;-0,006;0,006
6,100;1,868;0,000;-0,005;0,006;6,100;1,955;0,000;-0,006;0,006;6,100;-2,950;-0,017;-0,006;0,006;6,100;1,257;0,000;-0,006;0,006;6,100;2,199;0,000;-0,006;0,006;6,100;0,506;0,000;-0,006;0,006;6,100;0,122;0,000;-0,006;0,006;6,100;1,518;0,000;-0,006;0,006;6,100;0,838;0,000;-0,006;0,006;6,100;1,309;0,000;-0,006;0,006
6,150;2,112;0,000;-0,006;0,006;6,150;2,304;0,000;-0,006;0,006;6,150;-2,758;-0,017;-0,006;0,006;6,150;1,798;0,000;-0,006;0,006;6,150;2,443;0,000;-0,006;0,006;6,150;-0,140;0,000;-0,006;0,006;6,150;-0,471;0,000;-0,006;0,006;6,150;1,152;0,000;-0,006;0,006;6,150;0,297;0,000;-0,006;0,006;6,150;1,885;0,000;-0,006;0,006
6,200;2,269;0,000;-0,006;0,006;6,200;2,531;0,000;-0,006;0,006;6,200;-2,426;-0,017;-0,006;0,006;6,200;2,234;0,000;-0,006;0,006;6,200;2,548;0,000;-0,006;0,006;6,200;-0,785;0,000;-0,006;0,006;6,200;-1,047;0,000;-0,006;0,006;6,200;0,733;0,000;-0,006;0,006;6,200;-0,244;0,000;-0,006;0,006;6,200;2,339;0,000;-0,006;0,006
6,250;2,286;0,000;-0,006;0,006;6,250;2,635;0,000;-0,006;0,006;6,250;-2,007;-0,017;-0,006;0,006;6,250;2,566;0,000;-0,006;0,006;6,250;2,513;0,000;-0,006;0,006;6,250;-1,379;0,000;-0,006;0,006;6,250;-1,588;-0,017;-0,006;0,006;6,250;0,279;0,000;-0,006;0,006;6,250;-0,785;0,000;-0,006;0,006;6,250;2,688;0,000;-0,006;0,006
6,300;2,199;0,000;-0,006;0,006;6,300;2,583;0,000;-0,006;0,006;6,300;-1,484;-0,017;-0,006;0,006;6,300;2,740;0,000;-0,006;0,006;6,300;2,356;0,000;-0,006;0,006;6,300;-1,902;-0,017;-0,006;0,006;6,300;-2,025;-0,017;-0,006;0,006;6,300;-0,192;0,000;-0,006;0,006;6,300;-1,274;0,000;-0,006;0,006;6,300;2,897;0,000;-0,006;0,006
6,350;2,007;0,000;-0,006;0,006;6,350;2,409;0,000;-0,006;0,006;6,350;-0,908;-0,017;-0,006;0,006;6,350;2,775;0,000;-0,006;0,006;6,350;2,077;0,000;-0,006;0,006;6,350;-2,321;-0,017;-0,006;0,006;6,350;-2,374;-0,017;-0,006;0,006;6,350;-0,628;0,000;-0,006;0,006;6,350;-1,710;-0,017;-0,006;0,006;6,350;2,950;0,000;-0,006;0,006
6,400;1,710;0,000;-0,006;0,006;6,400;2,129;0,000;-0,006;0,006;6,400;-0,279;-0,017;-0,006;0,006;6,400;2,635;0,000;-0,006;0,006;6,400;1,710;0,000;-0,006;0,006;6,400;-2,618;-0,017;-0,006;0,006;6,400;-2,618;-0,017;-0,006;0,006;6,400;-1,047;0,000;-0,006;0,006;6,400;-2,059;-0,017;-0,006;0,006;6,400;2,845;0,000;-0,006;0,006
6,450;1,344;0,000;-0,006;0,006;6,450;1,728;0,000;-0,006;0,006;6,450;0,349;0,000;-0,006;0,006;6,450;2,356;0,000;-0,006;0,006;6,450;1,257;0,000;-0,006;0,006;6,450;-2,793;-0,017;-0,006;0,006;6,450;-2,705;-0,017;-0,006;0,006;6,450;-1,414;-0,017;-0,006;0,006;6,450;-2,286;-0,017;-0,006;0,006;6,450;2,601;0,000;-0,006;0,006
6,500;0,908;0,000;-0,006;0,006;6,500;1,257;0,000;-0,006;0,006;6,500;0,942;0,000;-0,006;0,006;6,500;1,972;0,000;-0,006;0,006;6,500;0,733;0,000;-0,006;0,006;6,500;-2,827;-0,017;-0,006;0,006;6,500;-2,670;-0,017;-0,006;0,006;6,500;-1,693;-0,017;-0,006;0,006;6,500;-2,409;-0,017;-0,006;0,006;6,500;2,234;0,000;-0,006;0,006
6,550;0,454;0,000;-0,006;0,006;6,550;0,716;0,000;-0,006;0,006;6,550;1,484;0,000;-0,006;0,006;6,550;1,484;0,000;-0,006;0,006;6,550;0,192;0,000;-0,006;0,006;6,550;-2,705;-0,017;-0,006;0,006;6,550;-2,513;-0,017;-0,006;0,006;6,550;-1,902;-0,017;-0,006;0,006;6,550;-2,409;-0,017;-0,006;0,006;6,550;1,763;0,000;-0,006;0,006
6,600;-0,035;0,000;-0,005;0,006;6,600;0,157;0,000;-0,006;0,006;6,600;1,955;0,000;-0,006;0,006;6,600;0,925;0,000;-0,006;0,006;6,600;-0,349;0,000;-0,006;0,006;6,600;-2,478;-0,017;-0,006;0,006;6,600;-2,217;-0,017;-0,006;0,006;6,600;-2,025;-0,017;-0,006;0,006;6,600;-2,269;-0,017;-0,006;0,006;6,600;1,204;0,000;-0,006;0,006
6,650;-0,506;0,000;-0,006;0,006;6,650;-0,401;0,000;-0,006;0,006;6,650;2,304;0,000;-0,006;0,006;6,650;0,332;0,000;-0,006;0,006;6,650;-0,890;0,000;-0,006;0,006;6,650;-2,129;-0,017;-0,006;0,006;6,650;-1,850;-0,017;-0,006;0,006;6,650;-2,025;-0,017;-0,006;0,006;6,650;-2,042;-0,017;-0,006;0,006;6,650;0,593;0,000;-0,006;0,006
6,700;-0,942;0,000;-0,006;0,006;6,700;-0,942;0,000;-0,006;0,006;6,700;2,548;0,000;-0,006;0,006;6,700;-0,262;0,000;-0,006;0,006;6,700;-1,361;0,000;-0,006;0,006;6,700;-1,676;-0,017;-0,006;0,006;6,700;-1,396;-0,017;-0,006;0,006;6,700;-1,920;-0,017;-0,006;0,006;6,700;-1,728;-0,017;-0,006;0,006;6,700;-0,052;0,000;-0,006;0,006
6,750;-1,326;0,000;-0,006;0,006;6,750;-1,431;0,000;-0,006;0,006;6,750;2,653;0,000;-0,006;0,006;6,750;-0,855;0,000;-0,006;0,006;6,750;-1,780;-0,017;-0,006;0,006;6,750;-1,152;-0,017;-0,006;0,006;6,750;-0,890;-0,017;-0,006;0,006;6,750;-1,728;-0,017;-0,006;0,006;6,750;-1,326;-0,017;-0,006;0,006;6,750;-0,681;0,000;-0,006;0,006
6,800;-1,641;-0,017;-0,006;0,006;6,800;-1,850;-0,017;-0,006;0,006;6,800;2,601;0,000;-0,006;0,006;6,800;-1,396;0,000;-0,006;0,006;6,800;-2,112;-0,017;-0,006;0,006;6,800;-0,593;-0,017;-0,006;0,006;6,800;-0,349;0,000;-0,006;0,006;6,800;-1,466;-0,017;-0,006;0,006;6,800;-0,873;-0,017;-0,006;0,006;6,800;-1,274;0,000;-0,006;0,006
6,850;-1,868;-0,017;-0,006;0,006;6,850;-2,164;-0,017;-0,006;0,006;6,850;2,409;0,000;-0,006;0,006;6,850;-1,868;-0,017;-0,006;0,006;6,850;-2,321;-0,017;-0,006;0,006;6,850;0,000;0,000;-0,006;0,006;6,850;0,209;0,000;-0,006;0,006;6,850;-1,134;-0,017;-0,006;0,006;6,850;-0,384;0,000;-0,006;0,006;6,850;-1,798;-0,017;-0,006;0,006
6,900;-2,007;-0,017;-0,006;0,006;6,900;-2,374;-0,017;-0,006;0,006;6,900;2,112;0,000;-0,006;0,006;6,900;-2,251;-0,017;-0,006;0,006;6,900;-2,426;-0,017;-0,006;0,006;6,900;0,576;0,000;-0,006;0,006;6,900;0,733;0,000;-0,006;0,006;6,900;-0,768;-0,017;-0,006;0,006;6,900;0,105;0,000;-0,006;0,006;6,900;-2,234;-0,017;-0,006;0,006
6,950;-2,025;-0,017;-0,006;0,006;6,950;-2,461;-0,017;-0,006;0,006;6,950;1,710;0,000;-0,006;0,006;6,950;-2,513;-0,017;-0,006;0,006;6,950;-2,391;-0,017;-0,006;0,006;6,950;1,117;0,000;-0,006;0,006;6,950;1,222;0,000;-0,006;0,006;6,950;-0,367;-0,017;-0,006;0,006;6,950;0,593;0,000;-0,006;0,006;6,950;-2,566;-0,017;-0,006;0,006
7,000;-1,937;-0,017;-0,006;0,006;7,000;-2,426;-0,017;-0,006;0,006;7,000;1,239;0,000;-0,006;0,006;7,000;-2,635;-0,017;-0,006;0,006;7,000;-2,251;-0,017;-0,006;0,006;7,000;1,606;0,000;-0,006;0,006;7,000;1,623;0,000;-0,006;0,006;7,000;0,052;0,000;-0,006;0,006;7,000;1,047;0,000;-0,006;0,006;7,000;-2,758;-0,017;-0,006;0,006
7,050;-1,763;-0,017;-0,006;0,006;7,050;-2,251;-0,017;-0,006;0,006;7,050;0,698;0,000;-0,006;0,006;7,050;-2,635;-0,017;-0,006;0,006;7,050;-2,007;-0,017;-0,006;0,006;7,050;2,007;0,000;-0,006;0,006;7,050;1,937;0,000;-0,006;0,006;7,050;0,454;0,000;-0,006;0,006;7,050;1,431;0,000;-0,006;0,006;7,050;-2,793;-0,017;-0,006;0,006
7,100;-1,501;-0,017;-0,006;0,006;7,100;-1,990;-0,017;-0,006;0,006;7,100;0,122;0,000;-0,006;0,006;7,100;-2,478;-0,017;-0,006;0,006;7,100;-1,676;-0,017;-0,006;0,006;7,100;2,304;0,000;-0,006;0,006;7,100;2,164;0,000;-0,006;0,006;7,100;0,838;0,000;-0,006;0,006;7,100;1,745;0,000;-0,006;0,006;7,100;-2,705;-0,017;-0,006;0,006
7,150;-1,187;-0,017;-0,006;0,006;7,150;-1,623;-0,017;-0,006;0,006;7,150;-0,436;0,000;-0,006;0,006;7,150;-2,234;-0,017;-0,006;0,006;7,150;-1,274;-0,017;-0,006;0,006;7,150;2,478;0,000;-0,006;0,006;7,150;2,251;0,000;-0,006;0,006;7,150;1,169;0,000;-0,006;0,006;7,150;1,972;0,000;-0,006;0,006;7,150;-2,478;-0,017;-0,006;0,006
7,200;-0,803;0,000;-0,005;0,006;7,200;-1,204;-0,017;-0,006;0,006;7,200;-0,977;0,000;-0,006;0,006;7,200;-1,885;-0,017;-0,006;0,006;7,200;-0,803;-0,017;-0,006;0,006;7,200;2,513;0,000;-0,006;0,006;7,200;2,234;0,000;-0,006;0,006;7,200;1,431;0,000;-0,006;0,006;7,200;2,094;0,000;-0,006;0,006;7,200;-2,147;-0,017;-0,006;0,006
7,250;-0,384;0,000;-0,006;0,006;7,250;-0,716;-0,017;-0,006;0,006;7,250;-1,466;0,000;-0,006;0,006;7,250;-1,449;-0,017;-0,006;0,006;7,250;-0,314;0,000;-0,006;0,006;7,250;2,426;0,000;-0,006;0,006;7,250;2,094;0,000;-0,006;0,006;7,250;1,623;0,000;-0,006;0,006;7,250;2,094;0,000;-0,006;0,006;7,250;-1,710;-0,017;-0,006;0,006
7,300;0,052;0,000;-0,006;0,006;7,300;-0,209;-0,017;-0,006;0,006;7,300;-1,885;-0,017;-0,006;0,006;7,300;-0,960;-0,017;-0,006;0,006;7,300;0,192;0,000;-0,006;0,006;7,300;2,217;0,000;-0,006;0,006;7,300;1,850;0,000;-0,006;0,006;7,300;1,710;0,000;-0,006;0,006;7,300;1,990;0,000;-0,006;0,006;7,300;-1,204;-0,017;-0,006;0,006
7,350;0,471;0,000;-0,006;0,006;7,350;0,314;0,000;-0,006;0,006;7,350;-2,199;-0,017;-0,006;0,006;7,350;-0,436;-0,017;-0,006;0,006;7,350;0,681;0,000;-0,006;0,006;7,350;1,902;0,000;-0,006;0,006;7,350;1,518;0,000;-0,006;0,006;7,350;1,728;0,000;-0,006;0,006;7,350;1,798;0,000;-0,006;0,006;7,350;-0,646;0,000;-0,006;0,006
7,400;0,873;0,000;-0,006;0,006;7,400;0,803;0,000;-0,006;0,006;7,400;-2,409;-0,017;-0,006;0,006;7,400;0,105;0,000;-0,006;0,006;7,400;1,117;0,000;-0,006;0,006;7,400;1,501;0,000;-0,006;0,006;7,400;1,100;0,000;-0,006;0,006;7,400;1,658;0,000;-0,006;0,006;7,400;1,536;0,000;-0,006;0,006;7,400;-0,070;0,000;-0,006;0,006
7,450;1,222;0,000;-0,006;0,006;7,450;1,257;0,000;-0,006;0,006;7,450;-2,478;-0,017;-0,006;0,006;7,450;0,628;0,000;-0,006;0,006;7,450;1,501;0,000;-0,006;0,006;7,450;1,030;0,000;-0,006;0,006;7,450;0,646;0,000;-0,006;0,006;7,450;1,484;0,000;-0,006;0,006;7,450;1,187;0,000;-0,006;0,006;7,450;0,506;0,000;-0,006;0,006
7,500;1,518;0,000;-0,006;0,006;7,500;1,641;0,000;-0,006;0,006;7,500;-2,409;-0,017;-0,006;0,006;7,500;1,117;0,000;-0,006;0,006;7,500;1,798;0,000;-0,006;0,006;7,500;0,506;0,000;-0,006;0,006;7,500;0,157;0,000;-0,006;0,006;7,500;1,274;0,000;-0,006;0,006;7,500;0,785;0,000;-0,006;0,006;7,500;1,047;0,000;-0,006;0,006
7,550;1,728;0,000;-0,006;0,006;7,550;1,920;0,000;-0,006;0,006;7,550;-2,234;-0,017;-0,006;0,006;7,550;1,536;0,000;-0,006;0,006;7,550;2,007;0,000;-0,006;0,006;7,550;-0,017;0,000;-0,006;0,006;7,550;-0,349;0,000;-0,006;0,006;7,550;0,977;0,000;-0,006;0,006;7,550;0,349;0,000;-0,006;0,006;7,550;1,536;0,000;-0,006;0,006
7,600;1,850;0,000;-0,006;0,006;7,600;2,112;0,000;-0,006;0,006;7,600;-1,955;-0,017;-0,006;0,006;7,600;1,885;0,000;-0,006;0,006;7,600;2,094;0,000;-0,006;0,006;7,600;-0,559;0,000;-0,006;0,006;7,600;-0,820;0,000;-0,006;0,006;7,600;0,663;0,000;-0,006;0,006;7,600;-0,087;0,000;-0,006;0,006;7,600;1,937;0,000;-0,006;0,006
7,650;1,885;0,000;-0,006;0,006;7,650;2,199;0,000;-0,006;0,006;7,650;-1,588;-0,017;-0,006;0,006;7,650;2,129;0,000;-0,006;0,006;7,650;2,094;0,000;-0,006;0,006;7,650;-1,065;0,000;-0,006;0,006;7,650;-1,257;0,000;-0,006;0,006;7,650;0,314;0,000;-0,006;0,006;7,650;-0,524;0,000;-0,006;0,006;7,650;2,234;0,000;-0,006;0,006
7,700;1,815;0,000;-0,005;0,006;7,700;2,164;0,000;-0,006;0,006;7,700;-1,152;-0,017;-0,006;0,006;7,700;2,251;0,000;-0,006;0,006;7,700;1,972;0,000;-0,006;0,006;7,700;-1,501;-0,017;-0,006;0,006;7,700;-1,641;0,000;-0,006;0,006;7,700;-0,052;0,000;-0,006;0,006;7,700;-0,942;0,000;-0,006;0,006;7,700;2,426;0,000;-0,006;0,006
7,750;1,658;0,000;-0,005;0,006;7,750;2,025;0,000;-0,006;0,006;7,750;-0,663;-0,017;-0,006;0,006;7,750;2,269;0,000;-0,006;0,006;7,750;1,763;0,000;-0,006;0,006;7,750;-1,868;-0,017;-0,006;0,006;7,750;-1,937;-0,017;-0,006;0,006;7,750;-0,419;0,000;-0,006;0,006;7,750;-1,309;0,000;-0,006;0,006;7,750;2,478;0,000;-0,006;0,006
7,800;1,431;0,000;-0,006;0,006;7,800;1,780;0,000;-0,006;0,006;7,800;-0,157;0,000;-0,006;0,006;7,800;2,164;0,000;-0,006;0,006;7,800;1,466;0,000;-0,006;0,006;7,800;-2,147;-0,017;-0,006;0,006;7,800;-2,129;-0,017;-0,006;0,006;7,800;-0,750;0,000;-0,006;0,006;7,800;-1,588;-0,017;-0,006;0,006;7,800;2,391;0,000;-0,006;0,006
7,850;1,152;0,000;-0,005;0,006;7,850;1,466;0,000;-0,006;0,006;7,850;0,367;0,000;-0,006;0,006;7,850;1,955;0,000;-0,006;0,006;7,850;1,100;0,000;-0,006;0,006;7,850;-2,304;-0,017;-0,006;0,006;7,850;-2,234;-0,017;-0,006;0,006;7,850;-1,047;0,000;-0,006;0,006;7,850;-1,815;-0,017;-0,006;0,006;7,850;2,217;0,000;-0,006;0,006
7,900;0,803;0,000;-0,006;0,006;7,900;1,082;0,000;-0,006;0,006;7,900;0,855;0,000;-0,006;0,006;7,900;1,658;0,000;-0,006;0,006;7,900;0,681;0,000;-0,006;0,006;7,900;-2,356;-0,017;-0,006;0,006;7,900;-2,217;-0,017;-0,006;0,006;7,900;-1,292;0,000;-0,006;0,006;7,900;-1,937;-0,017;-0,006;0,006;7,900;1,920;0,000;-0,006;0,006
7,950;0,436;0,000;-0,006;0,006;7,950;0,646;0,000;-0,006;0,006;7,950;1,292;0,000;-0,006;0,006;7,950;1,292;0,000;-0,006;0,006;7,950;0,244;0,000;-0,006;0,006;7,950;-2,269;-0,017;-0,006;0,006;7,950;-2,094;-0,017;-0,006;0,006;7,950;-1,466;-0,017;-0,006;0,006;7,950;-1,955;-0,017;-0,006;0,006;7,950;1,536;0,000;-0,006;0,006
8,000;0,070;0,000;-0,006;0,006;8,000;0,192;0,000;-0,006;0,006;8,000;1,658;0,000;-0,006;0,006;8,000;0,873;0,000;-0,006;0,006;8,000;-0,209;0,000;-0,006;0,006;8,000;-2,077;-0,017;-0,006;0,006;8,000;-1,885;-0,017;-0,006;0,006;8,000;-1,571;-0,017;-0,006;0,006;8,000;-1,885;-0,017;-0,006;0,006;8,000;1,082;0,000;-0,006;0,006
8,050;-0,314;0,000;-0,006;0,006;8,050;-0,279;0,000;-0,006;0,006;8,050;1,937;0,000;-0,006;0,006;8,050;0,401;0,000;-0,006;0,006;8,050;-0,646;0,000;-0,006;0,006;8,050;-1,798;-0,017;-0,006;0,006;8,050;-1,606;-0,017;-0,006;0,006;8,050;-1,606;-0,017;-0,006;0,006;8,050;-1,728;-0,017;-0,006;0,006;8,050;0,576;0,000;-0,006;0,006
8,100;-0,663;0,000;-0,006;0,006;8,100;-0,733;0,000;-0,006;0,006;8,100;2,129;0,000;-0,006;0,006;8,100;-0,087;0,000;-0,006;0,006;8,100;-1,047;0,000;-0,006;0,006;8,100;-1,449;-0,017;-0,006;0,006;8,100;-1,239;-0,017;-0,006;0,006;8,100;-1,553;-0,017;-0,006;0,006;8,100;-1,484;-0,017;-0,006;0,006;8,100;0,052;0,000;-0,006;0,006
8,150;-0,995;0,000;-0,006;0,006;8,150;-1,134;0,000;-0,006;0,006;8,150;2,199;0,000;-0,006;0,006;8,150;-0,559;0,000;-0,006;0,006;8,150;-1,396;0,000;-0,006;0,006;8,150;-1,012;-0,017;-0,006;0,006;8,150;-0,838;-0,017;-0,006;0,006;8,150;-1,431;-0,017;-0,006;0,006;8,150;-1,187;-0,017;-0,006;0,006;8,150;-0,471;0,000;-0,006;0,006
8,200;-1,257;0,000;-0,006;0,006;8,200;-1,484;-0,017;-0,006;0,006;8,200;2,147;0,000;-0,006;0,006;8,200;-0,995;0,000;-0,006;0,006;8,200;-1,676;0,000;-0,006;0,006;8,200;-0,559;0,000;-0,006;0,006;8,200;-0,401;-0,017;-0,006;0,006;8,200;-1,257;-0,017;-0,006;0,006;8,200;-0,838;-0,017;-0,006;0,006;8,200;-0,960;0,000;-0,006;0,006
8,250;-1,449;0,000;-0,006;0,006;8,250;-1,763;-0,017;-0,006;0,006;8,250;1,990;0,000;-0,006;0,006;8,250;-1,396;0,000;-0,006;0,006;8,250;-1,868;-0,017;-0,006;0,006;8,250;-0,070;0,000;-0,006;0,006;8,250;0,035;0,000;-0,006;0,006;8,250;-1,012;-0,017;-0,006;0,006;8,250;-0,454;-0,017;-0,006;0,006;8,250;-1,414;0,000;-0,006;0,006
8,300;-1,571;-0,017;-0,005;0,006;8,300;-1,937;-0,017;-0,006;0,006;8,300;1,745;0,000;-0,006;0,006;8,300;-1,710;0,000;-0,006;0,006;8,300;-1,972;-0,017;-0,006;0,006;8,300;0,419;0,000;-0,006;0,006;8,300;0,471;0,000;-0,006;0,006;8,300;-0,750;-0,017;-0,006;0,006;8,300;-0,052;0,000;-0,006;0,006;8,300;-1,780;-0,017;-0,006;0,006
