"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
5,300;-0,960;0,000;-0,005;0,006;5,300;-0,070;0,000;-0,005;0,006;5,300;0,628;0,000;-0,005;0,006;5,300;-1,187;0,000;-0,005;0,006;5,300;0,262;0,000;-0,005;0,006;5,300;-0,035;0,000;-0,005;0,006;5,300;2,513;0,017;-0,005;0,006;5,300;-1,850;-0,017;-0,005;0,006;5,300;-2,234;-0,017;-0,005;0,006;5,300;-0,995;0,000;-0,005;0,006
5,350;-0,925;0,000;-0,005;0,006;5,350;0,122;0,000;-0,005;0,006;5,350;0,873;0,000;-0,005;0,006;5,350;-1,152;0,000;-0,005;0,006;5,350;0,454;0,000;-0,005;0,006;5,350;0,157;0,000;-0,005;0,006;5,350;2,356;0,017;-0,006;0,006;5,350;-1,466;-0,017;-0,005;0,006;5,350;-1,955;-0,017;-0,005;0,006;5,350;-1,501;-0,017;-0,005;0,006
5,400;-0,838;0,000;-0,005;0,006;5,400;0,297;0,000;-0,005;0,006;5,400;1,082;0,000;-0,005;0,006;5,400;-1,047;0,000;-0,005;0,006;5,400;0,593;0,000;-0,005;0,006;5,400;0,332;0,000;-0,005;0,006;5,400;2,094;0,017;-0,006;0,006;5,400;-1,012;-0,017;-0,005;0,006;5,400;-1,571;-0,017;-0,005;0,006;5,400;-1,937;-0,017;-0,005;0,006
5,450;-0,698;0,000;-0,005;0,006;5,450;0,471;0,000;-0,005;0,006;5,450;1,274;0,000;-0,005;0,006;5,450;-0,908;0,000;-0,005;0,006;5,450;0,716;0,000;-0,005;0,006;5,450;0,524;0,000;-0,005;0,006;5,450;1,745;0,017;-0,005;0,006;5,450;-0,524;0,000;-0,005;0,006;5,450;-1,134;-0,017;-0,005;0,006;5,450;-2,269;-0,017;-0,005;0,006
5,500;-0,541;0,000;-0,005;0,006;5,500;0,646;0,000;-0,005;0,006;5,500;1,396;0,000;-0,005;0,006;5,500;-0,733;0,000;-0,005;0,006;5,500;0,768;0,000;-0,005;0,006;5,500;0,698;0,000;-0,005;0,006;5,500;1,292;0,017;-0,005;0,006;5,500;-0,017;0,000;-0,005;0,006;5,500;-0,663;-0,017;-0,006;0,006;5,500;-2,496;-0,017;-0,005;0,006
5,550;-0,332;0,000;-0,005;0,006;5,550;0,785;0,000;-0,005;0,006;5,550;1,484;0,000;-0,005;0,006;5,550;-0,541;0,000;-0,005;0,006;5,550;0,768;0,000;-0,005;0,006;5,550;0,838;0,000;-0,005;0,006;5,550;0,785;0,017;-0,005;0,006;5,550;0,489;0,000;-0,005;0,006;5,550;-0,140;0,000;-0,005;0,006;5,550;-2,583;-0,017;-0,005;0,006
5,600;-0,105;0,000;-0,005;0,006;5,600;0,908;0,000;-0,005;0,006;5,600;1,518;0,000;-0,005;0,006;5,600;-0,314;0,000;-0,005;0,006;5,600;0,733;0,000;-0,005;0,006;5,600;0,960;0,000;-0,006;0,006;5,600;0,244;0,017;-0,005;0,006;5,600;0,960;0,000;-0,005;0,006;5,600;0,367;0,000;-0,006;0,006;5,600;-2,531;-0,017;-0,005;0,006
5,650;0,122;0,000;-0,005;0,006;5,650;0,995;0,000;-0,005;0,006;5,650;1,501;0,000;-0,005;0,006;5,650;-0,087;0,000;-0,005;0,006;5,650;0,663;0,000;-0,005;0,006;5,650;1,047;0,000;-0,005;0,006;5,650;-0,297;0,017;-0,005;0,006;5,650;1,379;0,000;-0,005;0,006;5,650;0,855;0,000;-0,005;0,006;5,650;-2,374;-0,017;-0,005;0,006
5,700;0,367;0,000;-0,005;0,006;5,700;1,047;0,000;-0,005;0,006;5,700;1,431;0,000;-0,005;0,006;5,700;0,157;0,000;-0,005;0,006;5,700;0,576;0,000;-0,005;0,006;5,700;1,100;0,000;-0,005;0,006;5,700;-0,838;0,017;-0,005;0,006;5,700;1,710;0,000;-0,005;0,006;5,700;1,292;0,000;-0,005;0,006;5,700;-2,077;-0,017;-0,005;0,006
5,750;0,576;0,000;-0,005;0,006;5,750;1,047;0,000;-0,005;0,006;5,750;1,309;0,000;-0,005;0,006;5,750;0,367;0,000;-0,005;0,006;5,750;0,471;0,000;-0,005;0,006;5,750;1,117;0,000;-0,005;0,006;5,750;-1,309;0,017;-0,005;0,006;5,750;1,955;0,000;-0,005;0,006;5,750;1,676;0,000;-0,005;0,006;5,750;-1,710;-0,017;-0,005;0,006
5,800;0,768;0,000;-0,005;0,006;5,800;1,012;0,000;-0,005;0,006;5,800;1,152;0,000;-0,005;0,006;5,800;0,559;0,000;-0,005;0,006;5,800;0,349;0,000;-0,005;0,006;5,800;1,082;0,000;-0,005;0,006;5,800;-1,728;0,000;-0,005;0,006;5,800;2,094;0,000;-0,005;0,006;5,800;1,955;0,000;-0,005;0,006;5,800;-1,274;-0,017;-0,005;0,006
5,850;0,942;0,000;-0,005;0,006;5,850;0,960;0,000;-0,005;0,006;5,850;0,995;0,000;-0,005;0,006;5,850;0,716;0,000;-0,005;0,006;5,850;0,209;0,000;-0,005;0,006;5,850;1,030;0,000;-0,005;0,006;5,850;-2,059;0,000;-0,005;0,006;5,850;2,129;0,000;-0,005;0,006;5,850;2,129;0,000;-0,005;0,006;5,850;-0,768;-0,017;-0,005;0,006
5,900;1,065;0,000;-0,005;0,006;5,900;0,873;0,000;-0,005;0,006;5,900;0,803;0,000;-0,005;0,006;5,900;0,838;0,000;-0,005;0,006;5,900;0,087;0,000;-0,005;0,006;5,900;0,942;0,000;-0,005;0,006;5,900;-2,286;0,000;-0,005;0,006;5,900;2,059;0,000;-0,005;0,006;5,900;2,199;0,000;-0,006;0,006;5,900;-0,244;0,000;-0,005;0,006
5,950;1,134;0,000;-0,005;0,006;5,950;0,768;0,000;-0,005;0,006;5,950;0,611;0,000;-0,005;0,006;5,950;0,908;0,000;-0,005;0,006;5,950;-0,035;0,000;-0,005;0,006;5,950;0,838;0,000;-0,005;0,006;5,950;-2,391;0,000;-0,005;0,006;5,950;1,868;0,000;-0,005;0,006;5,950;2,147;0,000;-0,005;0,006;5,950;0,279;0,000;-0,005;0,006
6,000;1,169;0,000;-0,005;0,006;6,000;0,646;0,000;-0,005;0,006;6,000;0,419;0,000;-0,005;0,006;6,000;0,925;0,000;-0,005;0,006;6,000;-0,140;0,000;-0,005;0,006;6,000;0,716;0,000;-0,005;0,006;6,000;-2,374;0,000;-0,005;0,006;6,000;1,606;0,000;-0,005;0,006;6,000;2,007;0,000;-0,005;0,006;6,000;0,785;0,000;-0,005;0,006
6,050;1,134;0,000;-0,005;0,006;6,050;0,506;0,000;-0,005;0,006;6,050;0,227;0,000;-0,005;0,006;6,050;0,890;0,000;-0,005;0,006;6,050;-0,244;0,000;-0,005;0,006;6,050;0,593;0,000;-0,005;0,006;6,050;-2,234;0,000;-0,005;0,006;6,050;1,274;0,000;-0,005;0,006;6,050;1,745;0,000;-0,005;0,006;6,050;1,257;0,000;-0,005;0,006
6,100;1,065;0,000;-0,005;0,006;6,100;0,384;0,000;-0,005;0,006;6,100;0,070;0,000;-0,005;0,006;6,100;0,803;0,000;-0,005;0,006;6,100;-0,314;0,000;-0,005;0,006;6,100;0,454;0,000;-0,006;0,006;6,100;-1,990;0,000;-0,005;0,006;6,100;0,873;0,000;-0,006;0,006;6,100;1,431;0,000;-0,005;0,006;6,100;1,658;0,000;-0,005;0,006
6,150;0,960;0,000;-0,005;0,006;6,150;0,244;0,000;-0,005;0,006;6,150;-0,087;0,000;-0,005;0,006;6,150;0,681;0,000;-0,005;0,006;6,150;-0,367;0,000;-0,005;0,006;6,150;0,314;0,000;-0,005;0,006;6,150;-1,658;0,000;-0,005;0,006;6,150;0,436;0,000;-0,005;0,006;6,150;1,030;0,000;-0,005;0,006;6,150;1,955;0,000;-0,005;0,006
6,200;0,820;0,000;-0,005;0,006;6,200;0,122;0,000;-0,005;0,006;6,200;-0,192;0,000;-0,005;0,006;6,200;0,541;0,000;-0,005;0,006;6,200;-0,384;0,000;-0,005;0,006;6,200;0,192;0,000;-0,005;0,006;6,200;-1,239;0,000;-0,005;0,006;6,200;-0,035;0,000;-0,005;0,006;6,200;0,576;0,000;-0,005;0,006;6,200;2,164;0,000;-0,005;0,006
6,250;0,663;0,000;-0,005;0,006;6,250;0,017;0,000;-0,005;0,006;6,250;-0,279;0,000;-0,005;0,006;6,250;0,384;0,000;-0,005;0,006;6,250;-0,384;0,000;-0,005;0,006;6,250;0,087;0,000;-0,005;0,006;6,250;-0,785;0,000;-0,005;0,006;6,250;-0,471;0,000;-0,005;0,006;6,250;0,122;0,000;-0,006;0,006;6,250;2,251;0,000;-0,005;0,006
6,300;0,489;0,000;-0,005;0,006;6,300;-0,070;0,000;-0,005;0,006;6,300;-0,314;0,000;-0,005;0,006;6,300;0,209;0,000;-0,005;0,006;6,300;-0,367;0,000;-0,005;0,006;6,300;-0,017;0,000;-0,005;0,006;6,300;-0,297;0,017;-0,005;0,006;6,300;-0,908;0,000;-0,005;0,006;6,300;-0,349;0,000;-0,005;0,006;6,300;2,234;0,000;-0,005;0,006
6,350;0,332;0,000;-0,005;0,006;6,350;-0,122;0,000;-0,005;0,006;6,350;-0,314;0,000;-0,005;0,006;6,350;0,035;0,000;-0,005;0,006;6,350;-0,314;0,000;-0,005;0,006;6,350;-0,087;0,000;-0,005;0,006;6,350;0,209;0,017;-0,005;0,006;6,350;-1,292;0,000;-0,005;0,006;6,350;-0,785;0,000;-0,005;0,006;6,350;2,094;0,000;-0,005;0,006
6,400;0,157;0,000;-0,005;0,006;6,400;-0,157;0,000;-0,005;0,006;6,400;-0,262;0,000;-0,005;0,006;6,400;-0,157;0,000;-0,005;0,006;6,400;-0,244;0,000;-0,005;0,006;6,400;-0,122;0,000;-0,006;0,006;6,400;0,698;0,017;-0,005;0,006;6,400;-1,606;0,000;-0,005;0,006;6,400;-1,187;0,000;-0,005;0,006;6,400;1,868;0,000;-0,005;0,006
6,450;-0,017;0,000;-0,005;0,006;6,450;-0,157;0,000;-0,005;0,006;6,450;-0,192;0,000;-0,005;0,006;6,450;-0,314;0,000;-0,005;0,006;6,450;-0,175;0,000;-0,005;0,006;6,450;-0,140;0,000;-0,005;0,006;6,450;1,134;0,017;-0,005;0,006;6,450;-1,833;-0,017;-0,005;0,006;6,450;-1,536;0,000;-0,006;0,006;6,450;1,571;0,000;-0,005;0,006
6,500;-0,175;0,000;-0,005;0,006;6,500;-0,140;0,000;-0,005;0,006;6,500;-0,087;0,000;-0,005;0,006;6,500;-0,471;0,000;-0,005;0,006;6,500;-0,105;0,000;-0,005;0,006;6,500;-0,122;0,000;-0,006;0,006;6,500;1,501;0,017;-0,005;0,006;6,500;-1,990;-0,017;-0,005;0,006;6,500;-1,798;-0,017;-0,005;0,006;6,500;1,187;0,000;-0,005;0,006
6,550;-0,297;0,000;-0,005;0,006;6,550;-0,087;0,000;-0,005;0,006;6,550;0,035;0,000;-0,005;0,006;6,550;-0,593;0,000;-0,005;0,006;6,550;-0,017;0,000;-0,005;0,006;6,550;-0,087;0,000;-0,005;0,006;6,550;1,798;0,017;-0,005;0,006;6,550;-2,025;-0,017;-0,005;0,006;6,550;-1,955;-0,017;-0,005;0,006;6,550;0,750;0,000;-0,005;0,006
6,600;-0,401;0,000;-0,005;0,006;6,600;-0,035;0,000;-0,005;0,006;6,600;0,175;0,000;-0,005;0,006;6,600;-0,681;0,000;-0,005;0,006;6,600;0,052;0,000;-0,005;0,006;6,600;-0,017;0,000;-0,005;0,006;6,600;1,972;0,017;-0,005;0,006;6,600;-1,955;-0,017;-0,005;0,006;6,600;-2,025;-0,017;-0,005;0,006;6,600;0,279;0,000;-0,005;0,006
6,650;-0,471;0,000;-0,005;0,006;6,650;0,052;0,000;-0,005;0,006;6,650;0,314;0,000;-0,005;0,006;6,650;-0,733;0,000;-0,005;0,006;6,650;0,105;0,000;-0,005;0,006;6,650;0,052;0,000;-0,005;0,006;6,650;2,042;0,017;-0,005;0,006;6,650;-1,815;-0,017;-0,005;0,006;6,650;-1,990;-0,017;-0,005;0,006;6,650;-0,192;0,000;-0,005;0,006
6,700;-0,489;0,000;-0,005;0,006;6,700;0,140;0,000;-0,005;0,006;6,700;0,471;0,000;-0,005;0,006;6,700;-0,733;0,000;-0,005;0,006;6,700;0,157;0,000;-0,005;0,006;6,700;0,140;0,000;-0,005;0,006;6,700;1,990;0,017;-0,005;0,006;6,700;-1,571;-0,017;-0,005;0,006;6,700;-1,868;-0,017;-0,005;0,006;6,700;-0,646;0,000;-0,005;0,006
6,750;-0,489;0,000;-0,005;0,006;6,750;0,227;0,000;-0,005;0,006;6,750;0,611;0,000;-0,005;0,006;6,750;-0,716;0,000;-0,005;0,006;6,750;0,175;0,000;-0,005;0,006;6,750;0,244;0,000;-0,006;0,006;6,750;1,850;0,017;-0,005;0,006;6,750;-1,274;-0,017;-0,005;0,006;6,750;-1,658;-0,017;-0,005;0,006;6,750;-1,082;0,000;-0,005;0,006
6,800;-0,454;0,000;-0,005;0,006;6,800;0,314;0,000;-0,005;0,006;6,800;0,750;0,000;-0,005;0,006;6,800;-0,646;0,000;-0,005;0,006;6,800;0,192;0,000;-0,005;0,006;6,800;0,332;0,000;-0,005;0,006;6,800;1,623;0,017;-0,005;0,006;6,800;-0,925;-0,017;-0,005;0,006;6,800;-1,361;-0,017;-0,005;0,006;6,800;-1,449;0,000;-0,005;0,006
6,850;-0,384;0,000;-0,005;0,006;6,850;0,384;0,000;-0,005;0,006;6,850;0,855;0,000;-0,005;0,006;6,850;-0,559;0,000;-0,005;0,006;6,850;0,192;0,000;-0,005;0,006;6,850;0,419;0,000;-0,006;0,006;6,850;1,326;0,017;-0,005;0,006;6,850;-0,541;0,000;-0,005;0,006;6,850;-1,030;-0,017;-0,005;0,006;6,850;-1,745;-0,017;-0,005;0,006
6,900;-0,297;0,000;-0,005;0,006;6,900;0,454;0,000;-0,005;0,006;6,900;0,942;0,000;-0,005;0,006;6,900;-0,454;0,000;-0,005;0,006;6,900;0,175;0,000;-0,005;0,006;6,900;0,489;0,000;-0,005;0,006;6,900;0,977;0,017;-0,005;0,006;6,900;-0,122;0,000;-0,005;0,006;6,900;-0,628;-0,017;-0,005;0,006;6,900;-1,955;-0,017;-0,005;0,006
6,950;-0,175;0,000;-0,005;0,006;6,950;0,506;0,000;-0,005;0,006;6,950;0,995;0,000;-0,005;0,006;6,950;-0,332;0,000;-0,005;0,006;6,950;0,157;0,000;-0,005;0,006;6,950;0,559;0,000;-0,006;0,006;6,950;0,576;0,017;-0,005;0,006;6,950;0,279;0,000;-0,005;0,006;6,950;-0,209;0,000;-0,005;0,006;6,950;-2,059;-0,017;-0,005;0,006
7,000;-0,052;0,000;-0,005;0,006;7,000;0,541;0,000;-0,005;0,006;7,000;0,995;0,000;-0,005;0,006;7,000;-0,192;0,000;-0,005;0,006;7,000;0,122;0,000;-0,005;0,006;7,000;0,593;0,000;-0,005;0,006;7,000;0,175;0,017;-0,005;0,006;7,000;0,663;0,000;-0,005;0,006;7,000;0,209;0,000;-0,005;0,006;7,000;-2,059;-0,017;-0,005;0,006
7,050;0,087;0,000;-0,005;0,006;7,050;0,559;0,000;-0,005;0,006;7,050;0,977;0,000;-0,005;0,006;7,050;-0,052;0,000;-0,005;0,006;7,050;0,087;0,000;-0,005;0,006;7,050;0,628;0,000;-0,005;0,006;7,050;-0,244;0,017;-0,005;0,006;7,050;1,012;0,000;-0,005;0,006;7,050;0,611;0,000;-0,005;0,006;7,050;-1,972;-0,017;-0,005;0,006
7,100;0,227;0,000;-0,005;0,006;7,100;0,541;0,000;-0,005;0,006;7,100;0,925;0,000;-0,005;0,006;7,100;0,070;0,000;-0,005;0,006;7,100;0,052;0,000;-0,005;0,006;7,100;0,628;0,000;-0,005;0,006;7,100;-0,646;0,017;-0,005;0,006;7,100;1,309;0,000;-0,005;0,006;7,100;0,977;0,000;-0,005;0,006;7,100;-1,780;-0,017;-0,005;0,006
7,150;0,349;0,000;-0,005;0,006;7,150;0,524;0,000;-0,005;0,006;7,150;0,855;0,000;-0,005;0,006;7,150;0,175;0,000;-0,005;0,006;7,150;0,035;0,000;-0,005;0,006;7,150;0,611;0,000;-0,005;0,006;7,150;-1,012;0,017;-0,005;0,006;7,150;1,518;0,000;-0,005;0,006;7,150;1,292;0,000;-0,005;0,006;7,150;-1,518;-0,017;-0,005;0,006
7,200;0,471;0,000;-0,005;0,006;7,200;0,489;0,000;-0,005;0,006;7,200;0,785;0,000;-0,005;0,006;7,200;0,262;0,000;-0,005;0,006;7,200;0,000;0,000;-0,005;0,006;7,200;0,576;0,000;-0,005;0,006;7,200;-1,326;0,017;-0,005;0,006;7,200;1,658;0,000;-0,005;0,006;7,200;1,536;0,000;-0,005;0,006;7,200;-1,169;-0,017;-0,005;0,006
7,250;0,559;0,000;-0,005;0,006;7,250;0,454;0,000;-0,005;0,006;7,250;0,681;0,000;-0,005;0,006;7,250;0,332;0,000;-0,005;0,006;7,250;-0,017;0,000;-0,005;0,006;7,250;0,541;0,000;-0,006;0,006;7,250;-1,571;0,017;-0,005;0,006;7,250;1,710;0,000;-0,005;0,006;7,250;1,710;0,000;-0,005;0,006;7,250;-0,785;-0,017;-0,005;0,006
7,300;0,646;0,000;-0,005;0,006;7,300;0,401;0,000;-0,005;0,006;7,300;0,576;0,000;-0,005;0,006;7,300;0,349;0,000;-0,005;0,006;7,300;-0,035;0,000;-0,005;0,006;7,300;0,506;0,000;-0,005;0,006;7,300;-1,728;0,000;-0,005;0,006;7,300;1,658;0,000;-0,005;0,006;7,300;1,780;0,000;-0,005;0,006;7,300;-0,367;-0,017;-0,005;0,006
7,350;0,681;0,000;-0,005;0,006;7,350;0,367;0,000;-0,005;0,006;7,350;0,489;0,000;-0,005;0,006;7,350;0,367;0,000;-0,006;0,006;7,350;-0,035;0,000;-0,005;0,006;7,350;0,454;0,000;-0,005;0,006;7,350;-1,798;0,000;-0,005;0,006;7,350;1,536;0,000;-0,005;0,006;7,350;1,763;0,000;-0,005;0,006;7,350;0,052;0,000;-0,005;0,006
7,400;0,698;0,000;-0,005;0,006;7,400;0,314;0,000;-0,005;0,006;7,400;0,384;0,000;-0,005;0,006;7,400;0,332;0,000;-0,005;0,006;7,400;-0,035;0,000;-0,005;0,006;7,400;0,419;0,000;-0,005;0,006;7,400;-1,780;0,000;-0,005;0,006;7,400;1,326;0,000;-0,005;0,006;7,400;1,658;0,000;-0,005;0,006;7,400;0,471;0,000;-0,005;0,006
7,450;0,698;0,000;-0,005;0,006;7,450;0,279;0,000;-0,005;0,006;7,450;0,297;0,000;-0,005;0,006;7,450;0,297;0,000;-0,005;0,006;7,450;-0,017;0,000;-0,005;0,006;7,450;0,367;0,000;-0,005;0,006;7,450;-1,676;0,000;-0,005;0,006;7,450;1,065;0,000;-0,005;0,006;7,450;1,466;0,000;-0,005;0,006;7,450;0,873;0,000;-0,005;0,006
7,500;0,646;0,000;-0,005;0,006;7,500;0,262;0,000;-0,005;0,006;7,500;0,227;0,000;-0,005;0,006;7,500;0,244;0,000;-0,005;0,006;7,500;0,000;0,000;-0,005;0,006;7,500;0,332;0,000;-0,005;0,006;7,500;-1,501;0,000;-0,005;0,006;7,500;0,750;0,000;-0,005;0,006;7,500;1,222;0,000;-0,006;0,006;7,500;1,222;0,000;-0,005;0,006
7,550;0,593;0,000;-0,005;0,006;7,550;0,244;0,000;-0,005;0,006;7,550;0,175;0,000;-0,005;0,006;7,550;0,192;0,000;-0,005;0,006;7,550;0,000;0,000;-0,005;0,006;7,550;0,314;0,000;-0,005;0,006;7,550;-1,257;0,000;-0,005;0,006;7,550;0,401;0,000;-0,005;0,006;7,550;0,908;0,000;-0,005;0,006;7,550;1,501;0,000;-0,005;0,006
7,600;0,524;0,000;-0,005;0,006;7,600;0,244;0,000;-0,005;0,006;7,600;0,140;0,000;-0,005;0,006;7,600;0,122;0,000;-0,005;0,006;7,600;0,017;0,000;-0,005;0,006;7,600;0,297;0,000;-0,006;0,006;7,600;-0,960;0,000;-0,005;0,006;7,600;0,052;0,000;-0,005;0,006;7,600;0,559;0,000;-0,005;0,006;7,600;1,693;0,000;-0,005;0,006
7,650;0,436;0,000;-0,005;0,006;7,650;0,262;0,000;-0,005;0,006;7,650;0,122;0,000;-0,005;0,006;7,650;0,052;0,000;-0,005;0,006;7,650;0,035;0,000;-0,005;0,006;7,650;0,297;0,000;-0,005;0,006;7,650;-0,611;0,017;-0,005;0,006;7,650;-0,297;0,000;-0,005;0,006;7,650;0,192;0,000;-0,005;0,006;7,650;1,798;0,000;-0,005;0,006
7,700;0,332;0,000;-0,005;0,006;7,700;0,279;0,000;-0,005;0,006;7,700;0,140;0,000;-0,005;0,006;7,700;-0,017;0,000;-0,005;0,006;7,700;0,052;0,000;-0,005;0,006;7,700;0,314;0,000;-0,005;0,006;7,700;-0,244;0,017;-0,005;0,006;7,700;-0,646;0,000;-0,005;0,006;7,700;-0,175;0,000;-0,005;0,006;7,700;1,815;0,000;-0,005;0,006
7,750;0,227;0,000;-0,005;0,006;7,750;0,297;0,000;-0,005;0,006;7,750;0,175;0,000;-0,005;0,006;7,750;-0,070;0,000;-0,005;0,006;7,750;0,070;0,000;-0,005;0,006;7,750;0,332;0,000;-0,005;0,006;7,750;0,122;0,017;-0,005;0,006;7,750;-0,942;0,000;-0,005;0,006;7,750;-0,524;0,000;-0,005;0,006;7,750;1,745;0,000;-0,005;0,006
7,800;0,140;0,000;-0,005;0,006;7,800;0,314;0,000;-0,005;0,006;7,800;0,209;0,000;-0,005;0,006;7,800;-0,105;0,000;-0,005;0,006;7,800;0,070;0,000;-0,005;0,006;7,800;0,349;0,000;-0,006;0,006;7,800;0,489;0,017;-0,005;0,006;7,800;-1,204;0,000;-0,005;0,006;7,800;-0,855;0,000;-0,005;0,006;7,800;1,588;0,000;-0,005;0,006
7,850;0,052;0,000;-0,005;0,006;7,850;0,332;0,000;-0,005;0,006;7,850;0,262;0,000;-0,005;0,006;7,850;-0,140;0,000;-0,005;0,006;7,850;0,070;0,000;-0,005;0,006;7,850;0,367;0,000;-0,005;0,006;7,850;0,820;0,017;-0,005;0,006;7,850;-1,414;0,000;-0,005;0,006;7,850;-1,134;0,000;-0,005;0,006;7,850;1,344;0,000;-0,005;0,006
7,900;-0,035;0,000;-0,005;0,006;7,900;0,349;0,000;-0,005;0,006;7,900;0,314;0,000;-0,005;0,006;7,900;-0,157;0,000;-0,005;0,006;7,900;0,070;0,000;-0,005;0,006;7,900;0,384;0,000;-0,006;0,006;7,900;1,100;0,017;-0,005;0,006;7,900;-1,536;0,000;-0,005;0,006;7,900;-1,361;0,000;-0,005;0,006;7,900;1,065;0,000;-0,005;0,006
7,950;-0,087;0,000;-0,005;0,006;7,950;0,367;0,000;-0,005;0,006;7,950;0,384;0,000;-0,005;0,006;7,950;-0,175;0,000;-0,005;0,006;7,950;0,052;0,000;-0,005;0,006;7,950;0,384;0,000;-0,005;0,006;7,950;1,344;0,017;-0,005;0,006;7,950;-1,588;0,000;-0,005;0,006;7,950;-1,518;0,000;-0,005;0,006;7,950;0,716;0,000;-0,005;0,006
8,000;-0,122;0,000;-0,005;0,006;8,000;0,367;0,000;-0,005;0,006;8,000;0,454;0,000;-0,005;0,006;8,000;-0,157;0,000;-0,005;0,006;8,000;0,052;0,000;-0,005;0,006;8,000;0,401;0,000;-0,005;0,006;8,000;1,501;0,017;-0,005;0,006;8,000;-1,571;0,000;-0,005;0,006;8,000;-1,588;-0,017;-0,006;0,006;8,000;0,367;0,000;-0,005;0,006
8,050;-0,140;0,000;-0,005;0,006;8,050;0,384;0,000;-0,005;0,006;8,050;0,506;0,000;-0,005;0,006;8,050;-0,157;0,000;-0,005;0,006;8,050;0,035;0,000;-0,005;0,006;8,050;0,419;0,000;-0,006;0,006;8,050;1,571;0,017;-0,005;0,006;8,050;-1,466;-0,017;-0,005;0,006;8,050;-1,588;-0,017;-0,006;0,006;8,050;-0,017;0,000;-0,005;0,006
8,100;-0,140;0,000;-0,005;0,006;8,100;0,384;0,000;-0,005;0,006;8,100;0,541;0,000;-0,005;0,006;8,100;-0,122;0,000;-0,005;0,006;8,100;0,035;0,000;-0,005;0,006;8,100;0,419;0,000;-0,005;0,006;8,100;1,571;0,017;-0,005;0,006;8,100;-1,309;-0,017;-0,005;0,006;8,100;-1,518;-0,017;-0,005;0,006;8,100;-0,384;0,000;-0,005;0,006
8,150;-0,105;0,000;-0,005;0,006;8,150;0,367;0,000;-0,005;0,006;8,150;0,559;0,000;-0,005;0,006;8,150;-0,105;0,000;-0,005;0,006;8,150;0,035;0,000;-0,005;0,006;8,150;0,419;0,000;-0,005;0,006;8,150;1,484;0,017;-0,005;0,006;8,150;-1,082;-0,017;-0,005;0,006;8,150;-1,361;-0,017;-0,005;0,006;8,150;-0,716;0,000;-0,005;0,006
8,200;-0,052;0,000;-0,005;0,006;8,200;0,367;0,000;-0,005;0,006;8,200;0,576;0,000;-0,005;0,006;8,200;-0,070;0,000;-0,005;0,006;8,200;0,017;0,000;-0,005;0,006;8,200;0,419;0,000;-0,005;0,006;8,200;1,326;0,017;-0,005;0,006;8,200;-0,820;-0,017;-0,005;0,006;8,200;-1,152;-0,017;-0,005;0,006;8,200;-1,030;0,000;-0,005;0,006
8,250;0,000;0,000;-0,005;0,006;8,250;0,349;0,000;-0,005;0,006;8,250;0,576;0,000;-0,005;0,006;8,250;-0,035;0,000;-0,005;0,006;8,250;0,017;0,000;-0,005;0,006;8,250;0,419;0,000;-0,005;0,006;8,250;1,100;0,017;-0,005;0,006;8,250;-0,524;0,000;-0,005;0,006;8,250;-0,890;-0,017;-0,005;0,006;8,250;-1,292;0,000;-0,005;0,006
8,300;0,052;0,000;-0,005;0,006;8,300;0,349;0,000;-0,005;0,006;8,300;0,576;0,000;-0,005;0,006;8,300;0,000;0,000;-0,005;0,006;8,300;0,017;0,000;-0,005;0,006;8,300;0,401;0,000;-0,006;0,006;8,300;0,838;0,017;-0,005;0,006;8,300;-0,209;0,000;-0,005;0,006;8,300;-0,593;-0,017;-0,005;0,006;8,300;-1,466;-0,017;-0,005;0,006
