"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angular Velocity, Ch 1+2 (rad/s) Run #1";"Angular Acceleration, Ch 1+2 (rad/s²) Run #1";"Position, Ch 1+2 (m) Run #1";"Velocity, Ch 1+2 (m/s) Run #1";"Acceleration, Ch 1+2 (m/s²) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Angular Velocity, Ch 3+4 (rad/s) Run #1";"Angular Acceleration, Ch 3+4 (rad/s²) Run #1";"Position, Ch 3+4 (m) Run #1";"Velocity, Ch 3+4 (m/s) Run #1";"Acceleration, Ch 3+4 (m/s²) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angular Velocity, Ch 1+2 (rad/s) Run #5";"Angular Acceleration, Ch 1+2 (rad/s²) Run #5";"Position, Ch 1+2 (m) Run #5";"Velocity, Ch 1+2 (m/s) Run #5";"Acceleration, Ch 1+2 (m/s²) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Angular Velocity, Ch 3+4 (rad/s) Run #5";"Angular Acceleration, Ch 3+4 (rad/s²) Run #5";"Position, Ch 3+4 (m) Run #5";"Velocity, Ch 3+4 (m/s) Run #5";"Acceleration, Ch 3+4 (m/s²) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angular Velocity, Ch 1+2 (rad/s) Run #6";"Angular Acceleration, Ch 1+2 (rad/s²) Run #6";"Position, Ch 1+2 (m) Run #6";"Velocity, Ch 1+2 (m/s) Run #6";"Acceleration, Ch 1+2 (m/s²) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Angular Velocity, Ch 3+4 (rad/s) Run #6";"Angular Acceleration, Ch 3+4 (rad/s²) Run #6";"Position, Ch 3+4 (m) Run #6";"Velocity, Ch 3+4 (m/s) Run #6";"Acceleration, Ch 3+4 (m/s²) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angular Velocity, Ch 1+2 (rad/s) Run #7";"Angular Acceleration, Ch 1+2 (rad/s²) Run #7";"Position, Ch 1+2 (m) Run #7";"Velocity, Ch 1+2 (m/s) Run #7";"Acceleration, Ch 1+2 (m/s²) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Angular Velocity, Ch 3+4 (rad/s) Run #7";"Angular Acceleration, Ch 3+4 (rad/s²) Run #7";"Position, Ch 3+4 (m) Run #7";"Velocity, Ch 3+4 (m/s) Run #7";"Acceleration, Ch 3+4 (m/s²) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angular Velocity, Ch 1+2 (rad/s) Run #8";"Angular Acceleration, Ch 1+2 (rad/s²) Run #8";"Position, Ch 1+2 (m) Run #8";"Velocity, Ch 1+2 (m/s) Run #8";"Acceleration, Ch 1+2 (m/s²) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Angular Velocity, Ch 3+4 (rad/s) Run #8";"Angular Acceleration, Ch 3+4 (rad/s²) Run #8";"Position, Ch 3+4 (m) Run #8";"Velocity, Ch 3+4 (m/s) Run #8";"Acceleration, Ch 3+4 (m/s²) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angular Velocity, Ch 1+2 (rad/s) Run #9";"Angular Acceleration, Ch 1+2 (rad/s²) Run #9";"Position, Ch 1+2 (m) Run #9";"Velocity, Ch 1+2 (m/s) Run #9";"Acceleration, Ch 1+2 (m/s²) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Angular Velocity, Ch 3+4 (rad/s) Run #9";"Angular Acceleration, Ch 3+4 (rad/s²) Run #9";"Position, Ch 3+4 (m) Run #9";"Velocity, Ch 3+4 (m/s) Run #9";"Acceleration, Ch 3+4 (m/s²) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angular Velocity, Ch 1+2 (rad/s) Run #10";"Angular Acceleration, Ch 1+2 (rad/s²) Run #10";"Position, Ch 1+2 (m) Run #10";"Velocity, Ch 1+2 (m/s) Run #10";"Acceleration, Ch 1+2 (m/s²) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Angular Velocity, Ch 3+4 (rad/s) Run #10";"Angular Acceleration, Ch 3+4 (rad/s²) Run #10";"Position, Ch 3+4 (m) Run #10";"Velocity, Ch 3+4 (m/s) Run #10";"Acceleration, Ch 3+4 (m/s²) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
2,200;-0,384;-8,261;12,799;-0,0092;-0,197;0,306;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,005;0,006;2,200;-1,466;0,291;33,355;-0,0350;0,007;0,796;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,200;-1,274;4,654;30,058;-0,0304;0,111;0,718;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,200;-0,698;-8,029;13,963;-0,0167;-0,192;0,333;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;2,200;-1,379;5,061;24,241;-0,0329;0,121;0,579;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,200;-1,641;-1,164;39,367;-0,0392;-0,028;0,940;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,005;0,006;2,200;0,750;15,592;-18,423;0,0179;0,372;-0,440;0,017;0,058;-0,776;4,1667E-4;0,001;-0,019;-0,005;0,006;2,200;-2,548;-10,181;50,808;-0,0608;-0,243;1,213;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,005;0,006;2,200;-2,025;-12,683;40,530;-0,0483;-0,303;0,968;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,005;0,006;2,200;3,194;-9,425;-59,729;0,0762;-0,225;-1,426;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
2,250;-0,785;-7,389;19,974;-0,0188;-0,176;0,477;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,005;0,006;2,250;-1,396;1,978;31,028;-0,0333;0,047;0,741;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,250;-1,012;6,050;24,822;-0,0242;0,144;0,593;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,250;-1,082;-7,156;20,944;-0,0258;-0,171;0,500;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;2,250;-1,100;6,167;18,811;-0,0262;0,147;0,449;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,250;-1,641;0,873;38,203;-0,0392;0,021;0,912;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;2,250;1,518;14,312;-32,773;0,0362;0,342;-0,782;0,017;0,000;-0,582;4,1667E-4;0,000;-0,014;-0,005;0,006;2,250;-3,002;-7,330;59,341;-0,0717;-0,175;1,417;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,250;-2,618;-10,297;51,584;-0,0625;-0,246;1,231;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,005;0,006;2,250;2,635;-12,217;-48,675;0,0629;-0,292;-1,162;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
2,300;-1,134;-6,225;26,180;-0,0271;-0,149;0,625;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,005;0,006;2,300;-1,257;3,432;27,537;-0,0300;0,082;0,657;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,300;-0,663;7,156;18,811;-0,0158;0,171;0,449;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,300;-1,431;-5,934;27,537;-0,0342;-0,142;0,657;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,005;0,006;2,300;-0,750;6,981;12,411;-0,0179;0,167;0,296;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,005;0,006;2,300;-1,536;2,734;34,907;-0,0367;0,065;0,833;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,300;2,199;12,275;-45,572;0,0525;0,293;-1,088;0,017;0,000;-0,194;4,1667E-4;0,000;-0,005;-0,005;0,006;2,300;-3,299;-4,131;64,383;-0,0787;-0,099;1,537;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,300;-3,072;-7,447;60,311;-0,0733;-0,178;1,440;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,300;1,955;-14,370;-35,682;0,0467;-0,343;-0,852;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
2,350;-1,414;-4,771;31,804;-0,0337;-0,114;0,759;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,005;0,006;2,350;-1,047;4,712;23,465;-0,0250;0,112;0,560;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,350;-0,279;7,970;11,829;-0,0067;0,190;0,282;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,005;0,006;2,350;-1,693;-4,363;32,967;-0,0404;-0,104;0,787;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,005;0,006;2,350;-0,384;7,447;5,430;-0,0092;0,178;0,130;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,005;0,006;2,350;-1,361;4,363;30,834;-0,0325;0,104;0,736;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,350;2,775;9,657;-56,238;0,0662;0,231;-1,343;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;2,350;-3,421;-0,756;65,547;-0,0817;-0,018;1,565;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,350;-3,368;-4,189;65,935;-0,0804;-0,100;1,574;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,350;1,169;-15,824;-20,944;0,0279;-0,378;-0,500;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006
2,400;-1,623;-3,025;36,264;-0,0387;-0,072;0,866;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,400;-0,785;5,818;18,617;-0,0188;0,139;0,444;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,400;0,140;8,378;3,879;0,0033;0,200;0,093;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,005;0,006;2,400;-1,868;-2,560;36,264;-0,0446;-0,061;0,866;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,005;0,006;2,400;0,000;7,505;-1,551;0,0000;0,179;-0,037;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,005;0,006;2,400;-1,100;5,818;25,986;-0,0262;0,139;0,620;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,400;3,176;6,574;-63,801;0,0758;0,157;-1,523;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;2,400;-3,368;2,560;63,026;-0,0804;0,061;1,505;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,400;-3,508;-0,698;67,680;-0,0837;-0,017;1,616;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,400;0,349;-16,522;-5,042;0,0083;-0,394;-0,120;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006
2,450;-1,728;-1,047;38,009;-0,0412;-0,025;0,907;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,450;-0,454;6,632;12,605;-0,0108;0,158;0,301;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,005;0,006;2,450;0,576;8,378;-4,654;0,0137;0,200;-0,111;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,005;0,006;2,450;-1,955;-0,640;36,846;-0,0467;-0,015;0,880;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,005;0,006;2,450;0,384;7,272;-8,339;0,0092;0,174;-0,199;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,005;0,006;2,450;-0,768;7,039;19,780;-0,0183;0,168;0,472;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,005;0,006;2,450;3,438;3,142;-67,874;0,0821;0,075;-1,620;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;2,450;-3,159;5,643;57,402;-0,0754;0,135;1,370;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,450;-3,438;2,734;65,159;-0,0821;0,065;1,556;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,450;-0,506;-16,348;11,442;-0,0121;-0,390;0,273;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,005;0,006
2,500;-1,728;0,931;36,458;-0,0412;0,022;0,870;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,500;-0,105;7,098;6,012;-0,0025;0,169;0,144;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,005;0,006;2,500;0,995;7,912;-12,799;0,0237;0,189;-0,306;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,005;0,006;2,500;-1,937;1,222;35,101;-0,0462;0,029;0,838;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,500;0,733;6,690;-14,932;0,0175;0,160;-0,356;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;2,500;-0,384;7,854;12,217;-0,0092;0,188;0,292;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,005;0,006;2,500;3,508;-0,349;-68,068;0,0837;-0,008;-1,625;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;2,500;-2,793;8,378;49,451;-0,0667;0,200;1,181;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,500;-3,211;5,934;59,147;-0,0767;0,142;1,412;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,500;-1,326;-15,359;27,343;-0,0317;-0,367;0,653;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,005;0,006
2,550;-1,623;2,676;32,773;-0,0387;0,064;0,782;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,550;0,262;7,214;-0,776;0,0062;0,172;-0,019;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,005;0,006;2,550;1,379;7,039;-19,974;0,0329;0,168;-0,477;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;2,550;-1,815;2,909;31,998;-0,0433;0,069;0,764;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,550;1,065;5,760;-21,332;0,0254;0,137;-0,509;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;2,550;0,035;8,261;4,072;8,3333E-4;0,197;0,097;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,005;0,006;2,550;3,386;-3,782;-64,771;0,0808;-0,090;-1,546;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;2,550;-2,304;10,647;39,755;-0,0550;0,254;0,949;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,550;-2,845;8,727;50,615;-0,0679;0,208;1,208;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;2,550;-2,059;-13,555;41,694;-0,0492;-0,324;0,995;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,005;0,006
2,600;-1,449;4,189;28,701;-0,0346;0,100;0,685;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,600;0,628;7,039;-7,563;0,0150;0,168;-0,181;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,005;0,006;2,600;1,710;5,876;-25,986;0,0408;0,140;-0,620;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;2,600;-1,641;4,422;28,119;-0,0392;0,106;0,671;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,600;1,326;4,538;-26,762;0,0317;0,108;-0,639;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,600;0,454;8,261;-3,879;0,0108;0,197;-0,093;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,005;0,006;2,600;3,124;-6,923;-58,759;0,0746;-0,165;-1,403;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;2,600;-1,710;12,392;28,507;-0,0408;0,296;0,681;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,600;-2,321;11,054;40,336;-0,0554;0,264;0,963;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006;2,600;-2,705;-11,112;53,911;-0,0646;-0,265;1,287;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,005;0,006
2,650;-1,204;5,527;24,435;-0,0287;0,132;0,583;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,650;0,977;6,458;-14,157;0,0233;0,154;-0,338;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;2,650;1,972;4,422;-30,834;0,0471;0,106;-0,736;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,650;-1,379;5,760;23,077;-0,0329;0,138;0,551;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,650;1,518;3,025;-30,640;0,0362;0,072;-0,731;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,650;0,873;7,854;-11,442;0,0208;0,188;-0,273;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;2,650;2,688;-9,716;-50,227;0,0642;-0,232;-1,199;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;2,650;-1,047;13,555;15,708;-0,0250;0,324;0,375;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,005;0,006;2,650;-1,710;12,799;28,895;-0,0408;0,306;0,690;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006;2,650;-3,194;-8,087;63,220;-0,0762;-0,193;1,509;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006
2,700;-0,890;6,690;18,811;-0,0212;0,160;0,449;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,005;0,006;2,700;1,292;5,585;-20,168;0,0308;0,133;-0,481;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;2,700;2,164;2,734;-34,131;0,0517;0,065;-0,815;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,700;-1,047;6,807;16,872;-0,0250;0,162;0,403;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,005;0,006;2,700;1,641;1,396;-32,579;0,0392;0,033;-0,778;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,700;1,257;7,098;-18,423;0,0300;0,169;-0,440;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;2,700;2,129;-12,043;-39,561;0,0508;-0,287;-0,944;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;2,700;-0,332;14,021;1,939;-0,0079;0,335;0,046;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,005;0,006;2,700;-1,030;13,963;16,290;-0,0246;0,333;0,389;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,005;0,006;2,700;-3,526;-4,654;68,844;-0,0842;-0,111;1,644;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006
2,750;-0,524;7,505;11,442;-0,0125;0,179;0,273;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,005;0,006;2,750;1,536;4,422;-25,016;0,0367;0,106;-0,597;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,750;2,251;0,931;-35,294;0,0537;0,022;-0,843;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,750;-0,681;7,447;10,084;-0,0163;0,178;0,241;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,005;0,006;2,750;1,658;-0,291;-32,386;0,0396;-0,007;-0,773;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,750;1,588;5,992;-24,822;0,0379;0,143;-0,593;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,750;1,466;-13,730;-26,762;0,0350;-0,328;-0,639;0,017;0,000;0,000;4,1667E-4;0,000;0,000;-0,005;0,006;2,750;0,384;13,730;-11,442;0,0092;0,328;-0,273;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,005;0,006;2,750;-0,297;14,486;2,521;-0,0071;0,346;0,060;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,006;0,006;2,750;-3,665;-1,047;70,007;-0,0875;-0,025;1,671;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006
2,800;-0,122;7,854;3,491;-0,0029;0,187;0,083;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,005;0,006;2,800;1,745;3,025;-28,701;0,0417;0,072;-0,685;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,800;2,251;-0,873;-34,519;0,0537;-0,021;-0,824;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,800;-0,297;7,796;3,103;-0,0071;0,186;0,074;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,005;0,006;2,800;1,606;-1,920;-30,252;0,0383;-0,046;-0,722;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,800;1,868;4,596;-30,252;0,0446;0,110;-0,722;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,800;0,733;-14,777;-12,411;0,0175;-0,353;-0,296;0,017;0,000;-0,194;4,1667E-4;0,000;-0,005;-0,005;0,006;2,800;1,065;12,799;-23,659;0,0254;0,306;-0,565;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,005;0,006;2,800;0,454;14,254;-11,829;0,0108;0,340;-0,282;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,005;0,006;2,800;-3,630;2,502;67,098;-0,0867;0,060;1,602;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006
2,850;0,279;7,796;-3,879;0,0067;0,186;-0,093;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,005;0,006;2,850;1,850;1,513;-30,640;0,0442;0,036;-0,731;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,850;2,164;-2,560;-32,192;0,0517;-0,061;-0,769;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,850;0,105;7,796;-4,266;0,0025;0,186;-0,102;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,005;0,006;2,850;1,466;-3,374;-26,180;0,0350;-0,081;-0,625;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,850;2,059;2,909;-33,937;0,0492;0,069;-0,810;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,850;-0,035;-15,010;2,521;-8,3333E-4;-0,358;0,060;0,017;0,000;-0,582;4,1667E-4;0,000;-0,014;-0,005;0,006;2,850;1,676;11,345;-35,488;0,0400;0,271;-0,847;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;2,850;1,152;13,265;-25,598;0,0275;0,317;-0,611;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,005;0,006;2,850;-3,403;5,760;61,280;-0,0812;0,137;1,463;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006
2,900;0,663;7,447;-10,666;0,0158;0,178;-0,255;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;2,900;1,885;-0,116;-30,640;0,0450;-0,003;-0,731;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,900;1,990;-4,131;-28,313;0,0475;-0,099;-0,676;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,900;0,506;7,389;-11,829;0,0121;0,176;-0,282;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;2,900;1,257;-4,596;-20,750;0,0300;-0,110;-0,495;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;2,900;2,164;1,105;-35,294;0,0517;0,026;-0,843;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;2,900;-0,803;-14,486;17,065;-0,0192;-0,346;0,407;0,017;-0,058;-0,776;4,1667E-4;-0,001;-0,019;-0,005;0,006;2,900;2,217;9,308;-47,706;0,0529;0,222;-1,139;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;2,900;1,798;11,636;-38,203;0,0429;0,278;-0,912;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;2,900;-3,037;8,668;53,523;-0,0725;0,207;1,278;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006
