"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angular Velocity, Ch 1+2 (rad/s) Run #1";"Angular Acceleration, Ch 1+2 (rad/s²) Run #1";"Position, Ch 1+2 (m) Run #1";"Velocity, Ch 1+2 (m/s) Run #1";"Acceleration, Ch 1+2 (m/s²) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Angular Velocity, Ch 3+4 (rad/s) Run #1";"Angular Acceleration, Ch 3+4 (rad/s²) Run #1";"Position, Ch 3+4 (m) Run #1";"Velocity, Ch 3+4 (m/s) Run #1";"Acceleration, Ch 3+4 (m/s²) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angular Velocity, Ch 1+2 (rad/s) Run #5";"Angular Acceleration, Ch 1+2 (rad/s²) Run #5";"Position, Ch 1+2 (m) Run #5";"Velocity, Ch 1+2 (m/s) Run #5";"Acceleration, Ch 1+2 (m/s²) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Angular Velocity, Ch 3+4 (rad/s) Run #5";"Angular Acceleration, Ch 3+4 (rad/s²) Run #5";"Position, Ch 3+4 (m) Run #5";"Velocity, Ch 3+4 (m/s) Run #5";"Acceleration, Ch 3+4 (m/s²) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angular Velocity, Ch 1+2 (rad/s) Run #6";"Angular Acceleration, Ch 1+2 (rad/s²) Run #6";"Position, Ch 1+2 (m) Run #6";"Velocity, Ch 1+2 (m/s) Run #6";"Acceleration, Ch 1+2 (m/s²) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Angular Velocity, Ch 3+4 (rad/s) Run #6";"Angular Acceleration, Ch 3+4 (rad/s²) Run #6";"Position, Ch 3+4 (m) Run #6";"Velocity, Ch 3+4 (m/s) Run #6";"Acceleration, Ch 3+4 (m/s²) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angular Velocity, Ch 1+2 (rad/s) Run #7";"Angular Acceleration, Ch 1+2 (rad/s²) Run #7";"Position, Ch 1+2 (m) Run #7";"Velocity, Ch 1+2 (m/s) Run #7";"Acceleration, Ch 1+2 (m/s²) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Angular Velocity, Ch 3+4 (rad/s) Run #7";"Angular Acceleration, Ch 3+4 (rad/s²) Run #7";"Position, Ch 3+4 (m) Run #7";"Velocity, Ch 3+4 (m/s) Run #7";"Acceleration, Ch 3+4 (m/s²) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angular Velocity, Ch 1+2 (rad/s) Run #8";"Angular Acceleration, Ch 1+2 (rad/s²) Run #8";"Position, Ch 1+2 (m) Run #8";"Velocity, Ch 1+2 (m/s) Run #8";"Acceleration, Ch 1+2 (m/s²) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Angular Velocity, Ch 3+4 (rad/s) Run #8";"Angular Acceleration, Ch 3+4 (rad/s²) Run #8";"Position, Ch 3+4 (m) Run #8";"Velocity, Ch 3+4 (m/s) Run #8";"Acceleration, Ch 3+4 (m/s²) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angular Velocity, Ch 1+2 (rad/s) Run #9";"Angular Acceleration, Ch 1+2 (rad/s²) Run #9";"Position, Ch 1+2 (m) Run #9";"Velocity, Ch 1+2 (m/s) Run #9";"Acceleration, Ch 1+2 (m/s²) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Angular Velocity, Ch 3+4 (rad/s) Run #9";"Angular Acceleration, Ch 3+4 (rad/s²) Run #9";"Position, Ch 3+4 (m) Run #9";"Velocity, Ch 3+4 (m/s) Run #9";"Acceleration, Ch 3+4 (m/s²) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angular Velocity, Ch 1+2 (rad/s) Run #10";"Angular Acceleration, Ch 1+2 (rad/s²) Run #10";"Position, Ch 1+2 (m) Run #10";"Velocity, Ch 1+2 (m/s) Run #10";"Acceleration, Ch 1+2 (m/s²) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Angular Velocity, Ch 3+4 (rad/s) Run #10";"Angular Acceleration, Ch 3+4 (rad/s²) Run #10";"Position, Ch 3+4 (m) Run #10";"Velocity, Ch 3+4 (m/s) Run #10";"Acceleration, Ch 3+4 (m/s²) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
5,700;0,367;4,422;-5,042;0,0087;0,106;-0,120;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,700;1,047;0,524;-14,932;0,0250;0,013;-0,356;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,700;1,431;-1,862;-16,872;0,0342;-0,044;-0,403;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,700;0,157;4,422;-5,430;0,0037;0,106;-0,130;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,700;0,576;-1,920;-7,563;0,0137;-0,046;-0,181;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,700;1,100;0,640;-14,544;0,0262;0,015;-0,347;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,700;-0,838;-9,948;17,065;-0,0200;-0,237;0,407;0,017;-0,058;-0,776;4,1667E-4;-0,001;-0,019;-0,005;0,006;5,700;1,710;5,701;-35,294;0,0408;0,136;-0,843;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,700;1,292;8,029;-26,568;0,0308;0,192;-0,634;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;5,700;-2,077;6,400;35,876;-0,0496;0,153;0,856;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,005;0,006
5,750;0,576;4,072;-8,727;0,0137;0,097;-0,208;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,750;1,047;-0,233;-13,769;0,0250;-0,006;-0,329;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,750;1,309;-2,618;-12,993;0,0312;-0,062;-0,310;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,750;0,367;4,014;-9,502;0,0087;0,096;-0,227;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,750;0,471;-2,269;-5,430;0,0112;-0,054;-0,130;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,750;1,117;-0,116;-14,157;0,0267;-0,003;-0,338;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,750;-1,309;-8,843;25,792;-0,0312;-0,211;0,616;0,017;-0,116;-0,388;4,1667E-4;-0,003;-0,009;-0,005;0,006;5,750;1,955;3,782;-39,173;0,0467;0,090;-0,935;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,750;1,676;6,458;-34,131;0,0400;0,154;-0,815;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,750;-1,710;8,029;28,313;-0,0408;0,192;0,676;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,005;0,006
5,800;0,768;3,549;-12,217;0,0183;0,085;-0,292;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,800;1,012;-0,873;-11,829;0,0242;-0,021;-0,282;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,800;1,152;-3,142;-9,114;0,0275;-0,075;-0,218;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,800;0,559;3,432;-12,799;0,0133;0,082;-0,306;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,800;0,349;-2,502;-2,715;0,0083;-0,060;-0,065;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,800;1,082;-0,814;-12,605;0,0258;-0,019;-0,301;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,800;-1,728;-7,330;33,549;-0,0412;-0,175;0,801;0,000;-0,116;0,388;0,0000;-0,003;0,009;-0,005;0,006;5,800;2,094;1,745;-41,306;0,0500;0,042;-0,986;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,800;1,955;4,538;-39,561;0,0467;0,108;-0,944;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,800;-1,274;9,250;19,974;-0,0304;0,221;0,477;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,005;0,006
5,850;0,942;2,851;-15,514;0,0225;0,068;-0,370;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,850;0,960;-1,396;-10,084;0,0229;-0,033;-0,241;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,850;0,995;-3,491;-6,012;0,0237;-0,083;-0,144;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,850;0,716;2,734;-15,708;0,0171;0,065;-0,375;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,850;0,209;-2,560;0,194;0,0050;-0,061;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,850;1,030;-1,396;-10,472;0,0246;-0,033;-0,250;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,850;-2,059;-5,469;40,143;-0,0492;-0,131;0,958;0,000;-0,058;0,776;0,0000;-0,001;0,019;-0,005;0,006;5,850;2,129;-0,407;-41,306;0,0508;-0,010;-0,986;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,850;2,129;2,385;-42,276;0,0508;0,057;-1,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,850;-0,768;10,065;10,860;-0,0183;0,240;0,259;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,005;0,006
5,900;1,065;1,978;-18,035;0,0254;0,047;-0,431;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,900;0,873;-1,862;-8,339;0,0208;-0,044;-0,199;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,900;0,803;-3,723;-3,103;0,0192;-0,089;-0,074;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,900;0,838;1,862;-18,229;0,0200;0,044;-0,435;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,900;0,087;-2,443;2,521;0,0021;-0,058;0,060;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,900;0,942;-1,862;-8,145;0,0225;-0,044;-0,194;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,900;-2,286;-3,258;44,797;-0,0546;-0,078;1,069;0,000;0,000;0,582;0,0000;0,000;0,014;-0,005;0,006;5,900;2,059;-2,502;-38,785;0,0492;-0,060;-0,926;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,900;2,199;0,233;-42,470;0,0525;0,006;-1,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;5,900;-0,244;10,356;1,551;-0,0058;0,247;0,037;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,005;0,006
5,950;1,134;0,989;-19,199;0,0271;0,024;-0,458;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,950;0,768;-2,269;-6,206;0,0183;-0,054;-0,148;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,950;0,611;-3,840;6,217E-14;0,0146;-0,092;1,388E-15;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,950;0,908;0,873;-19,780;0,0217;0,021;-0,472;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,950;-0,035;-2,269;4,266;-8,3333E-4;-0,054;0,102;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,950;0,838;-2,211;-6,012;0,0200;-0,053;-0,144;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,950;-2,391;-0,873;46,542;-0,0571;-0,021;1,111;0,000;0,000;0,194;0,0000;0,000;0,005;-0,005;0,006;5,950;1,868;-4,363;-34,131;0,0446;-0,104;-0,815;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,950;2,147;-1,920;-40,530;0,0512;-0,046;-0,968;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;5,950;0,279;10,181;-7,757;0,0067;0,243;-0,185;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,005;0,006
6,000;1,169;0,000;-18,811;0,0279;0,000;-0,449;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,000;0,646;-2,502;-3,685;0,0154;-0,060;-0,088;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,000;0,419;-3,723;3,297;0,0100;-0,089;0,079;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,000;0,925;-0,175;-19,586;0,0221;-0,004;-0,468;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,000;-0,140;-2,036;6,012;-0,0033;-0,049;0,144;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,000;0,716;-2,443;-4,072;0,0171;-0,058;-0,097;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,000;-2,374;1,513;45,185;-0,0567;0,036;1,079;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,000;1,606;-5,934;-28,701;0,0383;-0,142;-0,685;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,000;2,007;-3,898;-37,040;0,0479;-0,093;-0,884;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,000;0,785;9,599;-17,065;0,0188;0,229;-0,407;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006
6,050;1,134;-0,931;-17,065;0,0271;-0,022;-0,407;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,050;0,506;-2,618;-1,164;0,0121;-0,062;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,050;0,227;-3,491;6,400;0,0054;-0,083;0,153;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,050;0,890;-1,164;-17,453;0,0212;-0,028;-0,417;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,050;-0,244;-1,687;7,951;-0,0058;-0,040;0,190;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,050;0,593;-2,618;-1,939;0,0142;-0,062;-0,046;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,050;-2,234;3,723;41,306;-0,0533;0,089;0,986;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,050;1,274;-7,214;-22,689;0,0304;-0,172;-0,542;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,050;1,745;-5,643;-31,998;0,0417;-0,135;-0,764;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,050;1,257;8,494;-26,180;0,0300;0,203;-0,625;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006
6,100;1,065;-1,745;-14,544;0,0254;-0,042;-0,347;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,100;0,384;-2,618;1,164;0,0092;-0,062;0,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,100;0,070;-3,083;9,114;0,0017;-0,074;0,218;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,100;0,803;-1,978;-13,963;0,0192;-0,047;-0,333;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,100;-0,314;-1,222;9,308;-0,0075;-0,029;0,222;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,100;0,454;-2,676;0,582;0,0108;-0,064;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;6,100;-1,990;5,701;35,488;-0,0475;0,136;0,847;0,000;0,000;0,194;0,0000;0,000;0,005;-0,005;0,006;6,100;0,873;-8,261;-15,514;0,0208;-0,197;-0,370;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;6,100;1,431;-7,156;-25,598;0,0342;-0,171;-0,611;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,100;1,658;6,923;-33,937;0,0396;0,165;-0,810;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
6,150;0,960;-2,385;-11,442;0,0229;-0,057;-0,273;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,150;0,244;-2,502;3,685;0,0058;-0,060;0,088;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,150;-0,087;-2,560;11,636;-0,0021;-0,061;0,278;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,150;0,681;-2,560;-10,278;0,0163;-0,061;-0,245;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,150;-0,367;-0,698;9,696;-0,0087;-0,017;0,231;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,150;0,314;-2,560;3,103;0,0075;-0,061;0,074;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,150;-1,658;7,330;28,313;-0,0396;0,175;0,676;0,000;0,000;0,582;0,0000;0,000;0,014;-0,005;0,006;6,150;0,436;-8,843;-7,175;0,0104;-0,211;-0,171;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,150;1,030;-8,261;-17,647;0,0246;-0,197;-0,421;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,150;1,955;5,003;-39,367;0,0467;0,119;-0,940;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
6,200;0,820;-2,909;-7,951;0,0196;-0,069;-0,190;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,200;0,122;-2,269;6,206;0,0029;-0,054;0,148;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,200;-0,192;-1,920;13,769;-0,0046;-0,046;0,329;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,200;0,541;-2,967;-7,369;0,0129;-0,071;-0,176;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,200;-0,384;-0,233;9,502;-0,0092;-0,006;0,227;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,200;0,192;-2,327;5,236;0,0046;-0,056;0,125;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,200;-1,239;8,552;20,362;-0,0296;0,204;0,486;0,000;0,058;0,776;0,0000;0,001;0,019;-0,005;0,006;6,200;-0,035;-8,959;1,551;-8,3333E-4;-0,214;0,037;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,200;0,576;-8,959;-8,727;0,0137;-0,214;-0,208;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,200;2,164;2,909;-42,470;0,0517;0,069;-1,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
6,250;0,663;-3,200;-4,654;0,0158;-0,076;-0,111;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,250;0,017;-1,862;8,339;4,1667E-4;-0,044;0,199;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,250;-0,279;-1,164;15,320;-0,0067;-0,028;0,366;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,250;0,384;-3,258;-5,042;0,0092;-0,078;-0,120;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,250;-0,384;0,233;9,114;-0,0092;0,006;0,218;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,250;0,087;-2,036;7,175;0,0021;-0,049;0,171;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,250;-0,785;9,367;12,023;-0,0188;0,224;0,287;0,000;0,116;0,388;0,0000;0,003;0,009;-0,005;0,006;6,250;-0,471;-8,668;9,890;-0,0112;-0,207;0,236;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;6,250;0,122;-9,134;1,243E-13;0,0029;-0,218;2,776E-15;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;6,250;2,251;0,698;-43,051;0,0537;0,017;-1,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
6,300;0,489;-3,316;-2,133;0,0117;-0,079;-0,051;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,300;-0,070;-1,396;9,696;-0,0017;-0,033;0,231;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,300;-0,314;-0,349;15,708;-0,0075;-0,008;0,375;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,300;0,209;-3,491;-2,521;0,0050;-0,083;-0,060;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,300;-0,367;0,698;8,145;-0,0087;0,017;0,194;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,300;-0,017;-1,629;9,114;-4,1667E-4;-0,039;0,218;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,300;-0,297;9,774;2,909;-0,0071;0,233;0,069;0,017;0,116;-0,388;4,1667E-4;0,003;-0,009;-0,005;0,006;6,300;-0,908;-7,970;17,841;-0,0217;-0,190;0,426;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;6,300;-0,349;-8,901;8,145;-0,0083;-0,212;0,194;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;6,300;2,234;-1,513;-41,112;0,0533;-0,036;-0,981;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
6,350;0,332;-3,374;-0,194;0,0079;-0,081;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,350;-0,122;-0,873;10,278;-0,0029;-0,021;0,245;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,350;-0,314;0,465;14,738;-0,0075;0,011;0,352;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,350;0,035;-3,549;0,582;8,3333E-4;-0,085;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,350;-0,314;1,105;6,206;-0,0075;0,026;0,148;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,350;-0,087;-1,105;10,472;-0,0021;-0,026;0,250;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,350;0,209;9,716;-6,981;0,0050;0,232;-0,167;0,017;0,058;-0,776;4,1667E-4;0,001;-0,019;-0,005;0,006;6,350;-1,292;-6,865;25,016;-0,0308;-0,164;0,597;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,005;0,006;6,350;-0,785;-8,319;15,902;-0,0188;-0,199;0,380;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,005;0,006;6,350;2,094;-3,491;-37,234;0,0500;-0,083;-0,889;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
6,400;0,157;-3,374;2,327;0,0037;-0,081;0,056;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,400;-0,157;-0,349;10,278;-0,0037;-0,008;0,245;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,400;-0,262;1,164;12,799;-0,0062;0,028;0,306;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,400;-0,157;-3,432;4,072;-0,0037;-0,082;0,097;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,400;-0,244;1,338;3,879;-0,0058;0,032;0,093;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;6,400;-0,122;-0,524;10,860;-0,0029;-0,013;0,259;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;6,400;0,698;9,076;-16,872;0,0167;0,217;-0,403;0,017;0,000;-0,582;4,1667E-4;0,000;-0,014;-0,005;0,006;6,400;-1,606;-5,411;31,028;-0,0383;-0,129;0,741;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,005;0,006;6,400;-1,187;-7,330;23,659;-0,0283;-0,175;0,565;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,005;0,006;6,400;1,868;-5,236;-32,579;0,0446;-0,125;-0,778;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006
