"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angular Velocity, Ch 1+2 (rad/s) Run #1";"Angular Acceleration, Ch 1+2 (rad/s²) Run #1";"Position, Ch 1+2 (m) Run #1";"Velocity, Ch 1+2 (m/s) Run #1";"Acceleration, Ch 1+2 (m/s²) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Angular Velocity, Ch 3+4 (rad/s) Run #1";"Angular Acceleration, Ch 3+4 (rad/s²) Run #1";"Position, Ch 3+4 (m) Run #1";"Velocity, Ch 3+4 (m/s) Run #1";"Acceleration, Ch 3+4 (m/s²) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angular Velocity, Ch 1+2 (rad/s) Run #5";"Angular Acceleration, Ch 1+2 (rad/s²) Run #5";"Position, Ch 1+2 (m) Run #5";"Velocity, Ch 1+2 (m/s) Run #5";"Acceleration, Ch 1+2 (m/s²) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Angular Velocity, Ch 3+4 (rad/s) Run #5";"Angular Acceleration, Ch 3+4 (rad/s²) Run #5";"Position, Ch 3+4 (m) Run #5";"Velocity, Ch 3+4 (m/s) Run #5";"Acceleration, Ch 3+4 (m/s²) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angular Velocity, Ch 1+2 (rad/s) Run #6";"Angular Acceleration, Ch 1+2 (rad/s²) Run #6";"Position, Ch 1+2 (m) Run #6";"Velocity, Ch 1+2 (m/s) Run #6";"Acceleration, Ch 1+2 (m/s²) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Angular Velocity, Ch 3+4 (rad/s) Run #6";"Angular Acceleration, Ch 3+4 (rad/s²) Run #6";"Position, Ch 3+4 (m) Run #6";"Velocity, Ch 3+4 (m/s) Run #6";"Acceleration, Ch 3+4 (m/s²) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angular Velocity, Ch 1+2 (rad/s) Run #7";"Angular Acceleration, Ch 1+2 (rad/s²) Run #7";"Position, Ch 1+2 (m) Run #7";"Velocity, Ch 1+2 (m/s) Run #7";"Acceleration, Ch 1+2 (m/s²) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Angular Velocity, Ch 3+4 (rad/s) Run #7";"Angular Acceleration, Ch 3+4 (rad/s²) Run #7";"Position, Ch 3+4 (m) Run #7";"Velocity, Ch 3+4 (m/s) Run #7";"Acceleration, Ch 3+4 (m/s²) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angular Velocity, Ch 1+2 (rad/s) Run #8";"Angular Acceleration, Ch 1+2 (rad/s²) Run #8";"Position, Ch 1+2 (m) Run #8";"Velocity, Ch 1+2 (m/s) Run #8";"Acceleration, Ch 1+2 (m/s²) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Angular Velocity, Ch 3+4 (rad/s) Run #8";"Angular Acceleration, Ch 3+4 (rad/s²) Run #8";"Position, Ch 3+4 (m) Run #8";"Velocity, Ch 3+4 (m/s) Run #8";"Acceleration, Ch 3+4 (m/s²) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angular Velocity, Ch 1+2 (rad/s) Run #9";"Angular Acceleration, Ch 1+2 (rad/s²) Run #9";"Position, Ch 1+2 (m) Run #9";"Velocity, Ch 1+2 (m/s) Run #9";"Acceleration, Ch 1+2 (m/s²) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Angular Velocity, Ch 3+4 (rad/s) Run #9";"Angular Acceleration, Ch 3+4 (rad/s²) Run #9";"Position, Ch 3+4 (m) Run #9";"Velocity, Ch 3+4 (m/s) Run #9";"Acceleration, Ch 3+4 (m/s²) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angular Velocity, Ch 1+2 (rad/s) Run #10";"Angular Acceleration, Ch 1+2 (rad/s²) Run #10";"Position, Ch 1+2 (m) Run #10";"Velocity, Ch 1+2 (m/s) Run #10";"Acceleration, Ch 1+2 (m/s²) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Angular Velocity, Ch 3+4 (rad/s) Run #10";"Angular Acceleration, Ch 3+4 (rad/s²) Run #10";"Position, Ch 3+4 (m) Run #10";"Velocity, Ch 3+4 (m/s) Run #10";"Acceleration, Ch 3+4 (m/s²) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
0,500;-0,209;-1,804;-12,605;-0,0050;-0,043;-0,301;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,500;0,017;0,058;-0,194;4,1667E-4;0,001;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,500;0,052;0,116;-0,582;0,0012;0,003;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,500;0,000;0,000;0,582;0,0000;0,000;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,500;0,000;-0,058;-0,970;0,0000;-0,001;-0,023;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,500;-0,052;-6,225;-101,617;-0,0012;-0,149;-2,426;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;0,500;-0,332;-11,054;-110,538;-0,0079;-0,264;-2,639;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;0,500;0,000;0,000;-3,491;0,0000;0,000;-0,083;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,500;0,017;-5,120;-92,502;4,1667E-4;-0,122;-2,208;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;0,500;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;-0,058;-0,194;0,0000;-0,001;-0,005;-0,006;0,006
0,550;-0,314;-2,560;-11,829;-0,0075;-0,061;-0,282;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,550;0,017;0,000;-0,388;4,1667E-4;0,000;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,550;0,052;0,058;-0,776;0,0012;0,001;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,550;0,000;0,058;0,776;0,0000;0,001;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,550;0,000;-0,116;0,582;0,0000;-0,003;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,550;-0,454;-13,090;-116,355;-0,0108;-0,312;-2,778;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;0,550;-1,082;-17,744;-87,460;-0,0258;-0,424;-2,088;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;0,550;0,000;-0,116;-17,453;0,0000;-0,003;-0,417;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,550;-0,314;-11,577;-100,259;-0,0075;-0,276;-2,394;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;0,550;0,000;0,000;0,000;0,0000;0,000;0,000;0,000;-0,058;0,194;0,0000;-0,001;0,005;-0,006;0,006
0,600;-0,471;-3,142;-7,951;-0,0112;-0,075;-0,190;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;0,600;0,017;0,000;-0,388;4,1667E-4;0,000;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,600;0,052;0,000;-0,582;0,0012;0,000;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,600;0,000;0,116;0,388;0,0000;0,003;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,600;-0,017;0,000;1,939;-4,1667E-4;0,000;0,046;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,600;-1,309;-19,897;-87,654;-0,0312;-0,475;-2,093;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;0,600;-2,269;-21,351;-29,671;-0,0542;-0,510;-0,708;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;0,600;0,000;-1,105;-44,603;0,0000;-0,026;-1,065;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;0,600;-1,169;-17,221;-65,353;-0,0279;-0,411;-1,560;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;0,600;0,000;0,000;0,582;0,0000;0,000;0,014;-0,017;0,000;0,388;-4,1667E-4;0,000;0,009;-0,006;0,006
0,650;-0,646;-3,374;-4,266;-0,0154;-0,081;-0,102;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;0,650;0,017;0,000;-1,164;4,1667E-4;0,000;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,650;0,052;0,000;-0,194;0,0012;0,000;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,650;0,017;0,116;-0,194;4,1667E-4;0,003;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,650;-0,017;0,175;1,357;-4,1667E-4;0,004;0,032;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,650;-2,618;-23,329;-24,822;-0,0625;-0,557;-0,593;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;0,650;-3,421;-20,653;32,192;-0,0817;-0,493;0,769;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;0,650;-0,035;-4,189;-73,886;-8,3333E-4;-0,100;-1,764;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;0,650;-2,251;-19,082;-6,593;-0,0537;-0,456;-0,157;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;0,650;0,000;0,000;1,357;0,0000;0,000;0,032;0,000;0,000;0,194;0,0000;0,000;0,005;-0,006;0,006
0,700;-0,820;-3,374;-4,654;-0,0196;-0,081;-0,111;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;0,700;0,017;-0,058;-3,879;4,1667E-4;-0,001;-0,093;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,700;0,052;0,000;0,194;0,0012;0,000;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,700;0,017;0,058;1,388E-16;4,1667E-4;0,001;4,337E-18;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,700;0,017;0,233;-1,939;4,1667E-4;0,006;-0,046;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,700;-3,857;-22,282;40,336;-0,0921;-0,532;0,963;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;0,700;-4,398;-17,046;74,661;-0,1050;-0,407;1,782;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;0,700;-0,297;-9,308;-82,612;-0,0071;-0,222;-1,972;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;0,700;-3,211;-17,221;45,185;-0,0767;-0,411;1,079;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;0,700;0,000;0,175;1,164;0,0000;0,004;0,028;0,000;0,000;0,194;0,0000;0,000;0,005;-0,006;0,006
0,750;-0,977;-3,607;-9,308;-0,0233;-0,086;-0,222;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;0,750;0,017;-0,291;-9,502;4,1667E-4;-0,007;-0,227;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,750;0,052;0,000;0,388;0,0012;0,000;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,750;0,017;0,058;0,388;4,1667E-4;0,001;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,750;0,017;0,058;-7,951;4,1667E-4;0,001;-0,190;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,750;-4,904;-18,151;84,551;-0,1171;-0,433;2,019;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;0,750;-5,149;-12,392;95,799;-0,1229;-0,296;2,287;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;0,750;-0,960;-14,079;-57,402;-0,0229;-0,336;-1,370;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;0,750;-3,997;-13,555;75,631;-0,0954;-0,324;1,806;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;0,750;0,000;0,233;0,000;0,0000;0,006;-4,337E-18;-0,017;0,000;0,388;-4,1667E-4;0,000;0,009;-0,006;0,006
0,800;-1,152;-4,305;-13,963;-0,0275;-0,103;-0,333;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,005;0,006;0,800;0,000;-0,873;-18,617;0,0000;-0,021;-0,444;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,800;0,052;0,058;0,388;0,0012;0,001;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,800;0,017;0,175;-1,939;4,1667E-4;0,004;-0,046;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,800;0,017;-0,465;-17,647;4,1667E-4;-0,011;-0,421;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,800;-5,707;-12,974;106,077;-0,1362;-0,310;2,532;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;0,800;-5,655;-7,214;104,526;-0,1350;-0,172;2,495;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;0,800;-1,868;-15,999;-9,890;-0,0446;-0,382;-0,236;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;0,800;-4,590;-9,192;89,206;-0,1096;-0,219;2,130;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;0,800;0,052;0,116;-0,970;0,0012;0,003;-0,023;0,000;0,058;0,194;0,0000;0,001;0,005;-0,006;0,006
0,850;-1,396;-5,236;-13,769;-0,0333;-0,125;-0,329;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;0,850;-0,052;-2,036;-29,865;-0,0012;-0,049;-0,713;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,850;0,052;0,058;0,194;0,0012;0,001;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,850;0,035;0,116;-9,890;8,3333E-4;0,003;-0,236;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,850;0,000;-1,513;-33,549;0,0000;-0,036;-0,801;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;0,850;-6,213;-7,272;114,610;-0,1483;-0,174;2,736;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;0,850;-5,882;-1,745;106,853;-0,1404;-0,042;2,551;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;0,850;-2,688;-14,719;34,907;-0,0642;-0,351;0,833;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;0,850;-4,939;-4,422;94,054;-0,1179;-0,106;2,245;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;0,850;0,017;0,058;-2,521;4,1667E-4;0,001;-0,060;0,000;0,058;-0,194;0,0000;0,001;-0,005;-0,006;0,006
0,900;-1,693;-5,934;-7,951;-0,0404;-0,142;-0,190;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;0,900;-0,175;-3,898;-39,561;-0,0042;-0,093;-0,944;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;0,900;0,070;0,058;-0,194;0,0017;0,001;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,900;0,052;-0,582;-23,077;0,0012;-0,014;-0,551;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,900;-0,105;-3,491;-56,238;-0,0025;-0,083;-1,343;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;0,900;-6,440;-1,338;116,937;-0,1537;-0,032;2,792;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;0,900;-5,829;3,665;103,944;-0,1392;0,087;2,481;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;0,900;-3,368;-11,636;62,444;-0,0804;-0,278;1,491;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;0,900;-5,027;0,407;93,472;-0,1200;0,010;2,231;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;0,900;0,017;0,058;-13,575;4,1667E-4;0,001;-0,324;0,000;0,000;-0,388;0,0000;0,000;-0,009;-0,006;0,006
0,950;-2,007;-6,109;-1,164;-0,0479;-0,146;-0,028;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;0,950;-0,419;-6,225;-44,215;-0,0100;-0,149;-1,056;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;0,950;0,052;0,058;-0,582;0,0012;0,001;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;0,950;0,017;-2,153;-41,888;4,1667E-4;-0,051;-1,000;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;0,950;-0,314;-6,981;-77,182;-0,0075;-0,167;-1,843;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;0,950;-6,353;4,596;113,834;-0,1517;0,110;2,718;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;0,950;-5,498;8,785;96,575;-0,1312;0,210;2,306;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;0,950;-3,875;-7,970;74,661;-0,0925;-0,190;1,782;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;0,950;-4,887;5,061;88,624;-0,1167;0,121;2,116;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;0,950;0,052;-0,465;-44,991;0,0012;-0,011;-1,074;0,000;0,000;-0,388;0,0000;0,000;-0,009;-0,006;0,006
1,000;-2,321;-5,818;-0,970;-0,0554;-0,139;-0,023;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;1,000;-0,803;-8,552;-45,379;-0,0192;-0,204;-1,083;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;1,000;0,070;0,000;-0,970;0,0017;0,000;-0,023;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;1,000;-0,140;-4,480;-67,874;-0,0033;-0,107;-1,620;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;1,000;-0,716;-11,868;-79,122;-0,0171;-0,283;-1,889;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;1,000;-5,969;10,239;105,495;-0,1425;0,244;2,519;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,000;-4,939;13,439;85,327;-0,1179;0,321;2,037;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,000;-4,171;-4,014;79,122;-0,0996;-0,096;1,889;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,000;-4,520;9,367;80,285;-0,1079;0,224;1,917;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,000;0,035;-3,432;-90,175;8,3333E-4;-0,082;-2,153;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006
1,050;-2,601;-5,701;-8,921;-0,0621;-0,136;-0,213;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;1,050;-1,292;-10,647;-44,603;-0,0308;-0,254;-1,065;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;1,050;0,070;-0,058;-0,776;0,0017;-0,001;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;1,050;-0,419;-8,552;-92,890;-0,0100;-0,204;-2,218;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;1,050;-1,484;-16,290;-50,808;-0,0354;-0,389;-1,213;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;1,050;-5,306;15,301;92,502;-0,1267;0,365;2,208;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,050;-4,136;17,453;70,395;-0,0987;0,417;1,681;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;1,050;-4,276;0,058;79,509;-0,1021;0,001;1,898;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,050;-3,927;13,206;68,844;-0,0937;0,315;1,644;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,050;-0,140;-9,948;-119,070;-0,0033;-0,237;-2,843;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006
1,100;-2,845;-6,632;-14,932;-0,0679;-0,158;-0,356;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,005;0,006;1,100;-1,868;-13,090;-36,458;-0,0446;-0,312;-0,870;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;1,100;0,052;-0,116;-2,082E-16;0,0012;-0,003;1,952E-17;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;1,100;-0,855;-14,544;-95,799;-0,0204;-0,347;-2,287;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;1,100;-2,496;-17,919;-1,357;-0,0596;-0,428;-0,032;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;1,100;-4,416;19,606;75,825;-0,1054;0,468;1,810;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;1,100;-3,159;20,595;52,166;-0,0754;0,492;1,245;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;1,100;-4,171;4,072;75,825;-0,0996;0,097;1,810;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,100;-3,176;16,348;54,493;-0,0758;0,390;1,301;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;1,100;-0,820;-17,511;-101,811;-0,0196;-0,418;-2,431;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006
1,150;-3,194;-7,970;-4,848;-0,0762;-0,190;-0,116;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,150;-2,548;-15,068;-12,411;-0,0608;-0,360;-0,296;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;1,150;0,052;-0,058;0,388;0,0012;-0,001;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;1,150;-1,833;-19,955;-60,505;-0,0437;-0,476;-1,444;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;1,150;-3,421;-16,173;46,348;-0,0817;-0,386;1,106;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;1,150;-3,316;22,980;55,851;-0,0792;0,549;1,333;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;1,150;-2,042;22,747;31,222;-0,0487;0,543;0,745;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,006;0,006;1,150;-3,857;7,796;68,456;-0,0921;0,186;1,634;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,150;-2,269;18,733;37,428;-0,0542;0,447;0,894;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;1,150;-2,077;-22,108;-41,888;-0,0496;-0,528;-1,000;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006
1,200;-3,718;-8,029;23,271;-0,0887;-0,192;0,556;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,200;-3,473;-15,068;26,180;-0,0829;-0,360;0,625;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;1,200;0,052;0,000;-1,164;0,0012;0,000;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;1,200;-3,089;-21,817;0,582;-0,0737;-0,521;0,014;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;1,200;-4,154;-12,392;76,601;-0,0992;-0,296;1,829;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;1,200;-2,077;25,307;32,579;-0,0496;0,604;0,778;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,006;0,006;1,200;-0,855;23,795;8,145;-0,0204;0,568;0,194;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,006;0,006;1,200;-3,368;10,996;58,565;-0,0804;0,263;1,398;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;1,200;-1,274;20,188;18,229;-0,0304;0,482;0,435;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,006;0,006;1,200;-3,281;-21,817;26,180;-0,0783;-0,521;0,625;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006
